"ID1","ID2","Dist","DistM","BC_d110000_p0.5_beta0_Cauriga"
"40","64","317824.63482241204","317824.63482241204","0.13496761066080368"
"40","86","791634.7048986659","791634.7048986659","0.006816849580975569"
"40","84","717943.2150943402","717943.2150943402","0.01318115693725503"
"40","82","782358.744630619","782358.744630619","0.00917008071963839"
"40","79","697473.4804994367","697473.4804994367","0.012338681051484552"
"40","77","694653.2850998391","694653.2850998391","0.012559911730910615"
"40","72","659565.7387251088","659565.7387251088","0.01566781522671242"
"40","88","421723.0622102604","421723.0622102604","0.07332270443376454"
"40","71","629299.9733831224","629299.9733831224","0.01895984724508675"
"40","74","563115.732420964","563115.732420964","0.030681519829694262"
"40","66","613526.5252619471","613526.5252619471","0.020941173987428775"
"40","55","298244.06398116227","298244.06398116227","0.15269135919587357"
"40","54","279389.29471259203","279389.29471259203","0.17434048109250336"
"40","51","288897.97178242664","288897.97178242664","0.161953864849849"
"40","53","252652.87649262926","252652.87649262926","0.20350775377469124"
"40","62","235463.00707329757","235463.00707329757","0.23120970775730226"
"40","52","246853.3815851016","246853.3815851016","0.21108242223655618"
"40","48","225732.6959038052","225732.6959038052","0.24245476466828825"
"40","49","211874.1525056792","211874.1525056792","0.2644664999674814"
"40","73","564084.4132751755","564084.4132751755","0.02859605374987971"
"40","65","636023.9171603525","636023.9171603525","0.022816399499071268"
"40","47","258393.14870948074","258393.14870948074","0.19627813525904123"
"40","46","254566.98313017705","254566.98313017705","0.2028167922766463"
"40","44","43020.60087911372","43020.60087911372","0.7654015827180893"
"39","102","860320.8573549739","860320.8573549739","0.007836549284565996"
"39","93","847239.4008779324","847239.4008779324","0.008801085569818831"
"39","83","877285.7370321244","877285.7370321244","0.006681215087996313"
"39","80","890067.1410629638","890067.1410629638","0.006534852485574909"
"39","70","823949.7339643956","823949.7339643956","0.007286853594897184"
"39","67","829825.7386343221","829825.7386343221","0.021217499173679204"
"39","104","895698.0886995331","895698.0886995331","0.0035383441786452693"
"39","106","877475.5554999791","877475.5554999791","0.003968885054548055"
"39","98","819579.5863734024","819579.5863734024","0.007018166684777423"
"39","76","634161.8206735551","634161.8206735551","0.022575879142616995"
"39","75","628407.3102693812","628407.3102693812","0.023409528886614357"
"39","78","597658.01190982","597658.01190982","0.025987356136506726"
"39","63","217425.74088639967","217425.74088639967","0.2540883889939173"
"39","43","75176.36064614971","75176.36064614971","0.6316039813937274"
"39","68","828771.008421505","828771.008421505","0.01910291275490437"
"39","50","542934.0480205674","542934.0480205674","0.033837471865284685"
"39","57","388005.0417198207","388005.0417198207","0.08673039191033627"
"39","42","266309.3689677476","266309.3689677476","0.19548144803381928"
"39","41","304679.083627347","304679.083627347","0.14962897615974802"
"39","45","219244.35431727726","219244.35431727726","0.25119323329747484"
"36","101","888516.4772810894","888516.4772810894","0.004382027508274486"
"36","102","813913.0852861363","813913.0852861363","0.00676146366520791"
"36","97","829332.0686552507","829332.0686552507","0.006362697878234566"
"36","103","870857.5672864061","870857.5672864061","0.004137895781215639"
"36","92","863403.7787732906","863403.7787732906","0.004996871552409385"
"36","93","738249.9515069391","738249.9515069391","0.012892338035872343"
"36","96","813244.0325019285","813244.0325019285","0.005949039331104615"
"36","85","767676.6463166623","767676.6463166623","0.007927718203446881"
"36","83","729760.2326791985","729760.2326791985","0.013516480602414772"
"36","81","769769.9139353252","769769.9139353252","0.007823835168785246"
"36","80","718426.2061617728","718426.2061617728","0.010812565415650326"
"36","89","750826.5520744444","750826.5520744444","0.008815780825978748"
"36","70","650969.0807557595","650969.0807557595","0.01958762248012208"
"36","67","643704.8476592347","643704.8476592347","0.017949856762242308"
"36","105","879756.0260094822","879756.0260094822","0.003912259941118651"
"36","106","889163.7700671327","889163.7700671327","0.003687076331485142"
"36","76","810474.6510533183","810474.6510533183","0.006053766002517045"
"36","75","796590.3303455284","796590.3303455284","0.006607268664850042"
"36","78","672884.8674922022","672884.8674922022","0.014406511478783543"
"36","63","334783.86117015814","334783.86117015814","0.12128813685180519"
"36","43","279833.7770891854","279833.7770891854","0.17396528865155314"
"36","68","618844.3746209532","618844.3746209532","0.020251071423325304"
"36","50","201645.09937015566","201645.09937015566","0.28884664815382627"
"36","38","1220.0","1220.0","0.9959405839904142"
"36","57","34967.196055732005","34967.196055732005","0.8053268565325049"
"36","42","67867.40970451134","67867.40970451134","0.6561304564374979"
"36","41","9760.0","9760.0","0.9858552024914505"
"36","39","312390.4588811891","312390.4588811891","0.13966928917771165"
"36","45","261523.3238164426","261523.3238164426","0.19244461910976876"
"36","90","874988.9635875402","874988.9635875402","0.006890207648858546"
"36","87","843846.2564353757","843846.2564353757","0.007493313209271995"
"36","86","875994.1664760091","875994.1664760091","0.006893505549824724"
"36","82","824216.3697112536","824216.3697112536","0.006552026143570316"
"36","79","881970.1310702069","881970.1310702069","0.008552692202688561"
"36","77","827186.9997165079","827186.9997165079","0.005448663778470717"
"36","72","848335.0105353417","848335.0105353417","0.0047688712231484945"
"36","71","881748.0195611432","881748.0195611432","0.003937215133452576"
"36","66","823079.4827354151","823079.4827354151","0.005591531679992217"
"36","40","871657.3436850051","871657.3436850051","0.0044128929893892275"
"36","73","731752.6579384586","731752.6579384586","0.011294382844198132"
"36","65","705141.5138112339","705141.5138112339","0.011756664355971329"
"36","47","662243.6107657058","662243.6107657058","0.03543506244712754"
"36","46","624315.8195176538","624315.8195176538","0.022793483875468715"
"36","44","840167.2200818117","840167.2200818117","0.005381463664063784"
"36","37","818054.1664828798","818054.1664828798","0.006186083786715346"
"38","101","862751.0677478161","862751.0677478161","0.004354758637546571"
"38","102","793777.7230434207","793777.7230434207","0.007230376863470702"
"38","97","800980.4474517449","800980.4474517449","0.006426992787181085"
"38","103","838994.1780489286","838994.1780489286","0.005057991050104823"
"38","92","829682.135338587","829682.135338587","0.006179908715833667"
"38","93","713058.4293029555","713058.4293029555","0.016892834509620015"
"38","96","778970.036458398","778970.036458398","0.007383160385184466"
"38","85","735403.4878894701","735403.4878894701","0.012993688225693632"
"38","83","699053.6634622539","699053.6634622539","0.012216431157810627"
"38","81","735553.5940364903","735553.5940364903","0.009706380590554824"
"38","80","685900.0583175352","685900.0583175352","0.01327214096165163"
"38","89","715717.5247260601","715717.5247260601","0.01245919820121869"
"38","70","618785.3960784777","618785.3960784777","0.024040164947087727"
"38","67","610696.7332481799","610696.7332481799","0.022099995853468533"
"38","105","861504.9418894803","861504.9418894803","0.004766064388639234"
"38","106","876474.700205315","876474.700205315","0.004035265117006254"
"38","76","815830.6648441193","815830.6648441193","0.005852860434377591"
"38","75","801270.1500118407","801270.1500118407","0.00641527092592813"
"38","78","669921.1204313523","669921.1204313523","0.01467808936393484"
"38","63","345513.94602823147","345513.94602823147","0.11335847239397442"
"38","43","302935.2526531039","302935.2526531039","0.14867874389117133"
"38","68","584649.301461995","584649.301461995","0.025120454033787532"
"38","50","168026.61247552416","168026.61247552416","0.3600181311626788"
"38","57","20230.0","20230.0","0.8884600653253932"
"38","42","74340.77481436406","74340.77481436406","0.6297147058637818"
"38","41","1220.0","1220.0","0.9981777220255895"
"38","39","342728.6856975936","342728.6856975936","0.11608623955186"
"38","45","297430.9526596042","297430.9526596042","0.156585028639375"
"38","94","894016.6714329198","894016.6714329198","0.004050887415472295"
"38","90","840180.1923992245","840180.1923992245","0.005686971309830271"
"38","87","809265.7474525891","809265.7474525891","0.009317687971983145"
"38","86","840833.370412948","840833.370412948","0.009185159672466536"
"38","84","868612.1604030178","868612.1604030178","0.007239326470478323"
"38","82","789178.4736040371","789178.4736040371","0.009255721353489012"
"38","79","846263.614011614","846263.614011614","0.006044722967845782"
"38","77","791693.9209063046","791693.9209063046","0.009074982133128053"
"38","72","812569.9864011704","812569.9864011704","0.0074745251404249174"
"38","71","845961.5150229934","845961.5150229934","0.006750816179843966"
"38","66","787290.356602949","787290.356602949","0.009603190881890569"
"38","62","881751.1009916569","881751.1009916569","0.006792519403592984"
"38","52","868388.7206199762","868388.7206199762","0.012515087194247564"
"38","40","846111.9891007332","846111.9891007332","0.004836143692976804"
"38","73","695974.4576491287","695974.4576491287","0.01850098576533915"
"38","65","669412.8893291483","669412.8893291483","0.01842266771392792"
"38","47","631538.8923098875","631538.8923098875","0.022626199773134716"
"38","46","594160.0407297681","594160.0407297681","0.02761043263185482"
"38","44","812614.9004294712","812614.9004294712","0.005972670357153889"
"37","92","857535.8278229531","857535.8278229531","0.006348063376873594"
"37","96","803798.4794710662","803798.4794710662","0.006910745677380914"
"37","85","871247.2799383639","871247.2799383639","0.006012281590895063"
"37","83","890326.2625015606","890326.2625015606","0.004883625412317674"
"37","81","782437.3214513722","782437.3214513722","0.009289976788969504"
"37","80","829269.2542232575","829269.2542232575","0.005377638895802194"
"37","89","702370.2191864334","702370.2191864334","0.014895653378245863"
"37","70","817791.0197599374","817791.0197599374","0.005781005595125412"
"37","67","791383.1873372078","791383.1873372078","0.009980233664823781"
"37","68","725789.8393474508","725789.8393474508","0.010322316279875168"
"37","50","498430.3510020228","498430.3510020228","0.045216191946459844"
"37","38","792548.4510110402","792548.4510110402","0.006777712148287983"
"37","57","711997.4275234422","711997.4275234422","0.015762543845057084"
"37","42","889897.2610925371","889897.2610925371","0.005981408392829292"
"37","41","827050.8998241881","827050.8998241881","0.006049638870509572"
"37","99","854629.1537269234","854629.1537269234","0.00466537883095948"
"37","95","755150.0460835565","755150.0460835565","0.008732227743007514"
"37","94","820324.7108310205","820324.7108310205","0.005791161800409869"
"37","91","772922.9017178864","772922.9017178864","0.008115655186876602"
"37","90","790912.288752677","790912.288752677","0.006970385564037409"
"37","87","793437.012496895","793437.012496895","0.008662790002709165"
"37","69","475651.0943958808","475651.0943958808","0.04992475443953124"
"37","61","485562.02858131233","485562.02858131233","0.0470728744776449"
"37","60","457566.3695028287","457566.3695028287","0.055950922635684006"
"37","59","427574.41469292715","427574.41469292715","0.06759029243289362"
"37","58","434355.0621323519","434355.0621323519","0.06499883362507106"
"37","56","359551.3315230519","359551.3315230519","0.10413966345975521"
"37","64","317457.9713914892","317457.9713914892","0.13527980982942367"
"37","86","759662.209998627","759662.209998627","0.013115486588599835"
"37","84","690383.4447609517","690383.4447609517","0.015080420932709827"
"37","82","747731.0746518417","747731.0746518417","0.014660299208166621"
"37","79","668314.6283749879","668314.6283749879","0.017207818272179137"
"37","77","662450.1315570844","662450.1315570844","0.015660694124285716"
"37","72","629216.8700853455","629216.8700853455","0.02007218877974439"
"37","88","408701.7324406629","408701.7324406629","0.07612582166551653"
"37","71","603337.7975893758","603337.7975893758","0.02680918734690766"
"37","74","551439.9999999988","551439.9999999988","0.03231585868834853"
"37","66","583815.8916130997","583815.8916130997","0.026720261231912956"
"37","55","306164.9882008059","306164.9882008059","0.14578578383288976"
"37","54","277431.0799099474","277431.0799099474","0.17543099012401747"
"37","51","300328.3975917025","300328.3975917025","0.1512473597364204"
"37","53","255801.27071615533","255801.27071615533","0.19951012961790576"
"37","62","230185.4435015381","230185.4435015381","0.23445859277146291"
"37","52","237542.9967395372","237542.9967395372","0.2257948517402985"
"37","48","227079.88131932737","227079.88131932737","0.23909194680982226"
"37","49","217247.2526868863","217247.2526868863","0.25529992139777896"
"37","40","4324.176222126013","4324.176222126013","0.9731197844772465"
"37","73","529941.9590860861","529941.9590860861","0.03609422201072055"
"37","65","597778.6233213755","597778.6233213755","0.023245055394829735"
"37","47","211651.24993724906","211651.24993724906","0.26350417543991683"
"37","46","205221.43552757805","205221.43552757805","0.2770025548870363"
"37","44","27768.480332924235","27768.480332924235","0.8425296089451284"
"42","108","878936.0543862091","878936.0543862091","0.005454773336368359"
"42","111","859837.1697594825","859837.1697594825","0.007296938619745255"
"42","101","821981.2168170252","821981.2168170252","0.008526658028324745"
"42","100","890251.8120172501","890251.8120172501","0.0050744755270164445"
"42","102","739374.4710226327","739374.4710226327","0.017415232653469927"
"42","97","767337.1493678628","767337.1493678628","0.012112369782576501"
"42","103","818227.1760947554","818227.1760947554","0.008178426955646023"
"42","92","822040.1221351655","822040.1221351655","0.008132303419223394"
"42","93","671744.7766079007","671744.7766079007","0.025081476372442776"
"42","96","777083.1883395743","777083.1883395743","0.00912991949790414"
"42","85","718289.3810296783","718289.3810296783","0.01601047398446787"
"42","83","673392.3436600675","673392.3436600675","0.020653698259514183"
"42","81","733471.2602413255","733471.2602413255","0.015961695596199435"
"42","80","670744.5335595353","670744.5335595353","0.01831850369300141"
"42","89","725722.0959155086","725722.0959155086","0.011183802336381617"
"42","70","602396.4784923621","602396.4784923621","0.031127663588550538"
"42","67","599807.2527904267","599807.2527904267","0.028643068108615187"
"42","110","882987.3666140401","882987.3666140401","0.006671545315083645"
"42","105","802801.3000114022","802801.3000114022","0.010339931220932855"
"42","104","839607.8530480746","839607.8530480746","0.006369734357914669"
"42","106","803935.599410797","803935.599410797","0.009081395012192784"
"42","98","893742.2429873155","893742.2429873155","0.009924216882985113"
"42","76","716697.7270788561","716697.7270788561","0.010995660519766644"
"42","75","702692.1402719675","702692.1402719675","0.01201018011650238"
"42","78","579739.3566077767","579739.3566077767","0.02706673069532437"
"42","63","243260.68835716115","243260.68835716115","0.21889656660195492"
"42","43","208952.64343865085","208952.64343865085","0.27682226805457266"
"42","68","584161.1630363653","584161.1630363653","0.036600784052452415"
"42","50","250007.18469676015","250007.18469676015","0.2201832041044091"
"42","57","119222.84219058012","119222.84219058012","0.4717701291353658"
"42","45","294299.89126739366","294299.89126739366","0.18551414585284295"
"42","90","844399.3199902509","844399.3199902509","0.005924025651290903"
"42","87","810740.7650414516","810740.7650414516","0.007323659669990103"
"42","86","850465.3611405924","850465.3611405924","0.010257509448952271"
"42","84","890248.829541493","890248.829541493","0.006497678554154306"
"42","82","797251.3518959992","797251.3518959992","0.007031902127031465"
"42","79","869198.7666811304","869198.7666811304","0.004416618773699115"
"42","77","808516.5181367652","808516.5181367652","0.006475851295409207"
"42","72","839187.4529567268","839187.4529567268","0.006523316769628369"
"42","71","877019.3423180578","877019.3423180578","0.005074818127203172"
"42","66","818273.4081589103","818273.4081589103","0.007348297655065729"
"42","73","729932.8538982192","729932.8538982192","0.014559818645785495"
"42","65","695161.8726598854","695161.8726598854","0.013224084026618258"
"42","47","715117.9116761092","715117.9116761092","0.03346920908213047"
"42","46","680190.3172642194","680190.3172642194","0.019005647060163923"
"43","101","880507.5400585716","880507.5400585716","0.009829123818521282"
"43","102","756580.3844271922","756580.3844271922","0.010575449543939342"
"43","97","845760.0912788436","845760.0912788436","0.007073175851392289"
"43","93","741373.9170620978","741373.9170620978","0.016035628137979027"
"43","85","830291.7822669318","830291.7822669318","0.007687698547417403"
"43","83","772840.893651467","772840.893651467","0.016674327610667845"
"43","81","868841.421031478","868841.421031478","0.006849856265840873"
"43","80","787161.2173500409","787161.2173500409","0.00918201680721745"
"43","89","879091.4221513019","879091.4221513019","0.00999496699125536"
"43","70","721561.7290294702","721561.7290294702","0.01915933863160294"
"43","67","728491.607638687","728491.607638687","0.01791308298037858"
"43","110","836678.8521290575","836678.8521290575","0.005132326319625935"
"43","105","824025.2892357111","824025.2892357111","0.01595078656160797"
"43","104","800658.0943199147","800658.0943199147","0.008461649364083383"
"43","106","779330.4413405121","779330.4413405121","0.009697806839354414"
"43","98","759399.4288251724","759399.4288251724","0.011289143659111787"
"43","76","573874.3229139972","573874.3229139972","0.036339231910992344"
"43","75","565037.0349808928","565037.0349808928","0.03842025002022401"
"43","78","506299.99999999907","506299.99999999907","0.04115674585601047"
"43","63","117608.66677247874","117608.66677247874","0.4765932097642503"
"43","68","729942.1561329355","729942.1561329355","0.015701092160535023"
"43","50","484723.1986402134","484723.1986402134","0.05150747388981335"
"43","57","356682.5927908451","356682.5927908451","0.10565485549111785"
"43","45","285811.60298350314","285811.60298350314","0.1677822793337524"
"43","65","866865.7061506115","866865.7061506115","0.016737881309352328"
"47","108","797738.1325347294","797738.1325347294","0.006559652744932632"
"47","101","855181.4565926915","855181.4565926915","0.00456750847745234"
"47","100","758587.3371603284","758587.3371603284","0.008395031654447504"
"47","102","842012.8542961788","842012.8542961788","0.00496268874442442"
"47","97","773159.1518568464","773159.1518568464","0.008535461379202016"
"47","103","735006.2935784959","735006.2935784959","0.009739913018495736"
"47","92","656793.6836632934","656793.6836632934","0.01594389948457045"
"47","93","767787.7444320132","767787.7444320132","0.007922170213527053"
"47","96","600617.513314421","600617.513314421","0.022715813588632384"
"47","85","656094.913941572","656094.913941572","0.020176775917345596"
"47","83","671203.7663779894","671203.7663779894","0.015649168803619412"
"47","81","573817.5780681511","573817.5780681511","0.028961830776680887"
"47","80","611854.3729516026","611854.3729516026","0.022746206684751274"
"47","89","497018.1377978063","497018.1377978063","0.04363571638097456"
"47","70","594745.0721948011","594745.0721948011","0.026051953974517483"
"47","67","568395.2586888802","568395.2586888802","0.031452532635306105"
"47","68","502668.25203109777","502668.25203109777","0.042109472631658776"
"47","50","332467.5773665756","332467.5773665756","0.12307140289247018"
"47","57","557804.8006247344","557804.8006247344","0.03215394434056512"
"47","113","877079.5596751737","877079.5596751737","0.003978800993971525"
"47","112","743674.402746254","743674.402746254","0.009222180455645872"
"47","99","670377.8081798339","670377.8081798339","0.014635910301681017"
"47","95","619848.487374131","619848.487374131","0.020488805778073806"
"47","94","638643.8444861097","638643.8444861097","0.017875741138330594"
"47","91","598295.6313562705","598295.6313562705","0.027368322714070234"
"47","90","600311.3625444705","600311.3625444705","0.022759678313228296"
"47","87","596305.9618182587","596305.9618182587","0.023341429204619277"
"47","69","463415.07323348837","463415.07323348837","0.05392640603769445"
"47","61","496803.9396985489","496803.9396985489","0.043694652783497906"
"47","60","447258.02172795","447258.02172795","0.05970592779908081"
"47","59","425083.0080113759","425083.0080113759","0.06865977872650333"
"47","58","454019.8551825674","454019.8551825674","0.057215378117156115"
"47","56","411786.9858312665","411786.9858312665","0.07661924292668089"
"47","64","321660.07725547743","321660.07725547743","0.13358530342094377"
"47","86","573173.4903151041","573173.4903151041","0.027004280242745142"
"47","84","522720.80817583564","522720.80817583564","0.037111050572980926"
"47","82","551133.1045219465","551133.1045219465","0.031027667349537266"
"47","79","496178.78713221796","496178.78713221796","0.04386711849930647"
"47","77","477922.8072607533","477922.8072607533","0.049215180865913956"
"47","72","453940.6222183681","453940.6222183681","0.057243951382377506"
"47","88","326776.6523177559","326776.6523177559","0.12989563019892164"
"47","71","446519.99999999907","446519.99999999907","0.06124027328399579"
"47","74","457605.0078397297","457605.0078397297","0.0616217610103347"
"47","66","413519.1086273998","413519.1086273998","0.073849674689975"
"47","55","350864.2166137774","350864.2166137774","0.11276237895028829"
"47","54","287369.3541420166","287369.3541420166","0.16781225242698594"
"47","51","358106.52060525195","358106.52060525195","0.10773198884317148"
"47","53","294560.7658871083","294560.7658871083","0.16111061334513038"
"47","62","239585.1800508534","239585.1800508534","0.22677311894277613"
"47","52","228677.60450030924","228677.60450030924","0.24290790069415127"
"47","48","270599.2712480945","270599.2712480945","0.19313957456760328"
"47","49","279555.60681195406","279555.60681195406","0.176577864950683"
"47","73","340413.72769029095","340413.72769029095","0.11706078376260481"
"47","65","391278.83050326083","391278.83050326083","0.08495953750034226"
"41","108","891673.1387677868","891673.1387677868","0.004682762231973438"
"41","111","886116.1066135728","886116.1066135728","0.006868606694267969"
"41","101","843813.8698196403","843813.8698196403","0.005269682991040521"
"41","102","769602.5551542805","769602.5551542805","0.009127062108794784"
"41","97","784733.1724860353","784733.1724860353","0.007497010945705097"
"41","103","828168.9375966701","828168.9375966701","0.00698698821348057"
"41","92","824654.3021775836","824654.3021775836","0.008218603435820551"
"41","93","693547.4172686379","693547.4172686379","0.015503896994485648"
"41","96","776129.6103100292","776129.6103100292","0.008999296284470467"
"41","85","725885.6904499482","725885.6904499482","0.012356984443511958"
"41","83","685743.6235212093","685743.6235212093","0.01777374858238131"
"41","81","732537.1826740251","732537.1826740251","0.013193871810381256"
"41","80","677217.8039596996","677217.8039596996","0.018711856348470966"
"41","89","716724.8588544969","716724.8588544969","0.01450684716316939"
"41","70","609216.837587405","609216.837587405","0.03089165006762879"
"41","67","603676.8466654975","603676.8466654975","0.028718937996040042"
"41","105","835730.5005801792","835730.5005801792","0.0051630883281488646"
"41","104","886985.7512384271","886985.7512384271","0.014770774672373598"
"41","106","847094.974840482","847094.974840482","0.005099998640244454"
"41","76","777518.3725803513","777518.3725803513","0.007451007127733823"
"41","75","763324.962581467","763324.962581467","0.00814811556935268"
"41","78","636652.9409340685","636652.9409340685","0.0182562571993057"
"41","63","304507.4718295099","304507.4718295099","0.14678233481748942"
"41","43","260400.17281100238","260400.17281100238","0.1938114488908729"
"41","68","581673.1704316427","581673.1704316427","0.0345432096314121"
"41","50","193651.1554316162","193651.1554316162","0.3037692784545564"
"41","57","56083.0420002339","56083.0420002339","0.7052419547219487"
"41","42","34085.18739863403","34085.18739863403","0.8091608889201714"
"41","45","282292.23510397837","282292.23510397837","0.1768021531038906"
"41","94","893312.6387217396","893312.6387217396","0.00427653062651963"
"41","90","839528.816658486","839528.816658486","0.006001756171340476"
"41","87","807624.4105399477","807624.4105399477","0.007441040921499095"
"41","86","842012.1987833655","842012.1987833655","0.013022023278527518"
"41","84","873986.5223789198","873986.5223789198","0.004851430638185984"
"41","82","789717.7040563279","789717.7040563279","0.010803169076928762"
"41","79","852074.0287674528","852074.0287674528","0.008019589277899836"
"41","77","795211.7064656419","795211.7064656419","0.007862972993872829"
"41","72","819607.3975386011","819607.3975386011","0.006533761762158159"
"41","71","854709.1641605338","854709.1641605338","0.004581121969162292"
"41","66","795878.6543186081","795878.6543186081","0.006636965573441252"
"41","52","895113.2676929769","895113.2676929769","0.019713043687899043"
"41","73","705419.367539621","705419.367539621","0.013327140952802017"
"41","65","675807.3069300144","675807.3069300144","0.01592364598228472"
"41","47","660390.5368795041","660390.5368795041","0.02058348842243979"
"41","46","623908.3609793987","623908.3609793987","0.01961506340730568"
"41","44","845339.3494331134","845339.3494331134","0.005385288437863256"
"45","76","873696.05424312","873696.05424312","0.004064542243697718"
"45","75","866230.622871298","866230.622871298","0.005509385230265845"
"45","78","809871.2929842601","809871.2929842601","0.006824600393668479"
"45","63","420495.772630355","420495.772630355","0.07067340151544921"
"45","50","499073.5817492241","499073.5817492241","0.04349890674282369"
"45","57","286804.2553728934","286804.2553728934","0.17735194785506994"
"44","100","892795.5432236416","892795.5432236416","0.003603655661262558"
"44","103","885968.881225519","885968.881225519","0.0037620570530793674"
"44","92","798007.6754016831","798007.6754016831","0.010001776415337688"
"44","96","746779.2016386092","746779.2016386092","0.009374603520029366"
"44","85","823808.0927012056","823808.0927012056","0.00556591858359253"
"44","83","847228.5436645759","847228.5436645759","0.007152740615756046"
"44","81","729922.475335565","729922.475335565","0.010056981242889118"
"44","80","784659.9121275396","784659.9121275396","0.0071231351148026995"
"44","89","648445.316429997","648445.316429997","0.01965217335536941"
"44","70","780744.0139379863","780744.0139379863","0.007301087806982239"
"44","67","754287.7169886825","754287.7169886825","0.01223726672556455"
"44","68","687623.7247943085","687623.7247943085","0.013128766893811749"
"44","50","514498.1963039323","514498.1963039323","0.04313255808356355"
"44","57","734313.6128385469","734313.6128385469","0.012052832969701022"
"44","112","818223.3729245317","818223.3729245317","0.010724647949627953"
"44","99","785356.7976404087","785356.7976404087","0.007091923791497759"
"44","95","668910.6568892427","668910.6568892427","0.014771846929276276"
"44","94","750199.7560650082","750199.7560650082","0.008850668958375224"
"44","91","700311.4270094399","700311.4270094399","0.012119991369681768"
"44","90","725858.0911583189","725858.0911583189","0.010317877836030203"
"44","87","732481.3305470648","732481.3305470648","0.00989612070914114"
"44","69","377125.02926748246","377125.02926748246","0.09288507714518102"
"44","61","388127.94758945087","388127.94758945087","0.08666324770390975"
"44","60","359039.4435156109","359039.4435156109","0.10409733638675603"
"44","59","329122.7327305113","329122.7327305113","0.12569290811706463"
"44","58","337189.78943615657","337189.78943615657","0.11946320832959026"
"44","56","265244.6909930523","265244.6909930523","0.19057266432770886"
"44","64","218966.61777540384","218966.61777540384","0.25163323445917024"
"44","86","692906.6422686381","692906.6422686381","0.012698911994562297"
"44","84","615946.500598874","615946.500598874","0.025065792761150285"
"44","82","686904.0471565141","686904.0471565141","0.01318844016442703"
"44","79","596577.0613256921","596577.0613256921","0.023301589321892618"
"44","77","596557.3397419555","596557.3397419555","0.023304485245446607"
"44","72","559513.797863823","559513.797863823","0.029431623341324403"
"44","88","316646.17114375404","316646.17114375404","0.1373613906804565"
"44","71","526564.3816286846","526564.3816286846","0.03622303088757456"
"44","74","458390.5797461365","458390.5797461365","0.05740201945388245"
"44","66","513339.3572482038","513339.3572482038","0.039371038306484904"
"44","55","209498.35249948825","209498.35249948825","0.26710326618751307"
"44","54","179090.2096709919","179090.2096709919","0.32600894185676343"
"44","51","205762.51577972097","205762.51577972097","0.2734656769231989"
"44","53","157650.97272138833","157650.97272138833","0.37031100737324224"
"44","62","132665.06133869587","132665.06133869587","0.43473876251814975"
"44","52","142739.99999999977","142739.99999999977","0.4112030085281779"
"44","48","128687.03742024659","128687.03742024659","0.44445764311048186"
"44","49","120153.92669405337","120153.92669405337","0.4690103208327137"
"44","73","469069.0460902311","469069.0460902311","0.05203896015741051"
"44","65","547067.2577480755","547067.2577480755","0.03440956568182686"
"44","47","194040.9619126846","194040.9619126846","0.2944289127604866"
"44","46","197192.08604809653","197192.08604809653","0.29397429234489575"
"48","108","876033.3959958364","876033.3959958364","0.004005116813715574"
"48","100","821419.2069826454","821419.2069826454","0.005650337127210959"
"48","97","873210.2912815437","873210.2912815437","0.004077002691866888"
"48","103","826701.1890641009","826701.1890641009","0.0054653690958868986"
"48","92","734311.3789803332","734311.3789803332","0.009782656559801556"
"48","96","688338.9682416642","688338.9682416642","0.01662240380559704"
"48","85","778443.2724354414","778443.2724354414","0.01043170893678835"
"48","83","809414.4443979232","809414.4443979232","0.00630597828743456"
"48","81","679245.1209983028","679245.1209983028","0.013840542996392662"
"48","80","745224.6306315961","745224.6306315961","0.009132532073090345"
"48","89","597912.0059005332","597912.0059005332","0.02310639993228586"
"48","70","754821.2310872019","754821.2310872019","0.008596641196999658"
"48","67","729021.0230164828","729021.0230164828","0.010574999510332637"
"48","68","655591.3679266982","655591.3679266982","0.016770984674789283"
"48","50","617184.6651529828","617184.6651529828","0.02046397641439738"
"48","57","842479.8932318795","842479.8932318795","0.005347884962146115"
"48","113","867998.065954065","867998.065954065","0.005697533387481321"
"48","112","715874.4876023995","715874.4876023995","0.010987828535196437"
"48","99","705067.0379474554","705067.0379474554","0.011762183025078256"
"48","95","558699.0947728471","558699.0947728471","0.0295831055423357"
"48","94","665192.2330424481","665192.2330424481","0.015122053578622105"
"48","91","615623.0707990066","615623.0707990066","0.02066633868449339"
"48","90","654273.5202497492","654273.5202497492","0.017424088628080987"
"48","87","667866.0174765586","667866.0174765586","0.014869405216009584"
"48","109","812751.8037506883","812751.8037506883","0.005967520110934329"
"48","69","236502.80336604847","236502.80336604847","0.22530863555018957"
"48","61","247715.94215956266","247715.94215956266","0.2111522471864298"
"48","60","218440.15587798823","218440.15587798823","0.25246939233946425"
"48","59","188175.47794545343","188175.47794545343","0.3055147283776633"
"48","58","197483.81300754714","197483.81300754714","0.2897762427484023"
"48","56","133598.80238984167","133598.80238984167","0.43091207546375"
"48","64","80660.57277257559","80660.57277257559","0.6015356163766196"
"48","86","619015.1294596918","619015.1294596918","0.02022929331395358"
"48","84","530118.3882869929","530118.3882869929","0.035420832355600236"
"48","82","623621.3222781908","623621.3222781908","0.019650573823955964"
"48","79","515430.44390101667","515430.44390101667","0.03885566307349215"
"48","77","527333.1068688929","527333.1068688929","0.036539244593007565"
"48","72","483831.34995574574","483831.34995574574","0.04741650645140089"
"48","88","203674.75371287388","203674.75371287388","0.27973824127602254"
