"Id","Area","Perim","Capacity","BC_d110000_p0.5_beta0_Clunulatus","BC_d110000_p0.5_beta1_Clunulatus","CCe_Clunulatus","comp_Clunulatus","BC_d110000_p0.5_beta0_Cvroliki","BC_d110000_p0.5_beta0_Daruanus","BC_d110000_p0.5_beta0_Pcoelestis","BC_d110000_p0.5_beta0_Cauriga","BC_d110000_p0.5_beta0_Ajaponicus","BC_d110000_p0.5_beta0_Cstriatus","BC_d110000_p0.5_beta0_Lkasmira","BC_d110000_p0.5_beta0_Nplicata"
"44","8.972123999999975E8","213039.99999999953","8.972123999999975E8","0.07521690230234195","1.8639674556501952E16","816237.2399942843","1.0","0.4388959271747635","0.2030514275952987","0.08860980071927016","0.01248443356368382","0.008139476138871195","0.011623175818693328","0.01188098326878054","0.0"
"45","1.1265967999999983E9","170599.99999999988","1.1265967999999983E9","0.07555143631215393","5.9905930892547184E16","990433.7594187664","1.0","0.16797643538584894","0.23155073290412048","0.0","0.0027098393186184054","0.004811113516901592","0.006818247657950108","0.0070136134064350325","0.0"
"46","8.522066E8","129960.0","8.522066E8","0.17965465730910063","1.17258553672296704E17","740529.3105549485","1.0","0.25919483812261207","0.29328524502245046","0.10055258020337102","0.1695720210256882","0.06303578520190323","0.09354396202126636","0.08701404552632763","0.0"
"47","2.61324E7","38260.0","2.61324E7","0.20654479614387233","2.86384580868327424E17","751126.6649483681","1.0","0.47661795419649455","0.6644425915210894","0.23149969797742917","0.055155718761058285","0.0034521785782991605","0.007113968941883729","0.007113968941883729","0.0"
"48","1.01626E8","45760.0","1.01626E8","0.05862183497542869","4.442544985189751E14","825238.6140220877","1.0","0.06463445057304192","2.869202368323261E-4","0.0","0.0047279791093030625","0.003547714037597925","0.0034210971060966264","0.003416920920840049","0.0"
"49","2.25029E8","70160.0","2.25029E8","0.12398806443729293","8.273422669142048E15","830751.0849655749","1.0","0.07810033991850042","0.12933966971597013","0.07026838002464221","0.015860339990563244","0.0041951364341797715","0.0020395872536422793","0.002039587253642279","0.0"
"50","7.359174199999974E9","567079.9999999991","7.359174199999974E9","0.29504907821774734","6.5069695276749901E17","707343.5883601259","1.0","0.6590832557906331","1.5148426556117118","0.15555733801837948","0.11942970424855343","0.029479146305978938","0.043951412167540546","0.041148029594246606","0.0"
"51","1.06707299999999E9","264139.99999999953","1.06707299999999E9","0.012745985987838795","8.732163835433572E14","864062.5519303888","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"52","1.030778E8","45760.0","1.030778E8","0.08961049759514145","1.54599250459384544E17","797902.1179893366","1.0","0.2671156166684803","0.5530711917109962","0.07556028454184269","0.03416737987800096","0.010770419659135734","0.00478396429117499","0.005391326244308111","0.0"
"53","6.31533E8","160960.0","6.31533E8","0.013446352977062325","9.4914335554798336E16","828800.1112982384","1.0","0.0","0.0","0.0","0.003091742233479723","0.0","0.0","0.0","0.0"
"54","1.393728E8","53080.0","1.393728E8","0.04844282609367601","5.3749592624984384E16","816624.1266067112","1.0","0.06578901205636783","0.31140630652428675","0.015648288941098834","0.025601405421039333","0.001847740174941316","0.003405933395313697","0.0034059401915544772","0.0"
"55","4.094076E8","110380.0","4.094076E8","0.0","0.0","856474.5933202434","1.0","0.03543232917228642","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"56","4.28281E8","115800.0","4.28281E8","0.0","0.0","888234.6607409384","1.0","0.09387771741512645","0.0","0.05389296124007384","0.0","0.001797711201881525","8.391115286867912E-4","0.0026368227305683164","0.0"
"57","4.2029609999999876E9","559299.9999999995","4.2029609999999876E9","0.43672980503448955","8.431700019296576E17","768432.8361616567","1.0","1.2663454529017002","0.3520707730481962","0.20322139676011716","0.09387002508972193","0.019781850207050627","0.024851330920423832","0.024087806373091096","0.0"
"58","4.471544E8","125380.0","4.471544E8","0.0","0.0","885071.8099341714","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"59","3.005226E8","89140.0","3.005226E8","0.03379642695024439","5.5256695475872944E16","868141.0572724757","1.0","0.0","0.1705539854236592","0.021844846540310645","0.0029888050345080364","8.559195890008983E-4","0.0034584886898782366","0.0034332975148541546","0.0"
"60","1.611498E8","55460.0","1.611498E8","0.07498332916710704","1.5652064609643088E16","875002.5266198729","1.0","0.11384679929548322","0.0","0.13914537928845425","0.0065877979004899355","1.3992665599973044E-4","0.0025299381215306053","0.00119324705698968","0.0"
"61","2.163182E8","67660.0","2.163182E8","0.04143167581668605","7.413121238324264E15","914365.5868089908","1.0","0.0","0.0","0.030106070314627455","5.555252829785198E-4","5.58400769924145E-4","5.58400769924145E-4","5.58400769924145E-4","0.0"
"62","9.088267999999993E8","202199.99999999953","9.088267999999993E8","0.15038032390441555","2.5979453186209148E16","796787.5263130111","1.0","0.0","0.6817183836050792","0.027839505454491237","0.010550358183828473","0.004115093271393226","0.0026283032970541758","0.00175594129223473","0.0"
"63","5.296166399999987E9","951899.9999999981","5.296166399999987E9","0.16284820613295253","1.85581429361726144E17","861236.6379281563","1.0","0.4372810343466354","0.49550925642503707","0.06696487492826772","0.009074185976029572","0.0","0.0022750290376700125","0.0022750290376700125","0.0"
"64","1.713124E8","60160.0","1.713124E8","0.2020697311054988","3.1179349806142854E17","826741.6631157518","1.0","0.21082502646436818","0.9766796630538229","0.10565249893875259","0.025081918639371224","2.6601600514658855E-4","0.0032986853757342766","0.0011049962784627292","0.0"
"65","1.2979091999999962E9","188039.99999999953","1.2979091999999962E9","0.6868479273198705","5.4990762379634195E17","676815.71576711","1.0","1.1059497769796123","1.9126742146749294","0.35396207539915736","0.03267217396853734","0.014523886585268717","0.028420328390214862","0.024674063755404162","0.0"
"66","8.231706E8","134480.0","8.231706E8","0.30581599102114126","8.8258301922615456E16","706215.328432982","1.0","0.7949594587001068","0.6407309335729147","0.09681647173820104","0.004932956843580237","0.0018604107715065523","0.004333882224755819","0.003447887385104254","0.0"
"67","3.658536E8","84320.0","3.658536E8","0.2294161763124847","1.16989189086407603E18","709227.6867685424","1.0","0.04645337372730281","0.16974324559062037","0.21829623104989038","0.04951711056178071","0.016552262436331327","0.0228133658712226","0.022751735889663848","0.0"
"68","3.285423399999996E9","457719.99999999977","3.285423399999996E9","0.5617340895378559","5.6169282155287795E17","664711.3878577896","1.0","1.1688790051751223","0.2304980695253877","0.20842343412829267","0.030852395137041518","0.016839823334227396","0.013484318461973212","0.015689973228049048","0.0"
"69","7.229964E8","189880.0","7.229964E8","0.11958971884498526","1.3107609320587928E16","881885.0774056185","1.0","0.0","0.0","0.02099945817831565","0.0","0.0","0.0","0.0","0.0"
"70","4.398954E8","96280.0","4.398954E8","0.4640904196261636","9.3205483477877427E17","716518.130249113","1.0","0.4621706580696185","0.18720426524579842","0.17772643530493104","0.026542420290702338","0.010209994191537905","0.013727039662501918","0.012641895463983392","0.0"
"71","8.173634E8","136920.0","8.173634E8","0.09544582617558373","1.00305271667054176E17","725103.4087843039","1.0","0.3241450057485652","0.4251326966209932","0.007911774438675157","0.007859228417254184","0.0024122352426759726","0.0032339553700527473","0.0032339553700527464","0.0"
"72","3.687572E8","86700.0","3.687572E8","0.25984502262510967","1.80121091098350368E17","715414.7583026825","1.0","0.7648897829229465","0.8753758067626833","0.1428368354992666","0.02735209015867189","0.006216842912810042","0.009660643446682812","0.007875595718016947","0.0"
"73","9.802553599999977E9","697239.9999999991","9.802553599999977E9","0.2874196663787038","3.3122908266290234E17","635984.5212374673","1.0","1.1636764645693016","1.59291337461182","0.21432532319534212","0.014148490021328168","0.00846178645032185","0.01031110965266016","0.009192555635967029","0.0"
"74","7.941345999999971E8","193819.99999999953","7.941345999999971E8","0.11403043663387935","1.5103196802231732E16","809123.900103402","1.0","0.32463307033270905","0.3024898756463107","0.0511017597078994","0.01849313078515468","2.575163076884268E-5","2.575163076884268E-5","2.575163076884268E-5","0.0"
"75","1.684088E8","60160.0","1.684088E8","0.05267528645840768","3.1405989146973372E16","1147522.8111343842","1.0","0.03191401616312339","0.044078375948934025","0.0627985973238924","0.0029679837062002896","7.303511174964182E-4","0.0030470864753387493","0.0014484659730427962","0.0"
"76","3.542392E8","88960.0","3.542392E8","0.011467428218668184","2.1435812575555252E15","1165543.50578173","1.0","0.0","0.0","0.013103280654156644","0.006660536784008927","0.0","0.001377396992598338","0.0","0.0"
"77","1.3037163999999948E9","194999.99999999953","1.3037163999999948E9","0.1763419147777106","1.69064657968412448E17","698167.4119902044","1.0","0.7445040654763685","0.7946436684836322","0.10221713145724877","0.012035368052577008","0.004149240120191896","0.00355402989628916","0.00355402989628916","0.0"
"78","1.713124E8","60280.0","1.713124E8","0.25769682000159577","6.8107593378765619E17","989627.0247756123","1.0","0.3622662106791509","0.28847220190835937","0.18067101229467447","0.03740023272493113","0.007642402471383891","0.010749864247288441","0.010749864247288443","0.0"
"79","4.819976E8","103600.0","4.819976E8","0.2536015603760457","1.77755347806874272E17","725303.3214383922","1.0","0.6796061154784411","0.6415292976972635","0.13309396295776874","0.033287524516572485","0.0039554644218964055","0.0056704822511417395","0.0046921054257806506","0.0"
"80","7.171892E8","129780.0","7.171892E8","0.15364406059445154","1.19051392039066096E17","716102.6655854012","1.0","0.024031915300961902","0.08490054048829845","0.05420378164753977","0.02446851946649815","0.001271962366679728","0.0012719623666797282","0.001271962366679728","0.0"
"81","3.905342E8","84320.0","3.905342E8","0.1448438257549849","3.3536648535907181E17","709122.1412612257","1.0","0.07974360203651423","0.09179412012579566","0.16210734807794222","0.024691935254139433","0.004386783439075555","0.001994558966360761","0.0019945589663607605","0.0"
"82","3.644018E8","86760.0","3.644018E8","0.15276973647951253","2.65290909473922816E17","713121.1230157071","1.0","0.0735636716598642","0.20014808027943853","0.11705585530501308","0.03362052059547972","0.005646768799434866","0.002592534280492147","0.006288648208607398","0.0"
"83","7.128338E8","127400.0","7.128338E8","0.12777919373684665","1.10080299655824909E18","741839.0476504406","1.0","0.35639873472063566","0.11167927855184778","0.11493438239122424","0.04900330923468501","0.007820084576280145","0.01006122795248807","0.00829678665712088","0.0"
"84","7.200928E8","120440.0","7.200928E8","0.19474123221978923","2.1167766226792288E17","733771.726379729","1.0","1.045119964701453","1.4107626452782425","0.06153965358354927","0.025339077937546486","0.002258208913912513","0.004517608251500688","0.004517608251500688","0.0"
"85","4.006968E8","91460.0","4.006968E8","0.12549550056812975","6.5950703698063078E17","735128.7586938003","1.0","0.2260664480694625","0.2670121768319138","0.0965235522171885","0.07043974816485948","0.005502435980180114","0.00781607381012432","0.006953274998857043","0.0"
"86","4.587688E8","91460.0","4.587688E8","0.19932491644086245","2.81783353474239872E17","727994.7283064106","1.0","0.0714108768787447","0.056518235140939156","0.08831192722195202","0.030845980194560012","0.002159837992643094","9.792325552670904E-4","9.792325552670906E-4","0.0"
"87","4.28281E8","93900.0","4.28281E8","0.1386047341925748","1.85390242085161088E17","722997.3986036609","1.0","0.1286345646370286","0.08224042635731209","0.10595689591973978","0.015765212287580432","5.064149645924382E-4","6.933019193360059E-4","6.933019193360059E-4","0.0"
"88","1.0775259599999973E10","1238699.9999999981","1.0775259599999973E10","0.07056962308782389","1.812625532006578E16","647508.7963800215","1.0","0.3131473982376677","0.4290353590129059","0.06993449587715511","0.0080233315868297","0.0","0.0","0.0","0.0"
"89","1.0104527999999921E9","151919.99999999953","1.0104527999999921E9","0.091521603330939","7.957457914649192E16","690284.0191124091","1.0","0.20042930879465673","0.04579132253185637","0.1873043054865434","0.017374546170723114","0.004860951605419957","0.013486476802937573","0.00724013632864083","0.0"
"90","4.805457999999936E8","101039.99999999953","4.805457999999936E8","0.04509165999481716","8.377789873425168E16","730686.8813553547","1.0","0.10535975743482065","0.20782684921085662","0.03949827271311991","0.010733627714971546","0.0016590721258127375","0.001461626114661747","5.101470750791652E-4","0.0"
"91","5.328106E8","105920.0","5.328106E8","0.20520235715509058","1.60292843564238464E17","751759.1689774343","1.0","0.4794860216296422","0.318646767726299","0.10296143495295121","0.01157291669471452","6.361148061283204E-4","6.523009648319478E-4","6.495764516212372E-4","0.0"
"92","5.22648E8","101220.0","5.22648E8","0.08667915149266894","6.74542219367656E16","743630.1617565834","1.0","0.028592311903880858","0.20689095459060627","0.07557944561043768","0.016421560432665943","0.0017252273370118806","0.005561239305865326","0.0038338386335398885","0.0"
"93","8.841461999999925E8","134899.99999999953","8.841461999999925E8","0.17425421365295315","1.23778454201115264E18","802809.7025604943","1.0","0.24477288936140282","1.2298556475991331","0.25213663063024455","0.04190132455297451","0.006744127579511744","0.009445175855278105","0.009445175855278109","0.0"
"94","1.4605108E9","204340.0","1.4605108E9","0.07798211961843983","1.1657423312913808E16","749769.5209772567","1.0","0.25290534326486735","0.09130199280664321","0.00476025711894083","0.0","0.0","0.0","0.0","0.0"
"95","1.6144015999999938E9","399159.99999999907","1.6144015999999938E9","0.13714936178050582","1.16864199879712064E17","785711.9919941764","1.0","0.731618019421045","1.2313761753675105","0.043161944475793704","0.0","0.0","0.0","0.0","0.0"
"96","4.152148E8","98780.0","4.152148E8","0.1358281531206323","2.1182842063622192E17","719275.1673768153","1.0","0.0375592366506619","0.08781647550977703","0.09869690057678021","0.03831464053897702","0.0029061710322605618","0.002822671549198368","0.0028226715491983675","0.0"
"97","2.7918113999999924E9","302999.9999999993","2.7918113999999924E9","0.02062758989327886","6.534319519473738E15","778487.3406004602","1.0","0.025992598183951904","0.0","0.009890850767236463","0.0029669235416734186","6.443627625391493E-4","0.002298627416459944","6.443627625391493E-4","0.0"
"98","2.8019739999999857E8","79619.99999999977","2.8019739999999857E8","0.0","0.0","1271613.9656377663","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"99","6.402438E8","115500.0","6.402438E8","0.11218169081456277","3.9293155673243368E16","766992.200710291","1.0","0.1505589722482601","0.23164145669345432","0.06739300147690752","0.013897932855179249","0.0","0.0023010895974564954","0.002301089597456496","0.0"
"100","1.4648662E9","173220.0","1.4648662E9","0.08954520224503495","1.01683376435076848E17","794652.5898237029","1.0","0.11598466804879311","0.2111860414186045","0.06031445358838906","0.015131160242639686","4.3127719832541304E-4","0.0020183416505533125","0.001171090873526383","0.0"
"101","2.1007546E9","221480.0","2.1007546E9","0.05094540656470622","3.6292977228706886E17","842440.9117887551","1.0","0.10335637878213613","0.3844229984400869","0.03732327050073539","0.011429560015790447","0.001208058541737481","0.001193655603069324","0.0011936556030693241","0.0"
"102","7.311264799999974E9","573019.9999999993","7.311264799999974E9","0.06304562856342996","3.6522878037586832E16","823904.3044653068","1.0","0.36329019197745077","0.6261987304813532","0.026996428251889668","0.008143989475149062","0.0","0.0","0.0","0.0"
"103","4.442508E8","98720.0","4.442508E8","0.07589391216422657","5.6040810836165619E17","775626.9020475746","1.0","0.36878707943898054","0.6973753064704702","0.031144043452364736","0.13275441981028585","0.11469420561565548","0.0010669062100261096","0.11469420561565548","0.11365454417321505"
"104","1.4648662E9","180360.0","1.4648662E9","0.027911623283471743","2.9705665675054944E16","1035549.8913351408","1.0","0.027877150925552624","0.02787474086276498","0.028015719678022855","0.00890721327274752","4.920434992496276E-4","0.0","0.0","0.0"
"105","3.9692211999999933E9","359539.9999999993","3.9692211999999933E9","0.0027527617581394846","6.42451119129383E14","919551.0096179227","1.0","0.17472795725063087","0.17560870667860842","0.0027527617581394846","0.007925471195987185","1.8702599035173913E-4","1.8702599035173913E-4","1.8702599035173913E-4","0.0"
"106","2.8760158E9","296639.9999999999","2.8760158E9","0.05038390964683304","2.791522890211082E16","987249.5514039715","1.0","0.15376572179162878","0.34355199532450126","0.008227621646371391","0.004855432288552963","0.0012900709261957281","0.0012900709261957281","0.0012900709261957281","0.0"
"107","5807200.0","9640.0","5807200.0","0.11087117146967185","2.65052947228338528E17","942608.46922935","1.0","0.2733990458104031","0.3170520167552518","0.00909259437319035","0.011617239762111112","0.0017348112077727822","0.00558249631799771","0.00380216404522856","0.0"
"108","7.270614399999982E9","502879.9999999993","7.270614399999982E9","0.0","0.0","803814.8291817012","1.0","4.4624404732266347E-4","0.015388358240127836","0.0","0.0","4.6771734071533657E-4","6.088747394335715E-4","4.6771734071533657E-4","0.0"
"109","3.222996E8","87180.0","3.222996E8","0.0","0.0","1167763.817823319","1.0","0.0","0.11488225486150369","0.0","0.0","0.0","0.0","0.0","0.0"
"110","3.6817647999999776E9","302879.9999999994","3.6817647999999776E9","0.011387059746935968","1.907055619596442E16","1066768.2175026175","1.0","0.011387059746935968","0.011387059746935968","0.0","0.0","0.0","0.0","0.0","0.0"
