"ID1","ID2","Dist","DistM","BC_d110000_p0.5_beta0_Clunulatus","BC_d110000_p0.5_beta1_Clunulatus"
"8","30","323323.01742993755","323323.01742993755","0.1303714470701413","4.743371965328214E15"
"8","28","283015.95856064325","283015.95856064325","0.17438994598620788","6.300075459076797E15"
"8","26","602405.3805370594","602405.3805370594","0.042923644397141136","8.713142516866775E14"
"8","27","329193.39802006923","329193.39802006923","0.12563695129984082","2.608093224343556E15"
"8","29","190334.88067088445","190334.88067088445","0.3014781214326922","1.8359506946187328E16"
"8","24","550753.6654439982","550753.6654439982","0.06871115832867968","1.5445569959690428E15"
"8","25","211321.01551904387","211321.01551904387","0.2640530771152949","1.7426162325160158E16"
"8","18","129878.506304931","129878.506304931","0.45434323050466396","9.424963929578172E15"
"8","19","134661.4391724669","134661.4391724669","0.4280363125992564","2.402330452288252E16"
"8","13","401985.84054665384","401985.84054665384","0.08168899744998569","1.5088490819254382E15"
"8","15","167602.05845991266","167602.05845991266","0.3586320550277045","2.9339853384221356E16"
"8","14","342019.92763580295","342019.92763580295","0.11942104093653859","1.9641729282545195E15"
"8","12","342719.9999999998","342719.9999999998","0.1189638429451182","1.5010302889063572E15"
"8","16","595563.4039294218","595563.4039294218","0.054149392369405504","1.3136645707754872E16"
"7","50","637260.549539981","637260.549539981","0.10643524312348204","4.2491818169735952E16"
"7","38","583041.2794991437","583041.2794991437","0.025376285747681374","3.9494200639754444E14"
"7","57","509936.5161468622","509936.5161468622","0.04083825392393317","3.2077544866956905E15"
"7","36","563169.4236195702","563169.4236195702","0.028761405068758798","5.351022897413064E14"
"7","11","174573.89524210073","174573.89524210073","0.39126100783926854","5.2013732404758128E16"
"7","41","605496.7220390203","605496.7220390203","0.03683011146229366","6.187703504124089E14"
"7","45","494675.9631314214","494675.9631314214","0.04428450458806422","9.416086691168035E14"
"7","30","432097.7696077586","432097.7696077586","0.06569095083899269","1.47956586121677E15"
"7","28","379866.6014537204","379866.6014537204","0.11018247355238195","2.28310960433258E15"
"7","27","497907.0870152378","497907.0870152378","0.06738271564517813","9.00745556263234E15"
"7","29","279141.9153405661","279141.9153405661","0.17222258155665585","6.483862016606894E15"
"7","25","381313.67310916074","381313.67310916074","0.0971736727993586","3.736132335907099E15"
"7","18","255025.5251930676","255025.5251930676","0.20907398776827402","2.68356595519078E15"
"7","19","287574.53016565973","287574.53016565973","0.16331011883494817","5.673999390602371E15"
"7","13","592588.2365521607","592588.2365521607","0.0238946958328364","1.833227968193456E14"
"7","15","358219.6902739991","358219.6902739991","0.10463644677661718","3.457699346013267E15"
"7","14","532358.4675761246","532358.4675761246","0.03492436191804574","2.363645654037003E14"
"7","12","532334.1737104615","532334.1737104615","0.034929708683382334","1.780183798777985E14"
"7","8","181684.61905180625","181684.61905180625","0.3275449820263681","2.5124643672647256E14"
"7","16","414770.43771223596","414770.43771223596","0.1071660479406261","1.1497761562831148E15"
"9","40","653033.8267655042","653033.8267655042","0.01739075024970829","9.560158295829026E15"
"9","35","612972.9537263442","612972.9537263442","0.024802934861174165","7.263357359186937E15"
"9","37","631712.4339444322","631712.4339444322","0.02104887848069494","2.5677340676661816E16"
"9","16","489280.3016676635","489280.3016676635","0.05384408683927774","4.0093672927875192E16"
"9","31","460742.3819229127","460742.3819229127","0.07110356935111602","2.0308768576013348E16"
"9","23","256172.852777182","256172.852777182","0.19904353027521407","2.1270103798808512E15"
"9","22","254382.58293365873","254382.58293365873","0.21205411624976958","5.317140207940578E15"
"9","21","251517.42146419952","251517.42146419952","0.23315381317253708","1.001022751143796E16"
"9","20","249964.75431548298","249964.75431548298","0.20698428503556643","8.847466122292541E14"
"9","10","88771.75451685069","88771.75451685069","0.5715628485854237","3.6646861418138285E15"
"9","17","24079.775746464085","24079.775746464085","0.8867624644942798","2.7003394069620301E18"
"9","33","40259.999999999534","40259.999999999534","0.7759308542748583","2.7113920461396288E17"
"12","43","648189.2689639332","648189.2689639332","0.017652588860355468","2.4077318986351325E15"
"12","39","551705.5917788026","551705.5917788026","0.03207263237241716","5.632972821296505E15"
"12","34","445812.9420508103","445812.9420508103","0.060252089006466794","8.550809043032547E15"
"12","32","350592.1191356125","350592.1191356125","0.10978850512502573","1.536567404769603E16"
"12","45","373495.21871102916","373495.21871102916","0.09503408935960325","2.8911303125643116E16"
"12","30","382112.2935734985","382112.2935734985","0.10267454873011747","3.2863887858438312E16"
"12","28","386086.84010206774","386086.84010206774","0.1201025835558931","5.2628815654496608E16"
"12","26","303759.0861192463","303759.0861192463","0.14747617026865315","1.2661713847200826E16"
"12","27","216514.57895485885","216514.57895485885","0.27618881731112815","5.8897907246835704E16"
"12","29","362085.7369463753","362085.7369463753","0.10211816913629104","5.5006787347086448E16"
"12","24","229152.0037006","229152.0037006","0.23599038180249546","2.4794515440434116E16"
"12","25","201040.3195878873","201040.3195878873","0.28172524080991285","1.646758563668272E17"
"12","18","320909.3088397404","320909.3088397404","0.1323695000761609","2.4545709936863236E16"
"12","19","232634.26488804255","232634.26488804255","0.23086846767763286","1.14765248752055648E17"
"12","13","50277.00965650201","50277.00965650201","0.7284673796776506","7.9964029147939648E16"
"12","15","126865.06256649221","126865.06256649221","0.44958981223978384","2.12564285685455392E17"
"12","14","1220.0","1220.0","1.0071066307775998","1.00021738983005776E17"
"13","43","625830.1833564743","625830.1833564743","0.027085343731153948","2.0369337400437132E16"
"13","39","524005.8034029765","524005.8034029765","0.039156724510123364","1.0481584032130936E16"
"13","34","408715.5917016125","408715.5917016125","0.0761191737440964","1.6262011037056618E16"
"13","32","301461.67650300026","301461.67650300026","0.1496266751925296","3.152454719789752E16"
"13","45","372490.64041932585","372490.64041932585","0.09563758104415107","4.3798770538570016E16"
"13","30","391885.718673186","391885.718673186","0.08463525505756798","4.1057711652918688E16"
"13","28","404927.6029119275","404927.6029119275","0.09560119172246084","6.6249416374439848E16"
"13","26","236775.61107512697","236775.61107512697","0.22492165065163672","2.9070131234597004E16"
"13","27","214517.97244053893","214517.97244053893","0.31215464243130586","9.1270902629255088E16"
"13","29","392088.77119856374","392088.77119856374","0.08452703327886485","6.8541558407408952E16"
"13","24","158617.57185129228","158617.57185129228","0.3680623470684584","5.8214048143892584E16"
"13","25","224528.09623741935","224528.09623741935","0.2429675397035043","2.13794985607854432E17"
"13","18","363625.48865556694","363625.48865556694","0.10125076028412355","2.8246669984515148E16"
"13","19","274023.4648711674","274023.4648711674","0.17786784051398424","1.33103140137721984E17"
"13","15","180917.02518005308","180917.02518005308","0.3198128408825237","2.27622306900041536E17"
"13","14","30637.31221892672","30637.31221892672","0.824435755091465","1.20178114845775728E17"
"11","57","620600.9742982996","620600.9742982996","0.06499439653020932","1.1284188733448064E17"
"11","30","595688.2731764991","595688.2731764991","0.024653580937506296","2.4518802206204312E16"
"11","28","541885.7636070536","541885.7636070536","0.04122192776981311","3.3119404359095196E16"
"11","29","445130.9597185974","445130.9597185974","0.08126307868080257","1.22430501540452928E17"
"11","25","559469.0214837634","559469.0214837634","0.0316366329518022","5.58924873732326E16"
"11","18","429940.32423116564","429940.32423116564","0.0746951473489649","4.1432754045780504E16"
"11","19","464858.51062446926","464858.51062446926","0.05742550413443416","8.6279895045687008E16"
"11","15","532659.6740884368","532659.6740884368","0.038785533554979115","5.9255964432366984E16"
"11","16","278847.729235868","278847.729235868","0.2506490821551041","1.32895544133415712E17"
"11","17","587462.2872151025","587462.2872151025","0.08388110032823531","1.05945245072330832E17"
"14","43","625091.6697573231","625091.6697573231","0.02816056550894787","1.8385661352312884E16"
"14","36","648534.7454069048","648534.7454069048","0.029843074778424558","9.795327101603318E15"
"14","39","527206.5341021474","527206.5341021474","0.03742653465635535","8.729043866668738E15"
"14","34","419516.1905099721","419516.1905099721","0.07111099484122588","1.3401575654455896E16"
"14","32","323282.16034912836","323282.16034912836","0.1304050160777251","2.4236675629221272E16"
"14","45","356241.5360398048","356241.5360398048","0.10594890493066045","4.2802460083692064E16"
"14","30","368301.8263598479","368301.8263598479","0.09819555830196919","4.2021756188510464E16"
"14","28","374898.5095995977","374898.5095995977","0.11597513569961562","7.1192919410241184E16"
"14","26","278467.4252044568","278467.4252044568","0.172956118037781","1.9719258549916788E16"
"14","27","198139.27551093907","198139.27551093907","0.3167267655797011","7.9250364147288672E16"
"14","29","352336.45695556357","352336.45695556357","0.10858835486965451","7.7674867959854288E16"
"14","24","205513.52680541447","205513.52680541447","0.2738950714039244","3.8214620304522344E16"
"14","25","189966.61812013146","189966.61812013146","0.31685068721618326","2.38417206480723072E17"
"14","18","313768.8399124424","313768.8399124424","0.13846142448087984","3.4095767696741312E16"
"14","19","224921.56232784787","224921.56232784787","0.24236588118991811","1.59993107394164576E17"
"14","15","123175.66683399765","123175.66683399765","0.46016437759932854","2.8891549946005875E17"
"15","43","604036.5833291874","604036.5833291874","0.022231642235413875","1.8761627995588092E16"
"15","38","573256.7676006963","573256.7676006963","0.026990113239337823","3.8968522014988368E16"
"15","57","530819.5479633348","530819.5479633348","0.04790126545118528","3.8353926337223386E17"
"15","36","543991.1860499204","543991.1860499204","0.03673962940041865","6.4671178468108464E16"
"15","42","600541.2641942255","600541.2641942255","0.022726730511607743","2.0854753266664548E16"
"15","41","573642.9751160549","573642.9751160549","0.026924509309479122","5.3177719379030464E16"
"15","39","523924.9156129138","523924.9156129138","0.03820763425135627","4.3510449233277608E16"
"15","34","449996.23998429056","449996.23998429056","0.058684572321079605","5.399995605173452E16"
"15","32","392050.33975243475","392050.33975243475","0.08454750562975213","7.67237651613744E16"
"15","45","294799.2143815848","294799.2143815848","0.15604209108891887","3.0779699446068646E17"
"15","30","275209.3385043461","275209.3385043461","0.17654366065078406","3.6887976875904774E17"
"15","28","259578.57615758618","259578.57615758618","0.19481744327512995","3.5754106464809613E17"
"15","26","391106.3497311181","391106.3497311181","0.08505192679108069","4.7346639909133856E16"
"15","27","173631.2624500549","173631.2624500549","0.33483772317674637","3.9917939426806938E17"
"15","29","214517.97244053896","214517.97244053896","0.2588632903052624","9.0527743203217997E17"
"15","24","332399.1726824839","332399.1726824839","0.12312446315217795","8.3876449001492032E16"
"15","25","92750.54069923259","92750.54069923259","0.5678132903637345","2.20082638207553971E18"
"15","18","152640.7589734799","152640.7589734799","0.38218862266031245","4.5951509992030829E17"
"15","19","73025.5023947114","73025.5023947114","0.6311836747721734","2.03439791952362163E18"
"16","50","532822.1617950954","532822.1617950954","0.05532183392045494","2.9765094213108614E17"
"16","57","593956.2128642136","593956.2128642136","0.11192316059083555","1.64886491843471488E17"
"16","29","591293.0360658744","591293.0360658744","0.0901052379102215","9.1777427243240896E16"
"16","18","610608.7012154344","610608.7012154344","0.0738238309298431","7.3187434209761312E16"
"16","40","586503.5837060151","586503.5837060151","0.03574465293610756","2.0875352876712585E15"
"16","35","567123.9681057387","567123.9681057387","0.04121689019165521","1.1568014518129312E16"
"16","47","631764.0876941315","631764.0876941315","0.025611614994734622","2.3031953196885256E16"
"16","46","595628.8647303776","595628.8647303776","0.044249705205829","4.5255201783352512E16"
"16","44","609147.9551800191","609147.9551800191","0.10529553443562532","3.5149875179164764E16"
"16","37","542892.6118487881","542892.6118487881","0.046981115406507026","4.547208290076432E16"
"16","31","465149.3688053326","465149.3688053326","0.07912681506628658","1.450106887353597E16"
"16","23","421160.33300870075","421160.33300870075","0.10925998107904289","1.1309454880807198E15"
"16","22","418300.13016971404","418300.13016971404","0.111247037852335","3.4545402885551775E14"
"16","21","425009.26401667966","425009.26401667966","0.10664193006111336","2.2076923032886966E14"
"16","20","419841.8370053177","419841.8370053177","0.11017152602124278","4.561523406399022E14"
"16","17","381777.56102212163","381777.56102212163","0.10600684790000525","4.5648630711252864E17"
"16","33","515001.12436770427","515001.12436770427","0.045778074786560506","2.196377748548136E16"
"20","51","650208.302623089","650208.302623089","0.01661943827028978","1.0298577825742244E14"
"20","53","651479.9999999988","651479.9999999988","0.016486792328530158","6.046429589838031E13"
"20","62","644696.5897226373","644696.5897226373","0.01720679142901708","9.08129540686533E13"
"20","48","630167.5205848033","630167.5205848033","0.03207221013855854","2.1824746050719008E13"
"20","49","612635.3519835422","612635.3519835422","0.04597327734967603","6.9355642620842586E13"
"20","40","400661.92843842733","400661.92843842733","0.0853038087195443","3.699706047732361E14"
"20","35","360937.1856708583","360937.1856708583","0.10510015925644081","2.6588768997614734E14"
"20","47","615157.3984761939","615157.3984761939","0.020727070195768544","3.145458783508755E12"
"20","46","595512.9406654392","595512.9406654392","0.03218669604227502","1.7818900073151388E14"
"20","44","451534.90418792586","451534.90418792586","0.05811833708829489","3.028134980248495E14"
"20","37","378817.36655016156","378817.36655016156","0.10358831970961457","9.969741613601149E14"
"20","31","207953.6248782401","207953.6248782401","0.306630336086727","7.252330989799332E14"
"20","23","3660.0","3660.0","0.9772010187314536","8.23867718932784E13"
"20","22","1704.2593699317015","1704.2593699317015","1.005653998961675","3.965472423664133E13"
"20","21","2380.0","2380.0","0.9851147132368052","1.66107934012412E13"
"20","33","320115.4693231794","320115.4693231794","0.13303330442945743","3.667597827714708E14"
"21","51","647232.7563558557","647232.7563558557","0.04531756249143798","2.5714636032041304E16"
"21","53","649044.3636609123","649044.3636609123","0.032209445925910046","1.455262752844016E16"
"21","62","642743.9676885335","642743.9676885335","0.02318257470914701","3.3659517257995035E15"
"21","48","627964.6079199038","627964.6079199038","0.0432788404864025","8.102037209317798E14"
"21","49","610335.3610106484","610335.3610106484","0.062075161900203915","2.5762766805264955E15"
"21","40","399064.79386184824","399064.79386184824","0.09731005031066198","4.137832184483893E15"
"21","35","359215.35045150795","359215.35045150795","0.11998692104369715","2.976083725740301E15"
"21","47","615288.0574982737","615288.0574982737","0.020710012069429466","1.5714350546190112E12"
"21","46","595862.9084781153","595862.9084781153","0.032115794040226554","8.889823982260761E13"
"21","44","450169.02703317936","450169.02703317936","0.058620711940743836","1.5271550881192375E14"
"21","37","377586.48333858495","377586.48333858495","0.10439489653763206","5.023684847753236E14"
"21","31","206580.68181705617","206580.68181705617","0.2997376132008642","3.5388261275859975E14"
"21","23","3408.518739863403","3408.518739863403","0.9952421491352939","4.864455779799627E13"
"21","22","5950.0","5950.0","0.9632011975446966","1.2180969293164727E13"
"21","33","321888.6571471561","321888.6571471561","0.1745285750403661","1.0936508083953358E16"
"22","51","645981.3539878675","645981.3539878675","0.020965461062177834","7.078742777751835E14"
"22","53","646599.9999999988","646599.9999999988","0.01700164535380404","4.67643657547383E13"
"22","62","639613.5048605513","639613.5048605513","0.01776685054784921","7.0326599938857336E13"
"22","52","652854.3473087994","652854.3473087994","0.03539146678037361","1.8258566093179103E14"
"22","48","625188.389207604","625188.389207604","0.044462048324679496","2.2830392216287835E15"
"22","49","607700.9969549158","607700.9969549158","0.07356942665739656","1.2190983890592116E16"
"22","40","395461.7363285599","395461.7363285599","0.0881453602328409","2.867210097896886E14"
"22","35","355778.6058773063","355778.6058773063","0.10857267322480567","2.0600447336983628E14"
"22","47","609732.3420157396","609732.3420157396","0.04446814756664867","7.60548430123783E14"
"22","46","590101.4279765801","590101.4279765801","0.06980656237915427","4.3737004454788384E16"
"22","44","446268.2539683944","446268.2539683944","0.06767384380536122","3.469531983816238E15"
"22","37","373519.6594558304","373519.6594558304","0.12064336580640252","1.1425219685131504E16"
"22","31","202700.3515043815","202700.3515043815","0.3169504828756497","5.6223150614999694E14"
"22","23","1190.0","1190.0","0.9925294520752547","6.2759321775704414E13"
"22","33","324376.98870295874","324376.98870295874","0.15969755257850626","1.6249774203830754E16"
"23","51","641208.417677122","641208.417677122","0.01758918645914925","2.7248755748391747E14"
"23","53","642939.9999999988","642939.9999999988","0.017398309076544553","1.5951806864141112E14"
"23","62","636432.447318644","636432.447318644","0.018126578942590104","2.391683812356884E14"
"23","52","649833.1847482079","649833.1847482079","0.03373387459168331","4.599710424741239E13"
"23","48","621750.3067952589","621750.3067952589","0.033819232060856574","5.75339326608458E13"
"23","49","604163.746429723","604163.746429723","0.04849412955648302","1.828965495077967E14"
"23","40","392643.26875676785","392643.26875676785","0.08972481627416169","9.728623211085751E14"
"23","35","352826.7790290296","352826.7790290296","0.1106110735705357","6.995736982113349E14"
"23","47","608796.4392964194","608796.4392964194","0.021574738980980838","8.185244174486501E12"
"23","46","589412.3246929935","589412.3246929935","0.03344810870657829","4.6293079126202256E14"
"23","44","443696.56534618273","443696.56534618273","0.06106099294939418","7.95363984682928E14"
"23","37","371089.4819312446","371089.4819312446","0.10875749557288575","2.6168107863019145E15"
"23","31","200104.17511886108","200104.17511886108","0.32217824270379314","1.9050163819562068E15"
"23","33","326330.1849354414","326330.1849354414","0.12792427437936185","8.816867190473224E14"
"17","40","601625.4028047674","601625.4028047674","0.029274315982540104","8.1546963474736544E16"
"17","35","562656.6018452098","562656.6018452098","0.033651403338985475","7.1160539337839936E16"
"17","44","650887.0136206425","650887.0136206425","0.016548512241925332","6.3201150005179376E16"
"17","37","577177.5131621108","577177.5131621108","0.02972368928750384","2.098621652995232E17"
"17","31","408744.770364098","408744.770364098","0.09016599104665331","1.09393151478451472E17"
"17","23","207399.99999999953","207399.99999999953","0.27065847242039015","1.672627282905278E16"
"17","22","204959.99999999953","204959.99999999953","0.30596858861966075","5.6392270524816424E16"
"17","21","203739.99999999953","203739.99999999953","0.286150162853703","3.6641210234158816E16"
"17","20","201299.99999999953","201299.99999999953","0.2812646211722032","6.952686533424814E15"
"17","33","61532.602740335606","61532.602740335606","0.6785902950254894","1.37130148711154739E18"
"18","43","537298.8311917294","537298.8311917294","0.04896871697757068","1.1736751586458946E16"
