"ID1","ID2","Dist","DistM"
"86","92","99334.2680045511","99334.2680045511"
"86","90","10199.313702401745","10199.313702401745"
"86","91","34926.49567305584","34926.49567305584"
"92","96","35379.99999999977","35379.99999999977"
"70","85","93688.38988903566","93688.38988903566"
"92","99","74880.35323100445","74880.35323100445"
"70","80","45603.55249319927","45603.55249319927"
"70","83","67268.62270033458","67268.62270033458"
"92","94","84920.50223591474","84920.50223591474"
"24","26","60005.18060967736","60005.18060967736"
"101","111","18781.863592306276","18781.863592306276"
"29","30","73991.3508458928","73991.3508458928"
"81","89","32656.12959307946","32656.12959307946"
"81","85","77393.11145056764","77393.11145056764"
"81","87","55373.77086671992","55373.77086671992"
"87","99","76603.84128749659","76603.84128749659"
"59","61","44406.09868024886","44406.09868024886"
"40","44","43020.60087911372","43020.60087911372"
"59","64","96082.26110994662","96082.26110994662"
"87","96","14332.02009487846","14332.02009487846"
"12","14","1220.0","1220.0"
"59","60","10392.425126023281","10392.425126023281"
"12","13","50277.00965650201","50277.00965650201"
"87","94","63038.201116465716","63038.201116465716"
"87","91","95830.16487515811","95830.16487515811"
"59","69","26840.0","26840.0"
"87","92","41741.836327598074","41741.836327598074"
"93","97","74964.35219489328","74964.35219489328"
"87","90","13592.045467846257","13592.045467846257"
"54","55","58310.0","58310.0"
"1","2","44301.09366595818","44301.09366595818"
"1","3","1220.0","1220.0"
"82","89","38274.98922272873","38274.98922272873"
"82","86","31519.100558232938","31519.100558232938"
"28","30","6985.563685201073","6985.563685201073"
"82","87","22861.329795092846","22861.329795092846"
"65","66","99128.24673119161","99128.24673119161"
"60","61","46554.09434195879","46554.09434195879"
"87","89","67268.62270033482","67268.62270033482"
"95","112","42700.0","42700.0"
"117","119","33954.34140135838","33954.34140135838"
"54","62","9256.16011097453","9256.16011097453"
"117","118","45808.632374258894","45808.632374258894"
"17","33","61532.602740335606","61532.602740335606"
"71","79","40902.22487836067","40902.22487836067"
"85","103","83809.13792660058","83809.13792660058"
"71","77","72239.32723939222","72239.32723939222"
"39","43","75176.36064614971","75176.36064614971"
"54","64","25534.613762498935","25534.613762498935"
"71","72","26180.0","26180.0"
"71","73","63751.91369676678","63751.91369676678"
"28","45","73355.9268225818","73355.9268225818"
"107","108","41569.70050409308","41569.70050409308"
"99","100","93115.69148108162","93115.69148108162"
"60","69","2440.0","2440.0"
"65","73","11306.652908796661","11306.652908796661"
"65","77","91038.03435927186","91038.03435927186"
"113","115","18781.863592306276","18781.863592306276"
"71","88","44993.04946322254","44993.04946322254"
"113","116","74395.87959020269","74395.87959020269"
"77","79","29995.3663088151","29995.3663088151"
"71","84","56497.58932910303","56497.58932910303"
"102","106","60363.273602414905","60363.273602414905"
"102","105","7320.0","7320.0"
"65","89","49677.68211178939","49677.68211178939"
"82","92","88771.75451685052","88771.75451685052"
"38","57","20230.0","20230.0"
"82","94","85435.02794521673","85435.02794521673"
"82","90","34490.044940533204","34490.044940533204"
"82","91","93812.43254494562","93812.43254494562"
"55","56","24705.24033479537","24705.24033479537"
"49","64","85399.99999999977","85399.99999999977"
"49","62","28336.169465896408","28336.169465896408"
"28","29","30500.0","30500.0"
"102","111","73160.56656423572","73160.56656423572"
"82","96","46584.92889336636","46584.92889336636"
