"ID1","ID2","Dist","DistM","BC_d110000_p0.5_beta0_Pcoelestis"
"70","116","579051.2627565874","579051.2627565874","0.027943068556564993"
"70","114","519560.61484681367","519560.61484681367","0.037901511393146535"
"70","107","406213.2854794378","406213.2854794378","0.07732892406856282"
"70","108","263653.2163657399","263653.2163657399","0.20113396423889235"
"70","111","324636.0300397964","324636.0300397964","0.12944766706196045"
"70","101","255860.94504632714","255860.94504632714","0.19943512230133295"
"70","100","265994.2256892048","265994.2256892048","0.19709081460503863"
"70","102","222168.93212148227","222168.93212148227","0.24681758824191988"
"70","97","179004.82367802225","179004.82367802225","0.32918180189063273"
"70","103","197391.16494919377","197391.16494919377","0.3242491629996689"
"70","92","200587.9520310226","200587.9520310226","0.29302578093285453"
"70","93","144986.93906693778","144986.93906693778","0.4232885484960743"
"70","96","168557.51896607853","168557.51896607853","0.3491833566817817"
"70","85","93688.38988903566","93688.38988903566","0.5810776208420526"
"70","83","67268.62270033458","67268.62270033458","0.6656059023908948"
"70","81","128597.40743887468","128597.40743887468","0.44470873871426575"
"70","80","45603.55249319927","45603.55249319927","0.7628593003358588"
"70","89","160139.79174458783","160139.79174458783","0.3645487630410275"
"70","110","563535.2162908715","563535.2162908715","0.03028237421956537"
"70","105","337947.53734862397","337947.53734862397","0.11889415198356659"
"70","104","518513.73916223214","518513.73916223214","0.04021585734676314"
"70","106","449243.775805519","449243.775805519","0.062224874533683215"
"70","75","727541.2376628553","727541.2376628553","0.027371354934761952"
"70","78","517651.4376489257","517651.4376489257","0.049688774339126024"
"70","115","494907.20756521536","494907.20756521536","0.04591151370374458"
"70","113","496224.27278398944","496224.27278398944","0.044589724977036956"
"70","112","460949.0579228897","460949.0579228897","0.05477092359902842"
"70","99","297430.95265960426","297430.95265960426","0.16013061879025195"
"70","95","432417.62221260095","432417.62221260095","0.06555868410517336"
"70","94","292944.7729521723","292944.7729521723","0.15787621045048045"
"70","91","324814.95362744585","324814.95362744585","0.13192880261506287"
"70","90","244774.45781780395","244774.45781780395","0.2138657935310948"
"70","87","206297.34850453096","206297.34850453096","0.2725456046191025"
"70","86","264215.20338542195","264215.20338542195","0.18920781785804594"
"70","84","340209.0670455446","340209.0670455446","0.1208422183216569"
"70","82","212862.7294760638","212862.7294760638","0.2615002584568848"
"70","79","329154.05329419824","329154.05329419824","0.12956038840283546"
"70","77","255558.2996108714","255558.2996108714","0.1998158221717471"
"70","72","325256.90845852904","325256.90845852904","0.13501858395660166"
"70","88","381458.79829937045","381458.79829937045","0.09038284266734073"
"70","71","373900.91200744605","373900.91200744605","0.09978919969583354"
"70","74","579529.9999999997","579529.9999999997","0.025944012865297496"
"70","73","207978.0613430175","207978.0613430175","0.27199407137477644"
"69","100","721965.7336051337","721965.7336051337","0.010574074077789722"
"69","92","658965.7426604204","658965.7426604204","0.015727163879257666"
"69","96","627965.6455571431","627965.6455571431","0.019119934669337743"
"69","81","635819.2249374028","635819.2249374028","0.018196757748333382"
"69","80","717663.1884108306","717663.1884108306","0.01086467776285334"
"69","89","564315.4622194926","564315.4622194926","0.028554450547733597"
"69","118","703470.1293587368","703470.1293587368","0.02147266522380592"
"69","113","708878.4530510139","708878.4530510139","0.026936785791236057"
"69","112","554858.8311453636","554858.8311453636","0.030307713128763323"
"69","99","597246.0812763858","597246.0812763858","0.026345888915967775"
"69","95","392710.269282584","392710.269282584","0.09086863027477259"
"69","94","549466.9889993387","549466.9889993387","0.031355135286551004"
"69","91","505254.6780585009","505254.6780585009","0.04857002416280372"
"69","90","569035.148299294","569035.148299294","0.027717735325544397"
"69","87","596505.964513348","596505.964513348","0.023312030890243845"
"69","117","671890.9292437262","671890.9292437262","0.014497024641939955"
"69","119","645916.2992214997","645916.2992214997","0.01707505035652872"
"69","109","542778.1890422631","542778.1890422631","0.03270495017798665"
"69","86","532652.4428743377","532652.4428743377","0.05533864869401697"
"69","84","429996.1796341912","429996.1796341912","0.06656667055787885"
"69","82","559071.5175181075","559071.5175181075","0.03343037415179332"
"69","79","427750.70590239787","427750.70590239787","0.0688147586041787"
"69","77","462859.3712997498","462859.3712997498","0.05411556928476696"
"69","72","414582.4911884241","414582.4911884241","0.08660573977795404"
"69","88","148770.0107548561","148770.0107548561","0.3916251593610554"
"69","71","348999.19369534333","348999.19369534333","0.11089606330257452"
"69","74","175929.77604714886","175929.77604714886","0.3300229821614954"
"69","73","398365.20580994495","398365.20580994495","0.08124924003138836"
"63","114","677451.531845636","677451.531845636","0.014875663810159027"
"63","107","690012.9448061093","690012.9448061093","0.016780570115388322"
"63","108","650858.5815674547","650858.5815674547","0.016551477338608577"
"63","111","551172.8505650467","551172.8505650467","0.03400444904601797"
"63","101","551870.1935238026","551870.1935238026","0.03925260712668297"
"63","100","723600.4619263303","723600.4619263303","0.010644184271675445"
"63","102","381754.0988647007","381754.0988647007","0.09884080185855142"
"63","97","555044.8904368001","555044.8904368001","0.03053686517470113"
"63","103","652015.5289561738","652015.5289561738","0.01876821942498187"
"63","92","713080.0078532556","713080.0078532556","0.019511082682094418"
"63","93","447568.95379371394","447568.95379371394","0.06735162253826618"
"63","96","704222.561410808","704222.561410808","0.03553861726923882"
"63","85","594010.5187620834","594010.5187620834","0.02368150163589285"
"63","83","528349.6860981366","528349.6860981366","0.041455463110733295"
"63","81","673468.050095919","673468.050095919","0.028642919405622067"
"63","80","570538.6037771673","570538.6037771673","0.027456383516990555"
"63","89","710879.2472002537","710879.2472002537","0.01754137703780212"
"63","70","525205.9078114027","525205.9078114027","0.04405709448423526"
"63","67","546882.3335965421","546882.3335965421","0.047297933420893536"
"63","110","396067.96702081256","396067.96702081256","0.08243393179620812"
"63","105","451921.14356378524","451921.14356378524","0.063800834778362"
"63","104","365773.14335527626","365773.14335527626","0.09977274696439305"
"63","106","356492.78435895377","356492.78435895377","0.10990319272509728"
"63","98","353832.5507920374","353832.5507920374","0.1075694600853951"
"63","76","198406.84060787802","198406.84060787802","0.28643931931941863"
"63","75","179379.90634404938","179379.90634404938","0.3229255682415281"
"63","78","65298.96247261514","65298.96247261514","0.6952273841494473"
"63","68","566005.3025369989","566005.3025369989","0.028252008573815823"
"63","65","728724.2911417178","728724.2911417178","0.01729307965618341"
"72","116","555776.3579894331","555776.3579894331","0.030132990216740176"
"72","114","701937.4231368484","701937.4231368484","0.011996444537865572"
"72","107","556382.918860742","556382.918860742","0.03001803737986831"
"72","108","368857.87073071866","368857.87073071866","0.09785210045379887"
"72","111","552023.5683374392","552023.5683374392","0.030854055121400874"
"72","101","468897.2787295736","468897.2787295736","0.052095315757913166"
"72","100","314147.42653728626","314147.42653728626","0.13813150427559437"
"72","102","496107.977057414","496107.977057414","0.04868928425420845"
"72","97","371192.11306276394","371192.11306276394","0.09642334204959827"
"72","103","323470.28920752485","323470.28920752485","0.13025051728208983"
"72","92","229112.9225949507","229112.9225949507","0.25339855210660195"
"72","93","454356.2365589359","454356.2365589359","0.06391466161374741"
"72","96","190385.42801380562","190385.42801380562","0.30128972575089685"
"72","85","297665.77515730605","297665.77515730605","0.20268916227695807"
"72","83","341985.5417996496","341985.5417996496","0.1159070743929392"
"72","81","197119.1966805871","197119.1966805871","0.28877290789944443"
"72","80","281728.64266879205","281728.64266879205","0.1694381351464458"
"72","89","132090.0","132090.0","0.43502849813191885"
"72","105","617235.1710652913","617235.1710652913","0.020457464691419312"
"72","118","610896.779579004","610896.779579004","0.02129107955232355"
"72","115","457465.0243461233","457465.0243461233","0.05598666487074976"
"72","113","401633.36925609066","401633.36925609066","0.08749730238014904"
"72","112","272644.9451209386","272644.9451209386","0.17941962290703792"
"72","99","204106.64075428763","204106.64075428763","0.29791202426921953"
"72","95","184978.3771147316","184978.3771147316","0.31890779769150096"
"72","94","169409.97137122674","169409.97137122674","0.3619115870115315"
"72","91","123498.49067903579","123498.49067903579","0.4592292524720729"
"72","90","146782.59195149795","146782.59195149795","0.39656047591993887"
"72","87","163337.62365113542","163337.62365113542","0.35727639696235225"
