"Coord1","Coord2","Cost","Length"
"411067.6153845603-1068056.354163354","420587.6153845603-1070496.354163354","9827.715909609924","9827.715909609924"
"583617.6153845603-1194936.3541633538","619317.6153845603-1181516.3541633538","38139.040365483765","38139.040365483765"
"315867.6153845603-1121736.354163354","337287.6153845603-1124176.354163354","21558.524995926786","21558.524995926786"
"326577.6153845603-1035116.3541633543","349187.6153845603-1036336.3541633543","22642.89071651409","22642.89071651409"
"438437.6153845603-1021696.3541633543","443197.6153845603-1024136.3541633543","5348.943820979988","5348.943820979988"
"541967.6153845603-1152236.354163354","545537.6153845603-1152236.354163354","3570.0","3570.0"
"442007.6153845603-993636.3541633543","443197.6153845603-992416.3541633543","1704.2593699317015","1704.2593699317015"
"330147.6153845603-1116856.354163354","337287.6153845603-1124176.354163354","10225.55621959021","10225.55621959021"
"-67312.38461543934-1800056.3541633526","-49462.384615439456-1793956.3541633526","18863.523000754547","18863.523000754547"
"889447.6153845601-1530436.354163353","893017.6153845601-1536536.354163353","7067.878040826681","7067.878040826681"
"220667.61538456043-1091236.354163354","242087.61538456043-1081476.354163354","23538.7765187573","23538.7765187573"
"167117.61538456043-1092456.354163354","193297.61538456043-1113196.354163354","33399.700597460454","33399.700597460454"
"220667.61538456043-1175416.3541633538","300397.6153845603-1204696.3541633538","84936.39561460083","84936.39561460083"
"332527.6153845603-1015596.3541633543","349187.6153845603-1036336.3541633543","26602.69159314523","26602.69159314523"
"428917.6153845603-1049756.3541633543","432487.6153845603-1068056.354163354","18644.969831029266","18644.969831029266"
"958467.6153845601-1498716.3541633533","971557.6153845601-1486516.3541633533","17893.800602443294","17893.800602443294"
"489607.6153845603-1043656.3541633543","490797.6153845603-1046096.3541633543","2714.7191383272047","2714.7191383272047"
"854937.6153845601-615436.3541633552","878737.6153845601-625196.3541633552","25723.483434402893","25723.483434402893"
"220667.61538456043-1079036.354163354","244467.61538456043-1086356.354163354","24900.248994738988","24900.248994738988"
"496747.6153845603-1181516.3541633538","519357.6153845603-1222996.3541633538","47241.95698740686","47241.95698740686"
"362277.6153845603-1174196.3541633538","364657.6153845603-1154676.354163354","19664.556948987967","19664.556948987967"
"543157.6153845603-1125396.354163354","561007.6153845603-1122956.354163354","18015.995670514578","18015.995670514578"
"445577.6153845603-1024136.3541633543","487227.6153845603-1009496.3541633543","44148.0701729985","44148.0701729985"
"333717.6153845603-1119296.354163354","337287.6153845603-1124176.354163354","6046.428698000167","6046.428698000167"
"420587.6153845603-1070496.354163354","428917.6153845603-1070496.354163354","8330.0","8330.0"
"326577.6153845603-1021696.3541633543","339667.6153845603-1041216.3541633543","23502.73388352938","23502.73388352938"
"138557.61538456054-1005836.3541633543","170687.61538456043-957036.3541633543","58427.535460602754","58427.535460602754"
"534827.6153845603-1104656.354163354","546727.6153845603-1125396.354163354","23911.45332262345","23911.45332262345"
"393217.6153845603-1065616.354163354","394407.6153845603-1086356.354163354","20774.11129266424","20774.11129266424"
"937047.6153845601-1517016.354163353","939427.6153845601-1519456.354163353","3408.518739863403","3408.518739863403"
"898967.6153845601-1457236.3541633533","898967.6153845601-1466996.3541633533","9760.0","9760.0"
"211147.61538456043-1131496.354163354","227807.61538456043-1149796.354163354","24747.638271156302","24747.638271156302"
"578857.6153845603-1179076.3541633538","578857.6153845603-1188836.3541633538","9760.0","9760.0"
"438437.6153845603-1021696.3541633543","442007.6153845603-1002176.3541633543","19843.77232282209","19843.77232282209"
"877547.6153845601-1495056.3541633533","877547.6153845601-1501156.3541633533","6100.0","6100.0"
"320627.6153845603-1137596.354163354","332527.6153845603-1118076.354163354","22861.329795092846","22861.329795092846"
"511027.6153845603-1053416.3541633543","518167.6153845603-1037556.3541633543","17393.079083359564","17393.079083359564"
"-107772.38461543934-866756.3541633545","-43512.384615439456-930196.3541633545","90299.39756166696","90299.39756166696"
"827567.6153845601-1527996.354163353","828757.6153845601-1535316.354163353","7416.0973564267615","7416.0973564267615"
"953707.6153845601-1349876.3541633536","963227.6153845601-1357196.3541633536","12008.863393344101","12008.863393344101"
"530067.6153845603-1190056.3541633538","544347.6153845603-1194936.3541633538","15090.818400603726","15090.818400603726"
"543157.6153845603-1014376.3541633543","668107.6153845601-1179076.3541633538","206733.14320640458","206733.14320640458"
"577667.6153845603-1185176.3541633538","583617.6153845603-1194936.3541633538","11430.664897546423","11430.664897546423"
"434867.6153845603-1015596.3541633543","438437.6153845603-1021696.3541633543","7067.878040826681","7067.878040826681"
"937047.6153845601-1517016.354163353","938237.6153845601-1518236.354163353","1704.2593699317015","1704.2593699317015"
"518167.6153845603-1208356.3541633538","519357.6153845603-1222996.3541633538","14688.284447136772","14688.284447136772"
"-50652.384615439456-1796396.3541633526","-45892.384615439456-1814696.3541633526","18908.929107699358","18908.929107699358"
"500317.6153845603-1053416.3541633543","514597.6153845603-1032676.3541633543","25180.667187348314","25180.667187348314"
"-257712.38461543928-2269756.3541633515","-254142.38461543928-2240476.3541633515","29496.835423482295","29496.835423482295"
"496747.6153845603-1181516.3541633538","515787.6153845603-1203476.3541633538","29064.810338276766","29064.810338276766"
"138557.61538456054-1005836.3541633543","181397.61538456043-993636.3541633543","44543.30028186046","44543.30028186046"
"205197.61538456043-1205916.3541633538","223047.61538456043-1207136.3541633538","17891.643300714444","17891.643300714444"
