"Coord1","Coord2","Cost","Length"
"360867.6153845603-1158656.354163354","361867.6153845603-1155656.354163354","3162.2776601683795","3162.2776601683795"
"155867.61538456054-1103656.354163354","183867.61538456043-1116656.354163354","30870.698080866157","30870.698080866157"
"560867.6153845603-948656.3541633543","675867.6153845601-1027656.3541633543","139520.60779684107","139520.60779684107"
"535867.6153845603-1230656.3541633538","570867.6153845603-1212656.3541633538","39357.33730830885","39357.33730830885"
"-48132.38461543934-1794656.3541633526","-10132.384615439456-1799656.3541633526","38327.535793473486","38327.535793473486"
"782867.6153845601-1192656.3541633538","804867.6153845601-1154656.354163354","43908.9968002001","43908.9968002001"
"544867.6153845603-885656.3541633545","617867.6153845603-774656.3541633547","132853.30255586404","132853.30255586404"
"-528132.3846154391-1917656.3541633524","-518132.3846154391-1897656.3541633524","22360.679774997898","22360.679774997898"
"247867.61538456043-1270656.3541633538","301867.6153845603-1231656.3541633538","66610.80993352346","66610.80993352346"
"290867.6153845603-933656.3541633545","301867.6153845603-942656.3541633543","14212.670403551749","14212.670403551749"
"574867.6153845603-1073656.354163354","658867.6153845603-1160656.354163354","120933.86622447825","120933.86622447825"
"-404132.38461543916-2139656.354163352","-384132.3846154392-2159656.354163352","28284.27124746186","28284.27124746186"
"-134132.38461543934-1736656.3541633529","-130132.38461543934-1751656.3541633526","15524.174696259799","15524.174696259799"
"905867.6153845601-2393656.3541633515","909867.6153845601-2393656.3541633515","4000.0","4000.0"
"483867.6153845603-1307656.3541633536","517867.6153845603-1208656.3541633538","104675.68963231126","104675.68963231126"
"960867.6153845601-2516656.354163351","976867.6153845601-2534656.354163351","24083.18915758459","24083.18915758459"
"361867.6153845603-1173656.3541633538","364867.6153845603-1154656.354163354","19235.384061671117","19235.384061671117"
"236867.61538456043-1083656.354163354","239867.61538456043-1086656.354163354","4242.640687119285","4242.640687119285"
"410867.6153845603-1177656.3541633538","427867.6153845603-1167656.354163354","19723.082923315902","19723.082923315902"
"239867.61538456043-989656.3541633543","244867.61538456043-995656.3541633543","7810.249675906654","7810.249675906654"
"774867.6153845601-607656.3541633552","809867.6153845601-608656.3541633552","35014.28280002319","35014.28280002319"
"301867.6153845603-1231656.3541633538","302867.6153845603-1213656.3541633538","18027.756377319947","18027.756377319947"
"291867.6153845603-935656.3541633545","327867.6153845603-937656.3541633545","36055.512754639894","36055.512754639894"
"60867.615384560544-1050656.3541633543","87867.61538456054-1071656.354163354","34205.262752974","34205.262752974"
"-125132.38461543934-940656.3541633545","52867.615384560544-961656.3541633543","179234.48328934907","179234.48328934907"
"961867.6153845601-2446656.3541633515","978867.6153845601-2467656.3541633515","27018.51217221259","27018.51217221259"
"157867.61538456054-860656.3541633545","243867.61538456043-926656.3541633545","108406.64186294113","108406.64186294113"
"545867.6153845603-1006656.3541633543","788867.6153845601-1364656.3541633536","432681.1759251833","432681.1759251833"
"949867.6153845601-1508656.3541633533","996867.6153845601-1539656.354163353","56302.75304103686","56302.75304103686"
"410867.6153845603-1178656.3541633538","514867.6153845603-1202656.3541633538","106733.31251301066","106733.31251301066"
"372867.6153845603-1079656.354163354","396867.6153845603-1070656.354163354","25632.011235952592","25632.011235952592"
"-255132.38461543928-2049656.3541633522","-249132.38461543928-2025656.3541633522","24738.633753705963","24738.633753705963"
"-346132.3846154392-2336656.3541633515","-330132.3846154392-2325656.3541633515","19416.4878389476","19416.4878389476"
"602867.6153845603-1644656.3541633529","617867.6153845603-1647656.3541633529","15297.058540778355","15297.058540778355"
"87867.61538456054-1066656.354163354","87867.61538456054-1071656.354163354","5000.0","5000.0"
"227867.61538456043-2462656.3541633515","259867.61538456043-2491656.354163351","43185.64576337805","43185.64576337805"
"64867.615384560544-880656.3541633545","65867.61538456054-878656.3541633545","2236.06797749979","2236.06797749979"
"631867.6153845603-1007656.3541633543","677867.6153845601-1026656.3541633543","49769.468552517","49769.468552517"
"-180132.38461543934-2149656.354163352","-179132.38461543934-2127656.354163352","22022.71554554524","22022.71554554524"
"551867.6153845603-1041656.3541633543","585867.6153845603-1084656.354163354","54817.8802946628","54817.8802946628"
"396867.6153845603-732656.3541633547","407867.6153845603-727656.3541633547","12083.045973594571","12083.045973594571"
"884867.6153845601-1458656.3541633533","898867.6153845601-1457656.3541633533","14035.668847618199","14035.668847618199"
"-262132.38461543928-2255656.3541633515","-223132.38461543934-2233656.3541633515","44777.22635447617","44777.22635447617"
"337867.6153845603-910656.3541633545","337867.6153845603-926656.3541633545","16000.0","16000.0"
"469867.6153845603-2291656.3541633515","489867.6153845603-2299656.3541633515","21540.659228538017","21540.659228538017"
"653867.6153845603-2704656.3541633505","653867.6153845603-2706656.3541633505","2000.0","2000.0"
"820867.6153845601-2576656.354163351","820867.6153845601-2578656.354163351","2000.0","2000.0"
"-401132.3846154392-2135656.354163352","-379132.3846154392-2134656.354163352","22022.71554554524","22022.71554554524"
"886867.6153845601-1558656.354163353","897867.6153845601-1557656.354163353","11045.36101718726","11045.36101718726"
"412867.6153845603-1125656.354163354","415867.6153845603-1125656.354163354","3000.0","3000.0"
"296867.6153845603-910656.3541633545","335867.6153845603-929656.3541633545","43382.023926967726","43382.023926967726"
"652867.6153845603-2703656.3541633505","654867.6153845603-2701656.3541633505","2828.42712474619","2828.42712474619"
"855867.6153845601-613656.3541633552","855867.6153845601-619656.3541633552","6000.0","6000.0"
"-343132.3846154392-2331656.3541633515","-303132.3846154392-2327656.3541633515","40199.502484483564","40199.502484483564"
"-123132.38461543934-2184656.354163352","-113132.38461543934-2176656.354163352","12806.248474865697","12806.248474865697"
"782867.6153845601-1192656.3541633538","790867.6153845601-1222656.3541633538","31048.34939252005","31048.34939252005"
"-471132.38461543916-2349656.3541633515","-470132.38461543916-2351656.3541633515","2236.06797749979","2236.06797749979"
"-471132.38461543916-2365656.3541633515","-470132.38461543916-2368656.3541633515","3162.2776601683795","3162.2776601683795"
"418867.6153845603-1240656.3541633538","445867.6153845603-1274656.3541633538","43416.58669218482","43416.58669218482"
"388867.6153845603-637656.3541633552","395867.6153845603-635656.3541633552","7280.1098892805185","7280.1098892805185"
"83867.61538456054-930656.3541633545","84867.61538456054-886656.3541633545","44011.36216933077","44011.36216933077"
"268867.6153845604-917656.3541633545","277867.6153845604-896656.3541633545","22847.319317591726","22847.319317591726"
"-50132.38461543934-1796656.3541633526","-50132.38461543934-1810656.3541633526","14000.0","14000.0"
"491867.6153845603-983656.3541633543","494867.6153845603-1000656.3541633543","17262.676501632068","17262.676501632068"
"889867.6153845601-1527656.354163353","906867.6153845601-1538656.354163353","20248.456731316586","20248.456731316586"
"315867.6153845603-1121656.354163354","315867.6153845603-1134656.354163354","13000.0","13000.0"
"446867.6153845603-1089656.354163354","465867.6153845603-1070656.354163354","26870.057685088806","26870.057685088806"
"935867.6153845601-1494656.3541633533","937867.6153845601-1501656.3541633533","7280.1098892805185","7280.1098892805185"
"550867.6153845603-1149656.354163354","553867.6153845603-1145656.354163354","5000.0","5000.0"
"833867.6153845601-1524656.354163353","835867.6153845601-1521656.354163353","3605.5512754639894","3605.5512754639894"
"551867.6153845603-894656.3541633545","559867.6153845603-900656.3541633545","10000.0","10000.0"
"577867.6153845603-1182656.3541633538","602867.6153845603-1197656.3541633538","29154.759474226503","29154.759474226503"
"-369132.3846154392-1721656.3541633529","-366132.3846154392-1721656.3541633529","3000.0","3000.0"
"536867.6153845603-1308656.3541633536","548867.6153845603-1287656.3541633536","24186.77324489565","24186.77324489565"
"160867.61538456043-1093656.354163354","194867.61538456043-1103656.354163354","35440.090293338704","35440.090293338704"
"875867.6153845601-1505656.3541633533","876867.6153845601-1503656.3541633533","2236.06797749979","2236.06797749979"
"-262132.38461543928-2264656.3541633515","-189132.38461543934-2254656.3541633515","73681.74807915452","73681.74807915452"
"-260132.38461543928-2031656.3541633522","-213132.38461543934-2040656.3541633522","47853.94445602154","47853.94445602154"
"953867.6153845601-1504656.3541633533","981867.6153845601-1505656.3541633533","28017.851452243798","28017.851452243798"
"219867.61538456043-1195656.3541633538","220867.61538456043-1174656.3541633538","21023.796041628637","21023.796041628637"
"134867.61538456054-990656.3541633543","187867.61538456043-945656.3541633543","69526.97318307469","69526.97318307469"
"-517132.3846154391-1914656.3541633524","-514132.3846154391-1909656.3541633524","5830.951894845301","5830.951894845301"
"70867.61538456054-983656.3541633543","70867.61538456054-989656.3541633543","6000.0","6000.0"
"544867.6153845603-1023656.3541633543","797867.6153845601-1330656.3541633536","397816.54063148185","397816.54063148185"
"835867.6153845601-1787656.3541633526","835867.6153845601-1792656.3541633526","5000.0","5000.0"
"408867.6153845603-1054656.3541633543","420867.6153845603-1048656.3541633543","13416.407864998739","13416.407864998739"
"-223132.38461543934-2233656.3541633515","-185132.38461543934-2249656.3541633515","41231.056256176606","41231.056256176606"
"445867.6153845603-1068656.354163354","451867.6153845603-1068656.354163354","6000.0","6000.0"
"229867.61538456043-1079656.354163354","239867.61538456043-1086656.354163354","12206.555615733703","12206.555615733703"
"-250132.38461543928-876656.3541633545","-248132.38461543928-891656.3541633545","15132.745950421557","15132.745950421557"
"904867.6153845601-2370656.3541633515","906867.6153845601-2367656.3541633515","3605.5512754639894","3605.5512754639894"
"408867.6153845603-1059656.354163354","409867.6153845603-1062656.354163354","3162.2776601683795","3162.2776601683795"
"244867.61538456043-995656.3541633543","247867.61538456043-980656.3541633543","15297.058540778355","15297.058540778355"
"412867.6153845603-1173656.3541633538","548867.6153845603-1287656.3541633536","177459.85461506483","177459.85461506483"
"180867.61538456043-993656.3541633543","216867.61538456043-974656.3541633543","40706.26487409524","40706.26487409524"
"329867.6153845603-615656.3541633552","396867.6153845603-633656.3541633552","69375.78828380979","69375.78828380979"
"-251132.38461543928-874656.3541633545","-251132.38461543928-898656.3541633545","24000.0","24000.0"
"-168132.38461543934-2160656.354163352","-153132.38461543934-2170656.354163352","18027.756377319947","18027.756377319947"
"-204132.38461543934-2084656.354163352","-169132.38461543934-2092656.354163352","35902.646142032485","35902.646142032485"
"403867.6153845603-1119656.354163354","419867.6153845603-1123656.354163354","16492.422502470643","16492.422502470643"
"215867.61538456043-948656.3541633543","217867.61538456043-973656.3541633543","25079.872407968905","25079.872407968905"
"-404132.38461543916-2151656.354163352","-400132.3846154392-2157656.354163352","7211.102550927946","7211.102550927946"
"413867.6153845603-1172656.3541633538","514867.6153845603-1202656.3541633538","105361.2832116238","105361.2832116238"
"-344132.3846154392-1179656.3541633538","-340132.3846154392-1183656.3541633538","5656.85424949238","5656.85424949238"
"328867.6153845603-1037656.3541633543","344867.6153845603-1040656.3541633543","16278.820596099706","16278.820596099706"
"887867.6153845601-1557656.354163353","887867.6153845601-1574656.354163353","17000.0","17000.0"
"392867.6153845603-1065656.354163354","393867.6153845603-1085656.354163354","20024.984394500785","20024.984394500785"
"664867.6153845603-1172656.3541633538","782867.6153845601-1364656.3541633536","225361.93112413608","225361.93112413608"
"-103132.38461543934-876656.3541633545","-51132.38461543934-929656.3541633545","74249.57912338628","74249.57912338628"
"490867.6153845603-1045656.3541633543","517867.6153845603-1037656.3541633543","28160.255680657447","28160.255680657447"
"135867.61538456054-986656.3541633543","136867.61538456054-1004656.3541633543","18027.756377319947","18027.756377319947"
"-316132.3846154392-2008656.3541633522","-309132.3846154392-2026656.3541633522","19313.207915827967","19313.207915827967"
"-489132.38461543916-2364656.3541633515","-483132.38461543916-2361656.3541633515","6708.203932499369","6708.203932499369"
"469867.6153845603-2291656.3541633515","498867.6153845603-2289656.3541633515","29068.883707497265","29068.883707497265"
"53867.615384560544-1053656.3541633543","77867.61538456054-1052656.3541633543","24020.824298928626","24020.824298928626"
"838867.6153845601-1518656.354163353","870867.6153845601-1520656.354163353","32062.439083762794","32062.439083762794"
"-13132.384615439456-1881656.3541633524","-7132.384615439456-1886656.3541633524","7810.249675906654","7810.249675906654"
"340867.6153845603-1040656.3541633543","346867.6153845603-1039656.3541633543","6082.76253029822","6082.76253029822"
"655867.6153845603-1022656.3541633543","677867.6153845601-1019656.3541633543","22203.603311174287","22203.603311174287"
"-227132.38461543934-926656.3541633545","-184132.38461543934-923656.3541633545","43104.52412450461","43104.52412450461"
"42867.615384560544-863656.3541633545","63867.615384560544-867656.3541633545","21377.55832643195","21377.55832643195"
"471867.6153845603-1134656.354163354","505867.6153845603-1174656.3541633538","52497.61899362657","52497.61899362657"
"-317132.3846154392-2020656.3541633522","-273132.3846154393-2030656.3541633522","45122.05669071386","45122.05669071386"
"153867.61538456054-857656.3541633545","222867.61538456043-918656.3541633545","92097.77413162592","92097.77413162592"
"867867.6153845601-1961656.3541633524","867867.6153845601-1986656.3541633524","25000.0","25000.0"
"-208132.38461543934-2073656.354163352","-169132.38461543934-2092656.354163352","43382.023926967726","43382.023926967726"
"249867.61538456043-977656.3541633543","263867.6153845604-992656.3541633543","20518.28452868319","20518.28452868319"
"219867.61538456043-1090656.354163354","239867.61538456043-1098656.354163354","21540.659228538017","21540.659228538017"
"-316132.3846154392-2008656.3541633522","-312132.3846154392-2025656.3541633522","17464.249196572982","17464.249196572982"
"-326132.3846154392-2324656.3541633515","-295132.3846154393-2356656.3541633515","44553.33881989089","44553.33881989089"
"556867.6153845603-1049656.3541633543","741867.6153845601-1230656.3541633538","258816.53733870975","258816.53733870975"
"229867.61538456043-1203656.3541633538","301867.6153845603-1231656.3541633538","77252.83166331175","77252.83166331175"
"408867.6153845603-1059656.354163354","423867.6153845603-1069656.354163354","18027.756377319947","18027.756377319947"
"556867.6153845603-1049656.3541633543","590867.6153845603-1034656.3541633543","37161.80835212409","37161.80835212409"
"653867.6153845603-2706656.3541633505","655867.6153845603-2704656.3541633505","2828.42712474619","2828.42712474619"
"-518132.3846154391-1897656.3541633524","-517132.3846154391-1914656.3541633524","17029.386365926403","17029.386365926403"
"820867.6153845601-1821656.3541633526","832867.6153845601-1795656.3541633526","28635.642126552706","28635.642126552706"
"545867.6153845603-1006656.3541633543","605867.6153845603-1100656.354163354","111516.81487560499","111516.81487560499"
"291867.6153845603-918656.3541633545","291867.6153845603-935656.3541633545","17000.0","17000.0"
"906867.6153845601-2367656.3541633515","907867.6153845601-2367656.3541633515","1000.0","1000.0"
"142867.61538456054-841656.3541633545","273867.6153845604-912656.3541633545","149003.35566691097","149003.35566691097"
"512867.6153845603-1317656.3541633536","514867.6153845603-1202656.3541633538","115017.38998951396","115017.38998951396"
"78867.61538456054-2427656.3541633515","78867.61538456054-2429656.3541633515","2000.0","2000.0"
"420867.6153845603-712656.3541633547","483867.6153845603-766656.3541633547","82975.90011563599","82975.90011563599"
"843867.6153845601-1548656.354163353","865867.6153845601-1513656.354163353","41340.053217188775","41340.053217188775"
"157867.61538456054-860656.3541633545","226867.61538456043-836656.3541633545","73054.77397131542","73054.77397131542"
"328867.6153845603-905656.3541633545","333867.6153845603-931656.3541633545","26476.404589747453","26476.404589747453"
"533867.6153845603-1113656.354163354","552867.6153845603-1095656.354163354","26172.5046566048","26172.5046566048"
"-213132.38461543934-2040656.3541633522","-213132.38461543934-2062656.354163352","21999.999999999767","21999.999999999767"
"75867.61538456054-913656.3541633545","122867.61538456054-936656.3541633545","52325.90180780452","52325.90180780452"
"615867.6153845603-2718656.3541633505","615867.6153845603-2719656.3541633505","1000.0","1000.0"
"-566132.3846154391-1164656.354163354","-549132.3846154391-1165656.354163354","17029.386365926403","17029.386365926403"
"-223132.38461543934-2063656.354163352","-215132.38461543934-2063656.354163352","8000.0","8000.0"
"871867.6153845601-2475656.3541633515","871867.6153845601-2478656.3541633515","3000.0","3000.0"
"547867.6153845603-1292656.3541633536","548867.6153845603-1287656.3541633536","5099.019513592785","5099.019513592785"
"86867.61538456054-1060656.354163354","87867.61538456054-1066656.354163354","6082.76253029822","6082.76253029822"
"493867.6153845603-985656.3541633543","494867.6153845603-1000656.3541633543","15033.296378372908","15033.296378372908"
"56867.615384560544-963656.3541633543","69867.61538456054-991656.3541633543","30870.698080866263","30870.698080866263"
"534867.6153845603-1223656.3541633538","541867.6153845603-1211656.3541633538","13892.443989449805","13892.443989449805"
"-546132.3846154391-2326656.3541633515","-532132.3846154391-2326656.3541633515","14000.0","14000.0"
"533867.6153845603-1114656.354163354","535867.6153845603-1120656.354163354","6324.555320336759","6324.555320336759"
"315867.6153845603-1134656.354163354","334867.6153845603-1137656.354163354","19235.384061671346","19235.384061671346"
"177867.61538456043-1093656.354163354","183867.61538456043-1116656.354163354","23769.728648009426","23769.728648009426"
"60867.615384560544-1050656.3541633543","86867.61538456054-1060656.354163354","27856.776554368156","27856.776554368156"
"552867.6153845603-1095656.354163354","558867.6153845603-1098656.354163354","6708.203932499369","6708.203932499369"
"68867.61538456054-973656.3541633543","70867.61538456054-978656.3541633543","5385.164807134504","5385.164807134504"
"-351132.3846154392-2182656.354163352","-338132.3846154392-2173656.354163352","15811.388300841896","15811.388300841896"
"-91132.38461543934-1790656.3541633526","-66132.38461543934-1800656.3541633526","26925.824035672522","26925.824035672522"
"534867.6153845603-1223656.3541633538","573867.6153845603-1229656.3541633538","39458.83931389772","39458.83931389772"
"409867.6153845603-1052656.3541633543","437867.6153845603-1055656.354163354","28160.25568065742","28160.25568065742"
"422867.6153845603-1202656.3541633538","424867.6153845603-1202656.3541633538","2000.0","2000.0"
"403867.6153845603-1119656.354163354","418867.6153845603-1108656.354163354","18601.075237738274","18601.075237738274"
"402867.6153845603-1117656.354163354","408867.6153845603-1107656.354163354","11661.903789690601","11661.903789690601"
"166867.61538456043-1092656.354163354","194867.61538456043-1103656.354163354","30083.217912982647","30083.217912982647"
"409867.6153845603-1240656.3541633538","440867.6153845603-1289656.3541633536","57982.7560572967","57982.7560572967"
"556867.6153845603-1049656.3541633543","582867.6153845603-1081656.354163354","41231.05625617642","41231.05625617642"
"227867.61538456043-1174656.3541633538","256867.61538456043-1273656.3541633538","103160.06979447039","103160.06979447039"
"-317132.3846154392-2231656.3541633515","-279132.3846154393-2226656.3541633515","38327.535793473544","38327.535793473544"
"-205132.38461543934-2063656.354163352","-200132.38461543934-2058656.354163352","7071.067811865475","7071.067811865475"
"49867.615384560544-884656.3541633545","65867.61538456054-874656.3541633545","18867.96226411321","18867.96226411321"
"179867.61538456043-1189656.3541633538","203867.61538456043-1201656.3541633538","26832.815729997477","26832.815729997477"
"-51132.38461543934-1838656.3541633524","-46132.38461543934-1815656.3541633526","23537.20459187941","23537.20459187941"
"219867.61538456043-1090656.354163354","240867.61538456043-1096656.354163354","21840.329667841554","21840.329667841554"
"9867.615384560544-1798656.3541633526","9867.615384560544-1799656.3541633526","1000.0","1000.0"
"-369132.3846154392-1721656.3541633529","-341132.3846154392-1704656.3541633529","32756.6787083184","32756.6787083184"
"143867.61538456054-844656.3541633545","153867.61538456054-820656.3541633547","25999.999999999785","25999.999999999785"
"-73132.38461543934-833656.3541633545","-31132.384615439456-902656.3541633545","80777.4721070175","80777.4721070175"
"-108132.38461543934-866656.3541633545","-51132.38461543934-929656.3541633545","84958.81355103778","84958.81355103778"
"876867.6153845601-2471656.3541633515","915867.6153845601-2393656.3541633515","87206.65112249179","87206.65112249179"
"497867.6153845603-1180656.3541633538","518867.6153845603-1223656.3541633538","47853.94445602159","47853.94445602159"
"408867.6153845603-1059656.354163354","411867.6153845603-1068656.354163354","9486.832980505138","9486.832980505138"
"553867.6153845603-1004656.3541633543","788867.6153845601-1364656.3541633536","429912.78185231873","429912.78185231873"
"473867.6153845603-775656.3541633547","474867.6153845603-776656.3541633547","1414.213562373095","1414.213562373095"
"211867.61538456043-1130656.354163354","245867.61538456043-1134656.354163354","34234.48553724738","34234.48553724738"
"466867.6153845603-1163656.354163354","506867.6153845603-1170656.3541633538","40607.88100849387","40607.88100849387"
"477867.6153845603-982656.3541633543","487867.6153845603-1008656.3541633543","27856.77655436824","27856.77655436824"
"971867.6153845601-2435656.3541633515","971867.6153845601-2467656.3541633515","32000.0","32000.0"
"70867.61538456054-978656.3541633543","70867.61538456054-986656.3541633543","8000.0","8000.0"
"-483132.38461543916-2338656.3541633515","-479132.38461543916-2359656.3541633515","21377.55832643195","21377.55832643195"
"144867.61538456054-1704656.3541633529","157867.61538456054-1724656.3541633529","23853.720883753125","23853.720883753125"
"470867.6153845603-2293656.3541633515","495867.6153845603-2294656.3541633515","25019.992006393608","25019.992006393608"
"402867.6153845603-1117656.354163354","415867.6153845603-1106656.354163354","17029.386365926403","17029.386365926403"
"210867.61538456043-1224656.3541633538","215867.61538456043-1224656.3541633538","5000.0","5000.0"
"832867.6153845601-1530656.354163353","865867.6153845601-1513656.354163353","37121.42238654117","37121.42238654117"
"-12132.384615439456-1861656.3541633524","43867.615384560544-1766656.3541633526","110276.92415006847","110276.92415006847"
"409867.6153845603-1240656.3541633538","412867.6153845603-1239656.3541633538","3162.2776601683795","3162.2776601683795"
"148867.61538456054-822656.3541633547","274867.6153845604-910656.3541633545","153687.9956275048","153687.9956275048"
"233867.61538456043-1098656.354163354","239867.61538456043-1086656.354163354","13416.407864998739","13416.407864998739"
"455867.6153845603-1155656.354163354","506867.6153845603-1170656.3541633538","53160.13544000799","53160.13544000799"
"873867.6153845601-1506656.3541633533","876867.6153845601-1503656.3541633533","4242.640687119285","4242.640687119285"
"664867.6153845603-1172656.3541633538","792867.6153845601-1359656.3541633536","226612.00321253916","226612.00321253916"
"534867.6153845603-1217656.3541633538","534867.6153845603-1223656.3541633538","6000.0","6000.0"
"122867.61538456054-936656.3541633545","133867.61538456054-913656.3541633545","25495.097567963923","25495.097567963923"
"883867.6153845601-1459656.3541633533","884867.6153845601-1458656.3541633533","1414.213562373095","1414.213562373095"
"539867.6153845603-1096656.354163354","560867.6153845603-1122656.354163354","33421.549934136805","33421.549934136805"
"547867.6153845603-1004656.3541633543","556867.6153845603-1005656.3541633543","9055.385138137417","9055.385138137417"
"535867.6153845603-1101656.354163354","563867.6153845603-1118656.354163354","32756.6787083184","32756.6787083184"
"-404132.38461543916-2151656.354163352","-374132.3846154392-2156656.354163352","30413.81265149104","30413.81265149104"
"555867.6153845603-1096656.354163354","562867.6153845603-1120656.354163354","25000.0","25000.0"
"212867.61538456043-945656.3541633543","216867.61538456043-974656.3541633543","29274.562336608895","29274.562336608895"
"545867.6153845603-1006656.3541633543","653867.6153845603-1105656.354163354","146509.3853648972","146509.3853648972"
"337867.6153845603-1080656.354163354","347867.6153845603-1098656.354163354","20591.260281974002","20591.260281974002"
"378867.6153845603-1193656.3541633538","384867.6153845603-1156656.354163354","37483.32962798239","37483.32962798239"
"489867.6153845603-1037656.3541633543","517867.6153845603-1037656.3541633543","28000.0","28000.0"
"422867.6153845603-705656.3541633547","477867.6153845603-776656.3541633547","89810.91247727082","89810.91247727082"
"871867.6153845601-2478656.3541633515","874867.6153845601-2476656.3541633515","3605.5512754639894","3605.5512754639894"
"547867.6153845603-1124656.354163354","558867.6153845603-1098656.354163354","28231.18842698621","28231.18842698621"
"402867.6153845603-1117656.354163354","417867.6153845603-1107656.354163354","18027.756377319947","18027.756377319947"
"463867.6153845603-1021656.3541633543","494867.6153845603-1000656.3541633543","37443.29045369811","37443.29045369811"
"543867.6153845603-1013656.3541633543","553867.6153845603-1004656.3541633543","13453.62404707371","13453.62404707371"
"-351132.3846154392-2179656.354163352","-349132.3846154392-2177656.354163352","2828.42712474619","2828.42712474619"
"155867.61538456054-1007656.3541633543","217867.61538456043-973656.3541633543","70710.67811865466","70710.67811865466"
"153867.61538456054-820656.3541633547","264867.6153845604-921656.3541633545","150073.3154161656","150073.3154161656"
"-326132.3846154392-2324656.3541633515","-319132.3846154392-2324656.3541633515","7000.0","7000.0"
"967867.6153845601-1357656.3541633536","995867.6153845601-1383656.3541633536","38209.9463490856","38209.9463490856"
"556867.6153845603-1049656.3541633543","658867.6153845603-1160656.354163354","150748.13431681317","150748.13431681317"
"838867.6153845601-1784656.3541633526","840867.6153845601-1783656.3541633526","2236.06797749979","2236.06797749979"
"414867.6153845603-1239656.3541633538","442867.6153845603-1286656.3541633536","54708.31746635952","54708.31746635952"
"327867.6153845603-937656.3541633545","328867.6153845603-905656.3541633545","32015.621187164244","32015.621187164244"
"-656132.384615439-2187656.354163352","-650132.384615439-2199656.354163352","13416.407864998739","13416.407864998739"
"441867.6153845603-1081656.354163354","451867.6153845603-1068656.354163354","16401.219466856724","16401.219466856724"
"263867.6153845604-986656.3541633543","263867.6153845604-992656.3541633543","6000.0","6000.0"
"384867.6153845603-1156656.354163354","394867.6153845603-1168656.354163354","15620.499351813309","15620.499351813309"
"324867.6153845603-1024656.3541633543","328867.6153845603-1016656.3541633543","8944.27190999916","8944.27190999916"
"-208132.38461543934-2075656.354163352","-173132.38461543934-2095656.354163352","40311.288741492746","40311.288741492746"
"-488132.38461543916-2335656.3541633515","-470132.38461543916-2351656.3541633515","24083.18915758459","24083.18915758459"
"551867.6153845603-894656.3541633545","616867.6153845603-770656.3541633547","140003.57138301845","140003.57138301845"
"-351132.3846154392-2179656.354163352","-331132.3846154392-2221656.3541633515","46518.81339845161","46518.81339845161"
"533867.6153845603-1113656.354163354","547867.6153845603-1124656.354163354","17804.493814764857","17804.493814764857"
"412867.6153845603-1173656.3541633538","546867.6153845603-1294656.3541633536","180546.39292990582","180546.39292990582"
"401867.6153845603-1114656.354163354","402867.6153845603-1110656.354163354","4123.105625617661","4123.105625617661"
"290867.6153845603-922656.3541633545","337867.6153845603-910656.3541633545","48507.73134253961","48507.73134253961"
"474867.6153845603-1135656.354163354","505867.6153845603-1174656.3541633538","49819.67482832442","49819.67482832442"
"-553132.3846154391-1159656.354163354","-549132.3846154391-1165656.354163354","7211.102550927979","7211.102550927979"
"941867.6153845601-1358656.3541633536","942867.6153845601-1371656.3541633536","13038.404810405298","13038.404810405298"
"602867.6153845603-961656.3541633543","642867.6153845603-1016656.3541633543","68007.35254367722","68007.35254367722"
"-251132.38461543928-898656.3541633545","-248132.38461543928-891656.3541633545","7615.773105863908","7615.773105863908"
"782867.6153845601-1207656.3541633538","798867.6153845601-1218656.3541633538","19416.4878389476","19416.4878389476"
"-373132.3846154392-1719656.3541633529","-351132.3846154392-1720656.3541633529","22022.71554554524","22022.71554554524"
"441867.6153845603-1071656.354163354","441867.6153845603-1081656.354163354","10000.0","10000.0"
"323867.6153845603-939656.3541633545","337867.6153845603-910656.3541633545","32202.484376209235","32202.484376209235"
"-262132.38461543928-2040656.3541633522","-260132.38461543928-2044656.3541633522","4472.13595499958","4472.13595499958"
"-261132.38461543928-2252656.3541633515","-191132.38461543934-2234656.3541633515","72277.24399837056","72277.24399837056"
"818867.6153845601-2576656.354163351","818867.6153845601-2577656.354163351","1000.0","1000.0"
"-550132.3846154391-2327656.3541633515","-529132.3846154391-2329656.3541633515","21095.023109728987","21095.023109728987"
"-43132.384615439456-930656.3541633545","-32132.384615439456-900656.3541633545","31953.090617340913","31953.090617340913"
"797867.6153845601-1152656.354163354","799867.6153845601-1152656.354163354","2000.0","2000.0"
"155867.61538456054-1007656.3541633543","187867.61538456043-945656.3541633543","69771.05417004958","69771.05417004958"
"884867.6153845601-1458656.3541633533","891867.6153845601-1468656.3541633533","12206.555615733703","12206.555615733703"
"547867.6153845603-1004656.3541633543","792867.6153845601-1359656.3541633536","431335.1365237933","431335.1365237933"
"540867.6153845603-879656.3541633545","616867.6153845603-770656.3541633547","132879.64479181884","132879.64479181884"
"453867.6153845603-1142656.354163354","454867.6153845603-1137656.354163354","5099.019513592785","5099.019513592785"
"410867.6153845603-1176656.3541633538","419867.6153845603-1167656.354163354","12727.92206135769","12727.92206135769"
"533867.6153845603-1114656.354163354","539867.6153845603-1096656.354163354","18973.665961010276","18973.665961010276"
"786867.6153845601-2608656.354163351","787867.6153845601-2623656.354163351","15033.296378372908","15033.296378372908"
"562867.6153845603-944656.3541633543","610867.6153845603-966656.3541633543","52801.515129776344","52801.515129776344"
