"ID1","ID2","Dist","DistM","BC_d10000_p0.01_beta0_Cvroliki","BC_d20000_p0.01_beta0_Cvroliki","BC_d50000_p0.01_beta0_Cvroliki","CF_beta0_Cvroliki","BC_d542300_p1.0E-10_beta0_Cvroliki"
"14","22","39999.999999999534","39999.999999999534","1.000000000000215E-8","1.0000000000001075E-4","0.025118864315096887","66.14318523995219","0.18297884635133851"
"14","17","76485.29270389177","76485.29270389177","5.045932762661354E-16","2.246315374710629E-8","8.721441897293962E-4","54.30945233318884","0.03886985271426715"
"23","72","502299.7113278078","502299.7113278078","3.4678294817854416E-101","5.888827966399971E-51","8.09117412949975E-21","42.72687439334397","5.465694016791995E-10"
"23","49","541221.7660072431","541221.7660072431","5.697078124465983E-109","7.574907500527347E-55","2.526702108511535E-22","37.76302707075424","1.5938997547288233E-10"
"23","43","373700.414770976","373700.414770976","1.8193533123923144E-75","4.265387804634315E-38","1.1271543960339805E-15","27.063976685262233","1.285222446251927E-7"
"23","46","323210.4577516014","323210.4577516014","2.279861421075546E-65","4.7747894415100085E-33","1.1791843046280521E-13","30.377691527992145","1.096494129990986E-6"
"23","41","282766.6882785165","282766.6882785165","2.796806010610085E-57","5.28848372467013E-29","4.890265844376834E-12","33.69920751407037","6.106446060639795E-6"
"23","38","329358.46732701396","329358.46732701396","1.343713048731422E-66","1.159186373596335E-33","6.693623904664702E-14","24.76088991035418","8.445926607788383E-7"
"23","40","190023.68273454712","190023.68273454712","9.891529557845547E-39","9.945616902860046E-20","2.5064133242598152E-8","40.18266929132302","3.133051222478726E-4"
"23","42","212136.74834879502","212136.74834879502","3.738094964639035E-43","6.113996209222766E-22","3.2698668321927236E-9","34.975076594906405","1.2251889603229947E-4"
"23","30","129876.86476043376","129876.86476043376","1.0583444773593802E-26","1.0287587070637022E-13","6.3815387335030575E-6","47.931313585645356","0.004027851848772422"
"23","34","135070.35203922435","135070.35203922435","9.68120891726777E-28","3.111464111518526E-14","3.955359099870243E-6","47.30537676361706","0.003230767438974121"
"23","28","402304.61096040125","402304.61096040125","3.4600136165464743E-81","5.88218804234145E-41","8.087524070851668E-17","24.168013419706575","3.819007487735075E-8"
"23","31","168077.36313971606","168077.36313971606","2.423970734107396E-34","1.5569106378040442E-17","1.8919317887991424E-7","36.283696197703144","7.955311260407097E-4"
"23","27","342527.3711690788","342527.3711690788","3.1226676649521025E-69","5.588083450479334E-35","1.9902386653314532E-14","26.600674593834082","4.83045548902259E-7"
"23","26","342023.39101295377","342023.39101295377","3.938417907107041E-69","6.275681562274364E-35","2.0847998421188285E-14","26.65374509204975","4.93493534930337E-7"
"23","25","357259.00968345057","357259.00968345057","3.533442784041178E-72","1.8797454040484253E-36","5.1243597660001135E-15","92.82305798233779","2.5831645279265623E-7"
"24","48","537060.5180051863","537060.5180051863","3.87167718396963E-108","1.9725941011819197E-54","3.5932221527696847E-22","134.22609521555984","1.663331373130405E-10"
"24","39","413417.4645561068","413417.4645561068","2.072559888698534E-83","4.552537631583658E-42","2.9060388620226343E-17","53.84868829398819","2.3800823734403475E-8"
"24","47","511096.85970469343","511096.85970469343","6.034316155079839E-103","7.768511675852993E-52","3.669676047327524E-21","135.83413970549498","4.4056494870633357E-10"
"24","44","382990.8615097745","382990.8615097745","2.522479805513779E-77","5.0224294972789606E-39","4.790331274816152E-16","146.89541470034075","8.665187969019254E-8"
"24","36","178999.99999999953","178999.99999999953","1.5849031924614754E-36","1.2620876894544797E-18","7.549267053669915E-8","114.02133884757698","6.661995826329394E-4"
"24","33","177101.66571774482","177101.66571774482","3.7989786814447296E-36","1.9490968886755552E-18","8.240116868643586E-8","115.11011269346967","5.423120641826916E-4"
"24","32","175002.85711953344","175002.85711953344","9.986851130530599E-36","3.1601979574910493E-18","9.997368841871787E-8","116.44471881913366","5.928587716953506E-4"
"24","29","21000.0","21000.0","6.309573444801939E-5","0.007943282347242819","0.14454398338416624","186.8073640795375","0.4101438011709464"
"21","72","509966.6655772699","509966.6655772699","1.0154695018796312E-102","1.007705343152916E-51","4.0040463576855696E-21","46.12012035184659","4.322144940528317E-10"
"21","43","495219.14341026783","495219.14341026783","9.040060103976567E-100","3.0066692708005925E-50","1.553224611790625E-20","29.930526172729614","7.381930680909628E-10"
"21","46","431372.22905513935","431372.22905513935","5.315623209084069E-87","7.290832057511727E-44","5.5604614962119185E-18","33.78227824708541","1.110466983503554E-8"
"21","41","380297.25215941237","380297.25215941237","8.720664287420601E-77","9.338449704003658E-39","6.139173590690352E-16","37.67797761193642","9.712413656850488E-8"
"21","38","497209.2114995453","497209.2114995453","3.615411208518879E-100","1.9014234690144325E-50","1.2930982979247999E-20","27.924623604000637","6.78396037138081E-10"
"21","40","278958.77831679676","278958.77831679676","1.6152670600263563E-56","1.270931571732466E-28","6.944626085979275E-12","46.23792057867591","7.178047197615782E-6"
"21","42","380581.1345823645","380581.1345823645","7.651966913901556E-77","8.747552179839545E-39","5.980735784860554E-16","34.70359361867083","9.596045925353602E-8"
"21","30","254803.84612481805","254803.84612481805","1.094537826359793E-51","3.308380005924037E-26","6.424600911769083E-11","46.95552913232426","2.0018093961731893E-5"
"21","34","286923.3347080714","286923.3347080714","4.124136759512941E-58","2.030797074922293E-29","3.3347755731342666E-12","42.387866530152394","5.118468848147363E-6"
"21","31","359123.9340394899","359123.9340394899","1.4969703279465172E-72","1.2235073877776615E-36","4.315614448425941E-15","33.451923795282056","2.3865066093400094E-7"
"21","27","533427.5958365856","533427.5958365856","2.062912619934858E-107","4.5419297880249734E-54","4.601465461147527E-22","27.441038085886902","1.4574945647423157E-10"
"21","26","532541.0782277737","532541.0782277737","3.103018425815033E-107","5.570474329727257E-54","4.992946020872103E-22","27.46554856576114","1.5134020188128585E-10"
"21","23","182617.08572858115","182617.08572858115","2.9962831659262322E-37","5.473831533693956E-19","4.9581147163257735E-8","48.92495943845627","4.29086645973744E-4"
"21","25","174244.08167854644","174244.08167854644","1.416392649532534E-35","3.7634992354623035E-18","1.0721035470057769E-7","164.28441831923348","6.122700216015545E-4"
"21","39","414493.66702037776","414493.66702037776","1.2626023575826094E-83","3.5533116350562463E-42","2.631802716213594E-17","156.06199366001425","2.2745595382709607E-8"
"26","45","445888.999640044","445888.999640044","6.64048915851213E-90","2.576914658756112E-45","1.460293036986146E-18","24.30735854363266","5.9953799784323934E-9"
"26","56","350385.50198317214","350385.50198317214","8.373356913575923E-71","9.150604850815012E-36","9.65116900282545E-15","24.166692985671652","3.4585901218998035E-7"
"26","43","373450.1305395401","373450.1305395401","2.041615207894284E-75","4.5184236276541E-38","1.1534393897791225E-15","24.89567467798427","1.29893630839367E-7"
"26","46","381764.32520600915","381764.32520600915","4.4374651856525726E-77","6.661430166002322E-39","5.363237037266472E-16","23.98527316376738","9.125931311723429E-8"
"26","41","386865.6097406432","386865.6097406432","4.2352402552314614E-78","2.057969935453738E-39","3.352552676577105E-16","23.347625381469097","7.34868239833877E-8"
"26","37","303133.6338976586","303133.6338976586","2.3619637088313448E-61","4.86000381566861E-31","7.49298121976237E-13","21.60053032094415","2.5717129907178894E-6"
"26","38","215967.59016111607","215967.59016111607","6.404451892665538E-44","2.5307018577196204E-22","2.2977162387110582E-9","28.05478013205589","1.0412677555126931E-4"
"26","40","362404.4701711055","362404.4701711055","3.304501594614658E-73","5.7484794464403E-37","3.1902241120654016E-15","22.252109631462652","2.0762019247516056E-7"
"26","35","228396.584913172","228396.584913172","2.0925845637787177E-46","1.4465768433715224E-23","7.313690929620635E-10","25.27305528094238","6.142879952090929E-5"
"26","42","200818.32585697947","200818.32585697947","6.860169220161351E-41","8.282613850809025E-21","9.273997312813256E-9","29.964614828180476","1.9811370282390536E-4"
"26","30","320390.3868720157","320390.3868720157","8.354541594996883E-65","9.140318153651372E-33","1.5289191669215368E-13","22.213169608235003","1.2359712128584165E-6"
"26","34","232124.96634356235","232124.96634356235","3.75843229573697E-47","6.130605431551577E-24","5.188016471454112E-10","28.96663798354124","5.2434937789512664E-5"
"26","28","49819.674828324554","49819.674828324554","1.0865883248749743E-10","1.0423954743162377E-5","0.0101674725099891","51.839220493689105","0.12059416605101113"
"26","31","125936.49193144926","125936.49193144926","6.49683165765256E-26","2.548888318003078E-13","9.173611052447272E-6","43.955546761176194","0.004761391315714258"
"26","27","2000.0","2000.0","0.39810717055349726","0.6309573444801932","0.831763771102671","139.74668278386648","0.9185864698811937"
"25","40","445058.4231311655","445058.4231311655","9.73453864969904E-90","3.1200222194463793E-45","1.576443795412904E-18","77.5841039719593","6.274352290718514E-9"
"25","30","430118.5882986224","430118.5882986224","9.468525219865624E-87","9.730634727429462E-44","6.2410328433419134E-18","80.27060835103151","1.1711775954426599E-8"
"25","34","464691.2953779098","464691.2953779098","1.1527653778890134E-93","3.395239870596794E-47","2.584331284132115E-19","74.70441653822897","2.698378090559251E-9"
"25","31","533258.8489654904","533258.8489654904","2.229616691198221E-107","4.721881713044304E-54","4.673540831727477E-22","65.93469514236047","1.4679750098370927E-10"
"25","39","279302.70317345654","279302.70317345654","1.3786669521888222E-56","1.1741664925336705E-28","6.728091251488657E-12","142.72275414487476","7.073988585168181E-6"
"29","39","381708.0035838911","381708.0035838911","4.554065610601438E-77","6.74838173979617E-39","5.391130648609357E-16","57.43348727034341","9.14773861478778E-8"
"29","47","536716.871357701","536716.871357701","4.535505832460407E-108","2.1297893818164867E-54","3.465989646401478E-22","134.0434838587052","1.4844906357962163E-10"
"29","44","408770.1065391148","408770.1065391148","1.7618896005685063E-82","1.3273618951018997E-41","4.458571615561357E-17","143.79697856146987","2.9000751284822167E-8"
"29","36","204999.99999999953","204999.99999999953","0.0","0.0","0.0","111.93473207287848","0.0"
"29","33","202999.99999999953","202999.99999999953","2.511886431510126E-41","5.011872336273267E-21","7.585775750292183E-9","112.92165012800706","1.8058617195814333E-4"
"29","32","200999.99999999953","200999.99999999953","6.309573444803369E-41","7.94328234724372E-21","9.120108393559507E-9","114.0065199163237","1.965913693382259E-4"
"17","36","427113.56803548074","427113.56803548074","3.7782126076783735E-86","1.9437624874655786E-43","8.231088639642827E-18","62.19466817524767","1.3305624303595211E-8"
"17","33","423562.27405187924","423562.27405187924","1.9388543689828667E-85","4.403242406435134E-43","1.1415870614730724E-17","62.66181606408506","1.5471098249300823E-8"
"17","32","422522.188766459","422522.188766459","3.130129075625968E-85","5.594755647591741E-43","1.2563552223273444E-17","62.799882100247686","1.616963396102546E-8"
"17","24","252922.91315734875","252922.91315734875","2.602659586657489E-51","5.101626786288359E-26","7.639826109822389E-11","31.329722362784803","2.1682386318631304E-5"
"17","29","163615.4026979119","163615.4026979119","1.891992717493902E-33","4.349704262928575E-17","2.8535395226940247E-7","32.62604113810512","9.614696831836925E-4"
"17","22","139488.35076808342","139488.35076808342","1.2656972787913819E-28","1.1250321234486515E-14","2.633091610123904E-6","36.41081046587079","0.0026781685068538075"
"32","53","400312.3780249612","400312.3780249612","8.660129673115722E-81","9.305981771482106E-41","9.716388672141004E-17","139.36244693325605","4.15191684126463E-8"
"32","48","361337.79210041073","361337.79210041073","5.400594625859814E-73","7.3488738088633785E-37","3.5195595359552636E-15","152.09242829739583","2.1724788208810539E-7"
"32","59","451884.9411077995","451884.9411077995","4.197703683702905E-91","6.478968809697192E-46","8.406251045336648E-19","128.45666353567782","4.647845896504729E-9"
"32","50","378846.9347902919","378846.9347902919","1.7006425540599375E-76","1.3040868659947226E-38","7.016533586039141E-16","146.80032714630033","1.0329301754919568E-7"
"32","39","418571.37981472135","418571.37981472135","1.9307410798926158E-84","1.3895110938357476E-42","1.8077767950544635E-17","65.37141768677343","1.912290381911229E-8"
"32","47","337219.5130771642","337219.5130771642","3.598300130436668E-68","1.8969185882469147E-34","3.245035684270408E-14","154.90849028592723","6.048945557841674E-7"
"32","44","208079.3118020141","208079.3118020141","2.4217964575298163E-42","1.5562122148119184E-21","4.751464927626275E-9","187.27529807583423","1.455533328366694E-4"
"32","36","2000.0","2000.0","0.39810717055349726","0.6309573444801932","0.831763771102671","105.43201264656346","0.91858646982337"
"32","33","2000.0","2000.0","0.39810717055349726","0.6309573444801932","0.831763771102671","97.34049716858445","0.91858646982337"
"33","53","399185.4205754507","399185.4205754507","1.4551772114315519E-80","1.2063072624466586E-40","1.0779116778852586E-16","139.74035442833153","4.3555106530259985E-8"
"33","48","360072.21497916174","360072.21497916174","9.672906819394295E-73","9.835093705397166E-37","3.954680485832254E-15","152.60939474323862","2.2924690834445632E-7"
"33","59","450999.9999999993","450999.9999999993","6.309573444804141E-91","7.943282347244205E-46","9.120108393559763E-19","128.69527881053517","4.825807340951321E-9"
"33","50","378187.7840438526","378187.7840438526","2.3037916042123024E-76","1.5178246289385023E-38","7.455703666038544E-16","147.0401583622434","1.0622472875712862E-7"
"33","39","423883.23864007613","423883.23864007613","1.6724466463252463E-85","4.089555778229766E-43","1.1083334851222245E-17","64.56630932090849","1.526171297250856E-8"
"33","47","336407.4909986395","336407.4909986395","5.2300013415950715E-68","2.286919618525118E-34","3.4970380686736E-14","155.26404444392767","6.261138489403063E-7"
"33","44","207171.4266012565","207171.4266012565","3.678872018478755E-42","1.9180385862851546E-21","5.16586361329539E-9","188.06369462581526","1.51273724656971E-4"
"33","36","3162.2776601683795","3162.2776601683795","0.2331011778335148","0.48280552796495074","0.7473239379249527","81.16884198129148","0.8743547423521609"
"28","52","524854.2654870957","524854.2654870957","1.0694165542873998E-105","3.2701935023685725E-53","1.0135373405856165E-21","26.631351906368113","2.113046842524292E-10"
"28","45","409019.55943450826","409019.55943450826","1.570681444278786E-82","1.2532683049845256E-41","4.357301610204244E-17","25.976655858713556","2.8687214108344854E-8"
"28","56","301529.43471574975","301529.43471574975","4.944393841872036E-61","7.031638387937789E-31","8.686055727762845E-13","27.097194100326636","2.7529853232094606E-6"
"28","43","372828.37874818424","372828.37874818424","2.7184681578745354E-75","5.213893130736892E-38","1.22141950234172E-15","25.36832320689023","1.333684014679407E-7"
"28","46","391737.1567773467","391737.1567773467","4.493333406285278E-79","6.703233105215182E-40","2.1404925908995663E-16","23.87534113097215","5.975517152679535E-8"
"28","41","405823.853414261","405823.853414261","6.842728632021857E-82","2.615860973374131E-41","5.848518438433413E-17","22.75865422271863","3.285639297766823E-8"
"28","37","237453.15327449283","237453.15327449283","3.2312409576313175E-48","1.797565286055368E-24","3.1759515536161916E-10","25.905300831017584","4.1818563267832995E-5"
"28","38","214441.13411376983","214441.13411376983","1.2935200870201197E-43","3.5965540271489313E-22","2.6445673721887995E-9","29.958952787593276","1.1109902178840589E-4"
"28","40","392684.3516108067","392684.3516108067","2.904889908426839E-79","5.389703060862295E-40","1.9616699328788557E-16","21.63084650000926","5.739965017879827E-8"
"28","35","159176.00321656486","159176.00321656486","1.46150180710699E-32","1.2089258898323709E-16","4.2949673957854214E-7","33.55409105227944","0.001160908585223624"
"28","42","224379.14341578152","224379.14341578152","1.3309793480032132E-45","3.6482589655933325E-23","1.0588495670372726E-9","28.973226157432286","7.285402668287213E-5"
"28","30","363572.55121914775","363572.55121914775","1.9296998192651122E-73","4.39283486972264E-37","2.8648240324715635E-15","21.03068253279417","1.9757418568545194E-7"
"28","34","274308.22080280405","274308.22080280405","1.3751682584604351E-55","3.708326116269219E-28","1.0657888387916566E-11","26.411514365520265","8.745053652148659E-6"
"28","31","182043.95073717763","182043.95073717763","3.901304534953565E-37","6.246042374939162E-19","5.2268732715354936E-8","33.959254630329674","4.396565793700898E-4"
"27","52","527568.952839341","527568.952839341","3.0634494927087034E-106","1.7532879398264996E-53","8.512382142332684E-22","26.716382623810127","2.4474036300713517E-10"
"27","45","419380.4954930537","419380.4954930537","1.3301508655532588E-84","1.1533216661249622E-42","1.6779545004106773E-17","25.71874152276565","1.847706315109471E-8"
"27","56","323215.0986572248","323215.0986572248","2.2749940678654656E-65","4.7696897885139924E-33","1.1786803780181489E-13","26.02300835249944","1.096278085924247E-6"
"27","43","356477.20824759547","356477.20824759547","5.064753934405224E-72","2.250500818574662E-36","5.506956806061443E-15","25.983371437555082","2.670349879551354E-7"
"27","46","368110.03789627843","368110.03789627843","2.3877696114780816E-74","1.54524095579883E-37","1.8862466616290696E-15","24.791096223626063","1.629517566953002E-7"
"27","41","375479.6931925875","375479.6931925875","8.017913405114976E-76","2.831592026601816E-38","9.567804049487091E-16","23.97559328612939","1.1916961252929394E-7"
"27","37","277892.06537790847","277892.06537790847","2.639896647101782E-56","1.6247758759600604E-28","7.661563137704876E-12","23.363203334530624","7.510631659920748E-6"
"27","38","197709.38268074134","197709.38268074134","2.871596820840781E-40","1.6945786558436232E-20","1.234879817677444E-8","30.456026173091008","2.2607022374735166E-4"
"27","40","353101.96827545395","353101.96827545395","2.3966595436139323E-71","4.8955689593896355E-36","7.514866485105024E-15","22.77498334496468","3.0818217681197526E-7"
"27","35","204795.01947068883","204795.01947068883","1.0989959851490087E-41","3.3151108354759556E-21","6.4298260103577E-9","27.943503871358292","1.6733406934661755E-4"
"27","42","189552.10365490505","189552.10365490505","1.2290775018323313E-38","1.108637678338749E-19","2.6176757745130634E-8","31.651853377380363","3.1964167905159155E-4"
"27","30","314256.26485401986","314256.26485401986","1.4084681453293334E-63","3.752956361762462E-32","2.6899821976245483E-13","22.60026022662172","1.603693725239373E-6"
"27","34","225461.74841866182","225461.74841866182","8.084446963359621E-46","2.843316191238607E-23","9.583630549671337E-10","29.749710347725795","6.958094907497389E-5"
"27","28","31048.34939251999","31048.34939251999","6.170638741486811E-7","7.855341330258546E-4","0.05728831178196652","80.11866522492114","0.26758953461535245"
"27","31","124100.76550932304","124100.76550932304","1.5130277666213205E-25","3.889765759812948E-13","1.0863490267768873E-5","44.57700816567882","0.005147361028472479"
"35","52","436496.2771891639","436496.2771891639","5.0204721488813183E-88","2.2406410129427958E-44","3.468557611996334E-18","31.26922882855231","8.933431412560058E-9"
"35","45","298021.81128232833","298021.81128232833","2.486782162433909E-60","1.5769534433311306E-30","1.1998516380259816E-12","33.942718160029855","3.195168283737663E-6"
"35","56","167919.6236298781","167919.6236298781","2.606605300311379E-34","1.614498467113357E-17","1.9196190661439986E-7","43.4249416348664","8.008770635636869E-4"
"35","43","376119.6618099082","376119.6618099082","5.971282774693681E-76","2.443620832840824E-38","9.020145179984461E-16","26.137429757128466","1.15974735981133E-7"
"35","46","417814.55216399505","417814.55216399505","2.7358328956403606E-84","1.6540353368777708E-42","1.9382862433459625E-17","23.414471109135196","1.9747353631080258E-8"
"35","41","457184.8641414102","457184.8641414102","3.6561766583728725E-92","1.9121131395325104E-46","5.159474072197357E-19","21.418918659309504","3.7112586412124094E-9"
"35","37","59908.263203000635","59908.263203000635","1.0431514339736104E-12","1.0213478516027782E-6","0.004014851366036747","67.62856865189198","0.07857654919011185"
"35","38","249903.98156091853","249903.98156091853","1.0452103168354824E-50","1.0223552791644803E-25","1.0088828454428942E-10","29.36154312046402","2.4647683573788373E-5"
"35","40","469886.15642514906","469886.15642514906","1.0538255284919096E-94","1.0265600462183931E-47","1.601598830440668E-19","20.16095725205286","2.1642611974581427E-9"
"35","42","299282.47526375455","299282.47526375455","1.3915696467671795E-60","1.1796481029388296E-30","1.0683190912167912E-12","25.45237756846014","3.028571133845351E-6"
"36","53","392928.7467213355","392928.7467213355","2.5956770408580882E-79","5.094778739904304E-40","1.9180067495848425E-16","141.89706808207993","5.680709872529417E-8"
"36","48","353841.77254812594","353841.77254812594","1.704690301685195E-71","4.1287895340949444E-36","7.019870461333848E-15","155.21930655399828","2.9866429735118544E-7"
"36","59","444707.76921479503","444707.76921479503","1.1440530336232731E-89","3.382385302746086E-45","1.6281305724762324E-18","130.4566617933054","6.303744121562929E-9"
"36","50","371873.6344512739","371873.6344512739","4.2196177422902317E-75","6.495858482364153E-38","1.3336891619492713E-15","149.46380851408892","1.38885980626176E-7"
"36","39","417490.1196435668","417490.1196435668","3.1766990363862816E-84","1.7823296654621115E-42","1.9970788589379702E-17","65.59033309107403","2.0021299131771328E-8"
"36","47","330106.04356782034","330106.04356782034","9.523383785470879E-67","9.758782601057817E-34","6.248247977538083E-14","158.14429962871654","8.181856555858873E-7"
"36","44","200878.07247183507","200878.07247183507","6.6739892937226E-41","8.169448753571198E-21","9.223103901109655E-9","193.80160263884855","1.9761177134980504E-4"
"37","62","488698.27091979684","488698.27091979684","1.8211504104191152E-98","1.3495000594364994E-49","2.831842942693974E-20","39.79690539554813","9.736765220778983E-10"
"37","52","378259.17041097564","378259.17041097564","2.2292866629777702E-76","1.4930795903024628E-38","7.406843756977447E-16","34.05670077348358","1.0590324503056465E-7"
"37","45","235416.65191740324","235416.65191740324","8.254097916690316E-48","2.872994590438749E-24","3.8311920540648264E-10","39.52799423845599","4.5595517364413754E-5"
"37","56","102449.98779892533","102449.98779892533","3.235954751435967E-21","5.688545289822317E-11","7.979955840233959E-5","61.7624375791371","0.012906975692429247"
"37","43","364533.9490363","364533.9490363","1.2393962926780252E-73","3.5205060611764684E-37","2.6220564573016868E-15","25.883499082700567","1.8967176431963661E-7"
"37","46","414451.4446832098","414451.4446832098","1.2873927627575496E-83","3.588025589035772E-42","2.6420571811670208E-17","22.862447140835624","2.2778469018203477E-8"
"37","41","464104.514091384","464104.514091384","1.5104181013824798E-93","3.886409784598736E-47","2.7278434101552705E-19","20.43916408739602","2.7664513028937914E-9"
"37","38","268361.69622358534","268361.69622358534","2.1264773209178682E-54","1.4582446025677132E-27","1.843028924353484E-11","26.540670403146436","1.125683395249509E-5"
"37","40","488451.63527211134","488451.63527211134","2.0402009505795794E-98","1.4283560307498895E-49","2.8969072396858433E-20","18.92243417797447","9.83926492040206E-10"
"37","42","326938.8321995413","326938.8321995413","4.0948081602666363E-66","2.0235632335725605E-33","8.364629553604831E-14","22.82908969632776","9.359554382290499E-7"
"30","62","536985.1022142034","536985.1022142034","4.008478487217182E-108","2.0021184997939517E-54","3.315859677460834E-22","32.50875174954696","1.2547692582111347E-10"
"30","55","470612.3670283208","470612.3670283208","7.542695826753544E-95","8.684869502044088E-48","1.4979787277339581E-19","36.42485891577998","2.1017024207311085E-9"
"30","54","430498.54819731857","430498.54819731857","7.9485948414184594E-87","8.91548924143732E-44","6.0264016330009716E-18","40.40307621514938","1.1524346225625771E-8"
"30","52","481009.3554183733","481009.3554183733","6.282448198378904E-97","7.92618962577789E-49","5.749443139413608E-20","23.29940101805435","1.3495784344723125E-9"
"30","51","421047.5032582417","421047.5032582417","6.17304365637764E-85","7.856871932504462E-43","1.4391294801405687E-17","41.3147749355015","1.721445813564808E-8"
"30","72","364335.010670124","364335.010670124","1.3583067721587169E-73","3.6855213636047705E-37","2.6705429877018577E-15","50.49189516700593","1.9128039733404514E-7"
"30","49","396127.50472543464","396127.50472543464","5.9497546200585435E-80","2.4392118850273223E-40","1.4285643596423967E-16","43.56244407821991","4.9592680007018856E-8"
"30","45","466374.3131863067","466374.3131863067","5.310523839077128E-94","2.304457384955757E-47","2.2132347097232173E-19","18.330663886621473","2.5123128424117462E-9"
"30","56","461971.86061490746","461971.86061490746","4.032996796320103E-93","6.350588001374442E-47","3.319904380643071E-19","16.110201953435134","3.028650181884338E-9"
"30","43","221472.34590350036","221472.34590350036","5.0761075987151497E-45","7.124680763876477E-23","1.3839046349432703E-9","27.59816403704418","8.242421929227638E-5"
"30","46","168237.92675850427","168237.92675850427","2.2512029453557762E-34","1.500400928204117E-17","1.8641589043488367E-7","34.62299383532048","7.901260006353217E-4"
"30","41","128390.0307656318","128390.0307656318","2.0989101458502646E-26","1.4487615904110188E-13","7.318107239984499E-6","42.72052082292224","0.004290329758722323"
"30","37","510783.7115648849","510783.7115648849","6.970399775252822E-103","8.348892007477892E-52","3.703834199158977E-21","16.83542267463639","3.8120594184366826E-10"
"30","38","213251.0257888573","213251.0257888573","2.2376638316189655E-43","4.730395154338552E-22","2.9509304135879425E-9","18.379133179947143","1.1685728805184215E-4"
"30","40","44721.35954999538","44721.35954999538","1.1369152449582917E-9","3.3718173808174895E-5","0.01626093890117488","79.31616379980355","0.14974044505546666"
"30","35","475601.7241348055","475601.7241348055","7.579755084759134E-96","2.753135500617275E-48","9.460869120797758E-20","18.503492887740002","1.6979102537350156E-9"
"30","42","103696.67304209904","103696.67304209904","1.822490996892904E-21","4.269064296649681E-11","7.114314800407574E-5","28.353949556315122","0.012241528378499192"
"30","34","9055.385138137417","9055.385138137417","0.015449803933936412","0.12429724025068462","0.43429476507731074","122.02790131187845","0.6807989831826077"
"30","31","153447.05927452625","153447.05927452625","2.044504849832271E-31","4.521620118754196E-16","7.279769509951293E-7","27.25312168376366","0.0014806064004736304"
"34","62","527037.9492977698","527037.9492977698","3.9121017374091245E-106","1.9779033690777525E-53","8.28861615733135E-22","33.31570707129647","1.9117534267289622E-10"
"34","55","485519.3096057034","485519.3096057034","7.872960614971075E-98","2.805879650835202E-49","3.7951383783903435E-20","35.54531501063254","1.1143835033369443E-9"
"34","54","451359.0588433991","451359.0588433991","5.347960997669463E-91","7.312975453035149E-46","8.823434097175184E-19","38.79426436415052","4.752793469011364E-9"
"34","52","459190.5922381239","459190.5922381239","1.4517156288608794E-92","1.2048716233943263E-46","4.289200129956604E-19","24.531530104516982","3.408282934987142E-9"
"34","51","444325.3312607768","444325.3312607768","1.364374983636848E-89","3.6937446901983466E-45","1.6865015690276183E-18","39.41358050811845","6.40694098340351E-9"
"34","72","393649.590371944","393649.590371944","1.8624384352007582E-79","4.315597797757291E-40","1.794801340068209E-16","47.049557471837524","5.509475602280008E-8"
"34","49","418125.57922231837","418125.57922231837","2.370741245680255E-84","1.5397211584180608E-42","1.8835486026049255E-17","41.55058475692286","1.9488282721167752E-8"
"34","45","418083.7236726626","418083.7236726626","2.416880988292504E-84","1.5546321070570053E-42","1.890823769164102E-17","20.446145789426907","1.9522947518870422E-8"
"34","56","396627.0288318732","396627.0288318732","4.727093947006859E-80","2.1741881121482703E-40","1.3643281712391497E-16","18.248272097051196","4.855191508164902E-8"
"34","43","207800.38498520572","207800.38498520572","2.7537404432479152E-42","1.6594397980185708E-21","4.875112034063378E-9","29.766622770061247","1.4728736718691603E-4"
"34","46","169999.99999999953","169999.99999999953","1.0000000000002253E-34","1.0000000000001127E-17","1.5848931924611855E-7","34.77696944518818","7.331684400570682E-4"
"34","41","138812.82361511083","138812.82361511083","1.7275685013289473E-28","1.3143700016848175E-14","2.802122100221636E-6","40.36154171344829","0.002756097671526465"
"34","37","433243.580448689","433243.580448689","2.2453492907640796E-87","4.73851167642761E-44","4.6801177732258404E-18","19.07913233468838","1.0256471163560167E-8"
"34","38","145660.56432679336","145660.56432679336","7.377124869501772E-30","2.7160863148106637E-15","1.4913426114322332E-6","24.635779064247096","0.0020607362795909204"
"34","40","74431.17626371319","74431.17626371319","1.2994654805971922E-15","3.6048099542100585E-8","0.001053787273793238","50.073064545829105","0.0424121957136354"
"34","35","392020.4076320514","392020.4076320514","3.9438326090982115E-79","6.279994115521297E-40","2.0853727523644403E-16","21.525323324771797","5.9040816906026205E-8"
"34","42","27784.88797889961","27784.88797889961","2.7734631773346944E-6","0.0016653717835170302","0.07737568037285103","89.12534664807305","0.30735995256471277"
"31","52","523829.17062721774","523829.17062721774","1.7146120618746702E-105","4.1407874394548077E-53","1.1138665829881148E-21","25.564115640630213","2.1907947166726258E-10"
"31","72","531128.04482535","531128.04482535","5.948274950157329E-107","7.712506045480502E-54","5.686934258393757E-22","39.02020287859595","1.6071317588794782E-10"
"31","45","450921.27916078566","450921.27916078566","6.542506576195039E-91","8.08857625061113E-46","9.186473647937458E-19","22.990194780105902","4.841964380301922E-9"
"31","56","392186.1802766634","392186.1802766634","3.653961311322877E-79","6.044800502351485E-40","2.0537746496714632E-16","21.668256094806058","5.8626708751484937E-8"
