"ID1","ID2","Dist","DistM","BC_d10000_p0.01_beta0_Cvroliki","BC_d20000_p0.01_beta0_Cvroliki","BC_d50000_p0.01_beta0_Cvroliki","CF_beta0_Cvroliki","BC_d542300_p1.0E-10_beta0_Cvroliki"
"2","7","39924.92955535426","39924.92955535426","1.0351757482278456E-8","1.0174358693440317E-4","0.025293144070695158","23.871223727003237","0.18356301506013034"
"2","5","39849.71769034255","39849.71769034255","1.0716586208058509E-8","1.0352094574557609E-4","0.025468964753121333","23.860646363688677","0.18415015451021557"
"2","6","18027.756377319947","18027.756377319947","2.479983118425258E-4","0.015747962148879004","0.19005957111434896","32.681397410219645","0.4651238093717203"
"2","4","11704.699910719624","11704.699910719624","0.0045609994288452775","0.06753517179103995","0.34026086645021736","45.796678168528324","0.6083669219918071"
"2","24","450818.14515389595","450818.14515389595","6.860740125556066E-91","8.282958484476466E-46","9.274153043934962E-19","27.246639123693583","4.869459987941114E-9"
"2","29","354701.28277185495","354701.28277185495","1.1474755635097376E-71","3.387440868132959E-36","6.485578034385124E-15","27.8542516027593","2.879494109929098E-7"
"2","22","434400.7366476251","434400.7366476251","1.3178096106103092E-87","3.6301647491681546E-44","4.206980839961727E-18","22.597135180596627","9.764725262827301E-9"
"2","13","350907.3951913801","350907.3951913801","6.5844720989032085E-71","8.114476014446779E-36","9.198228464888487E-15","27.471922642137653","3.3827927998506794E-7"
"2","14","396676.1903618613","396676.1903618613","4.6212762195538256E-80","2.1497153810571822E-40","1.3581645341824743E-16","22.704861153147807","4.8450674495799794E-8"
"2","9","247493.434256345","247493.434256345","3.171853708885258E-50","1.7809698787136343E-25","1.2596869486457793E-10","26.38545817039826","2.73040171993271E-5"
"2","8","247163.91322359294","247163.91322359294","3.691623103394249E-50","1.9213597017201772E-25","1.2985045359684213E-10","26.40563553021556","2.768872190252785E-5"
"2","17","364027.47149082","364027.47149082","1.564968865507689E-73","3.955968737879116E-37","2.7472687136788426E-15","21.04348069246548","1.9379451496580571E-7"
"2","3","269312.0866207083","269312.0866207083","1.3727222587994875E-54","1.1716323052901399E-27","1.688560147893744E-11","20.799217466995128","1.0811627693911546E-5"
"2","11","16000.0","16000.0","0.0","0.0","0.0","35.49676678185078","0.0"
"2","12","2000.0","2000.0","0.39810717055349726","0.6309573444801932","0.831763771102671","90.7969015023408","0.91858646982337"
"1","25","434607.8692338643","434607.8692338643","1.1979154141571243E-87","3.4610914668022343E-44","4.12748258080226E-18","127.87602626546493","9.687682499419564E-9"
"1","39","442718.87242357223","442718.87242357223","2.8590747844125722E-89","5.3470316853489585E-45","1.955442738896711E-18","53.026972153226694","6.85920509875799E-9"
"1","10","237697.28648009378","237697.28648009378","2.88763770534746E-48","1.699305065415701E-24","3.1053355903479117E-10","27.336956874399597","4.138731924881175E-5"
"1","15","160078.10593582076","160078.10593582076","9.646700890783339E-33","9.821762006271248E-17","3.9525353479787137E-7","32.84112291917605","0.0011172832004893109"
"1","7","27202.941017470886","27202.941017470886","3.6258663885195496E-6","0.0019041707876447296","0.08163612073436358","31.60430063324794","0.3150491916061601"
"1","5","26419.689627245814","26419.689627245814","5.200703258795993E-6","0.0022805050446767254","0.08774298701481531","32.42585008010128","0.32570281182421634"
"1","6","6708.203932499369","6708.203932499369","0.04553645453930916","0.2133927237262535","0.539103116812981","43.837354513630814","0.7521437792210108"
"1","4","5099.019513592785","5099.019513592785","0.09554238918369341","0.30909931928701073","0.6252291522548118","50.33489630261359","0.805330584768647"
"1","24","442136.8566405647","442136.8566405647","3.737908549733049E-89","6.113843758007763E-45","2.063126222273712E-18","27.718911163508707","7.0398526598646175E-9"
"1","29","345579.2239125486","345579.2239125486","7.658702811739943E-70","2.7674361441124426E-35","1.5025573024009204E-14","28.50523821442193","4.2415711653629343E-7"
"1","22","423095.73384755297","423095.73384755297","2.4035503845978605E-85","4.902601742542281E-43","1.19171017133887E-17","23.13197763358336","1.578061883830619E-8"
"1","13","340825.4685319151","340825.4685319151","6.837640976900321E-69","8.269002948905219E-35","2.3279907948163562E-14","28.198415130953823","5.190221615646884E-7"
"1","14","384169.2335416771","384169.2335416771","1.4660652224337642E-77","3.8289231154905215E-39","4.2976461863723116E-16","23.36418282124948","8.24001181432181E-8"
"1","9","236019.0670263735","236019.0670263735","6.254413560802476E-48","2.500882556379343E-24","3.624409991335951E-10","27.50340572895742","4.4444049912944014E-5"
"1","8","235601.35823037988","235601.35823037988","7.581032420636465E-48","2.753367469234077E-24","3.76656677174768E-10","27.536377406279787","4.523933034017347E-5"
"1","17","349356.55139126815","349356.55139126815","1.3448991581835015E-70","1.1596978736651634E-35","1.0610551175711184E-14","21.818767517376642","3.613041274726178E-7"
"1","3","254379.63754986343","254379.63754986343","1.330676508588441E-51","3.6478438954928443E-26","6.680585060314658E-11","21.86167680934789","2.0381920931852245E-5"
"1","11","1000.0","1000.0","0.6315883018246734","0.8194470990393773","1.141097604632687","95.51890777060127","1.465373595998279"
"1","2","14000.0","14000.0","0.0022158505369413084","0.06492958137044555","0.504509635610594","39.44818271810733","1.0588189056898392"
"1","12","12041.594578792296","12041.594578792296","0.0039055399468803723","0.062494319316881694","0.3298649842360865","44.58606756201345","0.5997265318637797"
"4","25","428404.014920495","428404.014920495","2.085436718312417E-86","1.4441041230854571E-43","7.308687981574596E-18","129.7175400576248","1.2607205535977378E-8"
"4","39","435129.8656723062","435129.8656723062","9.419478637935624E-88","3.069116914999431E-44","3.933737474779749E-18","53.94179215875068","9.467055116633402E-9"
"4","10","234999.99999999953","234999.99999999953","1.0000000000002215E-47","3.16227766016873E-24","3.98107170553516E-10","27.649495468466093","4.640931946467441E-5"
"4","15","157841.6928444442","157841.6928444442","2.7018512237594046E-32","1.6437308854430536E-16","4.856599448712858E-7","33.303657786009566","0.0012285778372577638"
"4","7","25632.011235952592","25632.011235952592","7.474768604607167E-6","0.0027340023051576176","0.09434514375623214","33.490789361143804","0.33677999022153277"
"4","5","25709.920264364882","25709.920264364882","7.211339584594744E-6","0.002685393748520828","0.09367057570221772","33.30970621398559","0.3356677668155248"
"4","6","4000.0","4000.0","0.15848931924611137","0.39810717055349726","0.6918309709189365","63.79847440341984","0.843801102542561"
"4","24","437922.3675493172","437922.3675493172","2.603313617711513E-88","1.6134787317196077E-44","3.0416228533142918E-18","27.983787386666105","8.41935177140887E-9"
"4","29","341575.7602641022","341575.7602641022","4.840028814613007E-69","6.957031561386657E-35","2.172549045327789E-14","28.837028563675776","5.02748217076585E-7"
"4","22","420405.75638304406","420405.75638304406","8.295617582045873E-85","9.108028097258962E-43","1.5267563841464617E-17","23.278653722351844","1.768997238788857E-8"
"4","13","337349.9666518428","337349.9666518428","3.3884935994235074E-68","1.8407861362536136E-34","3.20627917250881E-14","28.486842215357907","6.015532532142379E-7"
"4","14","382404.23637820705","382404.23637820705","3.304857394943272E-77","5.748788911538909E-39","5.056273353815098E-16","23.471170950512693","8.881255066347704E-8"
