species,dongshaPrivp,meanpriv,privp
a_japonicus,21.4285714285714,12.962962962963,0.332463578669068
c_auriga,6.66666666666667,7.06349206349206,0.652475976571542
c_lunulatus,5.26315789473684,13.9285714285714,0.213586394810617
c_striatus,80.7692307692308,75.034965034965,0.597119159237374
c_vrolikii,37.5,29.3719806763285,0.226189846777457
d_aruanus,11.3636363636364,14.6319444444444,0.172985594260619
l_kasmira,66.6666666666667,16.2089997289238,7.12485429256868e-05
n_plicata,79.1666666666667,77.979797979798,0.366540000237729
p_coelestis,42.8571428571429,63.9471639471639,0.00494452468279958
