"","ProbSource","Mode_Out_over_In","Mean","SD","lower","upper","ess"
"sum_out",0.000191113022241334,44.381099470237,277564.754694214,249242.831690683,27316,858145,111.224484087696
"sum_in",0.000191113022241334,44.381099470237,5098.2495586682,5861.6305338824,0.06079,19869,108.226072922624
"out_over_in",0.000191113022241334,44.381099470237,4509.71907735439,1870867.27070933,0.388287275884967,3084.53025665175,828838.413389485
