"","ProbSource","Mode_Out_over_In","Mean","SD","lower","upper","ess"
"sum_out",0.683445723346122,0.397444190100355,1098070.77786895,349147.486326467,333478.6,1606068.7,207.998970779813
"sum_in",0.683445723346122,0.397444190100355,1375614.98958161,615217.863574948,11497.29,2113463,93.7473263258246
"out_over_in",0.683445723346122,0.397444190100355,9.22962420725341,24.6851217935482,0.0580232453550353,74.8658212426625,29.8706382191568
