"ID1","ID2","Dist","DistM","BC_d10000_p0.5_beta0_Nplicata","BC_d20000_p0.5_beta0_Nplicata","BC_d30000_p0.5_beta0_Nplicata","BC_d40000_p0.5_beta0_Nplicata","BC_d50000_p0.5_beta0_Nplicata","BC_d60000_p0.5_beta0_Nplicata","BC_d70000_p0.5_beta0_Nplicata","BC_d80000_p0.5_beta0_Nplicata","BC_d90000_p0.5_beta0_Nplicata","BC_d100000_p0.5_beta0_Nplicata","BC_d110000_p0.5_beta0_Nplicata","BC_d120000_p0.5_beta0_Nplicata","BC_d130000_p0.5_beta0_Nplicata","BC_d140000_p0.5_beta0_Nplicata","BC_d150000_p0.5_beta0_Nplicata","BC_d160000_p0.5_beta0_Nplicata","BC_d170000_p0.5_beta0_Nplicata","BC_d180000_p0.5_beta0_Nplicata","BC_d190000_p0.5_beta0_Nplicata","BC_d200000_p0.5_beta0_Nplicata"
"61","19","1852.8826488000288","1852882.6099314084","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"62","19","1435.005444000022","1435005.409571383","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"63","19","1573.716124000024","1573716.087690038","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"64","19","1403.6063744000137","1403606.3479106594","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"65","19","1825.171968800027","1825171.931812754","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"66","19","1411.0794616000128","1411079.4359760783","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"67","19","1773.9659112000302","1773965.8710520938","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"68","19","1474.189211200023","1474189.1757554563","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"69","19","1667.539503200029","1667539.4641809007","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"70","19","1634.1130952000256","1634113.0573097079","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"71","19","1214.3868751999978","1214386.8683519028","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"72","19","1584.2846680000255","1584284.6301849617","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"73","19","1373.3464912000152","1373346.463280837","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"74","19","1390.7199248000031","1390719.9128346443","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"75","19","1566.7577552000246","1566757.7182503804","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"76","19","1537.169870400018","1537169.8397717","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"77","19","1483.5769376000142","1483576.9106591365","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"78","19","1585.2775216000216","1585277.4875100248","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"79","19","1614.7110760000267","1614711.0370561543","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"80","19","1641.7821440000268","1641782.1048680197","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"81","19","1538.6480056000144","1538647.9784710018","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"82","19","1492.966762400012","1492966.73760387","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"83","19","1583.696783200019","1583696.7517062812","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"84","19","1638.017638400023","1638017.6028802025","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"85","20","1371.5302584000149","1371530.229464911","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"86","20","1244.6387608000025","1244638.7437550125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"87","20","1402.956666400016","1402956.6363361038","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"88","20","1455.4074632000195","1455407.4298249364","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"89","20","1399.4053648000129","1399405.337783883","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"90","20","1263.2165496000146","1263216.5209659263","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"91","20","1460.3830744000172","1460383.0432072966","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"92","20","1481.3414432000166","1481341.412646954","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"93","20","1352.0479264000053","1352047.906683502","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"94","20","1626.9465704000215","1626946.535068337","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","20","1406.9545680000094","1406954.5442950504","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"96","20","1295.945323200011","1295945.3095790604","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"97","20","1483.4936752000115","1483493.6495384513","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"98","20","1274.7787983999972","1274778.7873376897","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"99","20","1403.9230328000033","1403923.0150024742","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"100","20","1277.6883895999972","1277688.383542068","0.915245804955061","0.9566847991658805","0.9709106143671142","0.9781026526729597","0.9824434225401195","0.985347966135372","0.9874278960821614","0.9889907242603238","0.9902079671817787","0.9911828401158483","0.9919811772654799","0.9926469493910571","0.9932106440314689","0.9936940656369854","0.9941132213509726","0.9944801276346973","0.9948039809290012","0.995091939059793","0.9953496564614586","0.9955816591901683"
"101","20","1349.175769599998","1349175.7569573598","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"102","20","1282.8355735999983","1282835.5697996824","0.9149193258201235","0.9565141534865668","0.970795155491234","0.9780154157714319","0.9823733226713117","0.985289376524092","0.9873775701950005","0.9889466192729676","0.9901687143987766","0.9911474777606568","0.9919490037247535","0.9926174371448911","0.9931833864569535","0.9936687426879244","0.9940895766089217","0.9944579524911888","0.9947831033954383","0.9950722156701878","0.995330966295959","0.9955638993859997"
"103","20","1436.2834208000015","1436283.4046956848","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"104","20","1474.1555776000089","1474155.554421827","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"105","20","2156.948668800028","2156948.627109391","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"106","20","1308.5096703999989","1308509.6679918775","0.9132925898857439","0.9556634291871505","0.9702194529106166","0.9775803952551169","0.982023739991822","0.9849971842145624","0.9871265835293459","0.9887266534564125","0.9899729451881464","0.9909711095646644","0.9917885380428855","0.9924702434907368","0.9930474371481214","0.9935424417353019","0.9939716452957682","0.9943473505050499","0.9946789730323171","0.9949738414592347","0.9952377451984185","0.9954753184105894"
"107","20","1731.9861032000156","1731986.0735876265","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"108","20","1723.0521232000185","1723052.0907656087","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"109","20","2089.026883200032","2089026.8375961927","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"110","20","1632.917133600022","1632917.0978168142","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"111","20","2015.9730576000304","2015973.01372703","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"112","20","1124.742215200005","1124742.2074112308","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"113","20","1819.8612096000136","1819861.1819065984","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"114","20","2043.9680096000332","2043967.963093147","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"115","20","1614.543304","1614543.2893255071","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"21","20","276.2842719999997","276284.2712474624","0.9810316407030434","0.9904704138453826","0.9936368092534857","0.995223800883692","0.9961772122449658","0.9968133271849278","0.9972679436748902","0.997609042102011","0.9978744215351991","0.9980867759092723","0.9982605540094378","0.9984053922054547","0.998527964015777","0.9986330375442675","0.998724110212577","0.9988038056104968","0.998874130360454","0.9989366454061034","0.9989925832370676","0.9990429299631084"
"22","20","276.8355736","276835.5697996829","0.980994152948234","0.9904514894472288","0.9936241526153095","0.9952142932289653","0.9961695988273442","0.9968069786148718","0.9972624995591731","0.9976042768698244","0.9978701846453529","0.9980829618961262","0.9982570861204642","0.9984022128455404","0.998525028861353","0.9986303117566445","0.9987215659118853","0.9988014201380695","0.9988718850516978","0.9989345247038731","0.9989905740381285","0.9990410211278244"
"23","20","269.6223695999999","269622.3663640865","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"24","20","146.26702959999992","146267.0273047589","13.70708504457965","14.337480899333082","14.55466977017526","14.664621569984636","14.731031474608086","14.775488631273438","14.807334140362142","14.831267834925656","14.849912356996555","14.86484654037913","14.877077706854092","14.88727880240244","14.895916508213087","14.903324643508066","14.909748305264122","14.915371507318552","14.920335093203954","14.924748694626922","14.928698923521289","14.932255112626605"
"25","20","307.8650103999994","307865.00705120555","0.9788865013748987","0.9893869320821348","0.9929120467409845","0.994679311176288","0.9957411793284398","0.9964497211304665","0.9969561310775461","0.997336107426322","0.9976317447080922","0.9978683176293552","0.9980619190185862","0.9982232822021667","0.9983598406573371","0.9984769056305439","0.9985783730439916","0.9986671654892444","0.9987455183211139","0.9988151704435071","0.9988774948809808","0.9989335901997466"
"26","20","200.78174799999985","200781.7459305204","1.9676640195215378","1.9837647135896255","1.989161464538739","1.9918654612399842","1.9934896611106026","1.9945732125038635","1.995347546079706","1.9959284977584293","1.996380468507203","1.996742120373637","1.9970380671284516","1.9972847236485782","1.9974934573163212","1.9976723896230357","1.997827477531763","1.9979631895400942","1.9980829432495804","1.998189397146191","1.998284650279985","1.9983703820658354"
"27","20","1345.592932799999","1345592.9291125662","0.9109480626075125","0.9544359918860523","0.9693885197731507","0.9769524000103855","0.9815190278522067","0.9845752991890212","0.9867641749515077","0.9884090246504155","0.9896902475398798","0.9907164215113257","0.9915568097542471","0.9922576778181267","0.9928511069507011","0.9933600429610141","0.9938013318554504","0.9941876204471747","0.9945285880120374","0.9948317684613212","0.9951031135211083","0.9953473873534434"
"28","20","1363.1980599999968","1363198.0515339489","0.9098371157413223","0.953853823046971","0.9689942868221495","0.9766544030756074","0.9812795086416178","0.9843750742588667","0.9865921695410824","0.9882582673955262","0.9895560662484871","0.9905955323145859","0.9914468166508863","0.992156779072172","0.9927579135806022","0.9932734616111931","0.9937204864621338","0.9941117982377667","0.9944572012980539","0.9947643269883009","0.9950392040584596","0.9952866583625976"
"29","20","270.77669999999983","270776.6952966371","0.9814062267178543","0.9906594908028966","0.9937632595039602","0.9953187885310397","0.9962532744344379","0.9968767524142391","0.9973223327039721","0.9976566486176693","0.997916749582741","0.9981248791781707","0.9982951993157779","0.9984371549648176","0.9985572870495593","0.9986602689122924","0.9987495284508294","0.99882763709144","0.9988965615530829","0.9989578317340232","0.9990126556078318","0.9990619996667728"
"30","20","1400.6244679999968","1400624.458405142","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"31","20","234.87720480000007","234877.20036002554","0.9838513629734004","0.9918928182890531","0.9945878828209036","0.9959381598719135","0.9967492058646469","0.9972902700923656","0.9976769243509969","0.997967013418737","0.9981926965623447","0.9983732798230565","0.9985210540628944","0.9986442159710162","0.9987484417586099","0.998837786805744","0.9989152256449785","0.998982989554245","0.999042785056405","0.9990959396185858","0.9991435013609288","0.9991863088648966"
"32","20","501.0803127999973","501080.3025278555","4.682310553155031","4.838140127769762","4.891410673077344","4.91830015667126","4.934515889454774","4.945360724550495","4.95312390942315","4.95895554578218","4.963496751730777","4.967133178636202","4.970110728255208","4.972593596077572","4.974695604358867","4.976498143428859","4.978060954784482","4.979428880190873","4.980636234105534","4.981709721723762","4.98267043739011","4.983535264632177"
"33","20","1343.565594399997","1343565.583902096","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"34","20","1399.5361575999973","1399536.1466505732","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"35","20","337.25483519999943","337254.8339959391","0.976894395060468","0.9883796816307324","0.9922380395375447","0.9941728630528659","0.9953355676482925","0.9961114593947531","0.9966660380611813","0.9970821746741168","0.997405956603196","0.9976650578467167","0.9978770998362875","0.9980538359200635","0.9982034062858559","0.9983316272968523","0.9984427654955494","0.9985400215685483","0.9986258436178392","0.9987021360762156","0.9987704026900291","0.998831846632213"
"36","20","468.95037119999813","468950.36021294416","10.971146565291882","11.472918043605514","11.645735003630199","11.733213081532467","11.786045746801769","11.821412443067379","11.846745612053383","11.865784550536425","11.880615805800385","11.892495442538667","11.902224831081","11.910339320193646","11.917210162903629","11.923102914712366","11.928212549777832","11.932685449336184","11.936633652128663","11.940144367760222","11.943286493670556","11.94611518185398"
"37","20","490.8671087999973","490867.0990922589","91.28018875057573","96.48545745172572","98.28835847280988","99.20290710589373","99.75587798864281","100.12630438445515","100.39176980905937","100.59134890261461","100.7468621760722","100.87145270821189","100.97350952900038","101.05863886031007","101.13072963608604","101.19256427204631","101.24618607600338","101.2931293804736","101.33456872992798","101.3714184995876","101.40440115187988","101.43409507544281"
"38","20","508.8427199999972","508842.7124746197","1.9146598492958051","1.9568476184122066","1.9711234517162373","1.978301820405","1.9826218468624033","1.9855072974346255","1.9875709990307193","1.9891202346122299","1.9903260611891977","1.991291268123489","1.9920813438549025","1.9927399885699635","1.993297479680212","1.9937754579068407","1.9941898018268631","1.9945524259924934","1.99487244526666","1.995156951535524","1.9954115454359902","1.9956407087457404"
"39","20","1390.004196799998","1390004.1840821085","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"40","20","424.28427199999965","424284.27124746196","2.8212417433128567","2.909030830700462","2.9389944646740918","2.954110197123715","2.9632228214937766","2.969315975473582","2.9736771039020975","2.976952813443297","2.979503473565418","2.98154582187303","2.9832180386265272","2.9846123812755203","2.985792798438057","2.9868050143527665","2.9876825891822856","2.9884507117887233","2.989128656701164","2.9897314237223194","2.9902708607397033","2.9907564502959776"
"41","20","462.03868159999786","462038.6719675128","10.906349142726484","11.438606018304503","11.62241879217408","11.715557985528237","11.771840447869138","11.809529356653593","11.83653226171737","11.85682955067566","11.872643118570513","11.885310876166894","11.89568659510381","11.904340728676818","11.911668930066003","11.91795424149823","11.923404496915518","11.928175745752478","11.932387435619999","11.936132549190878","11.939484549006904","11.942502244433632"
"42","20","1219.425556800002","1219425.5403194176","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"43","20","1182.8275760000008","1182827.5605729707","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"44","20","1542.8347224000047","1542834.7032479078","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"45","20","1534.7047808000054","1534704.7609329964","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"46","20","737.6732455999994","737673.2316404191","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"47","20","1501.2611304000059","1501261.1101191007","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"48","20","1488.4032664000063","1488403.2457428314","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"49","20","1630.5159656000071","1630515.9441150397","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"50","20","1561.8174800000063","1561817.4593052045","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"51","20","728.8031871999987","728803.1739553303","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"52","20","1550.6581016000075","1550658.0797387704","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"53","20","1622.3149560000077","1622314.933988263","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"54","20","1583.398218400009","1583398.195108948","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"55","20","1688.1555776000089","1688155.5544218288","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"56","20","1714.7901416000134","1714790.114094735","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"57","20","1695.003345600014","1695003.3175303312","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"58","20","1757.9028408000142","1757902.812466943","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"59","20","1705.2855192000081","1705285.49673674","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"60","20","575.367534399999","575367.5323681473","3.723428305919559","3.859061747477896","3.905441232300114","3.928854448832695","3.942974464352095","3.9524179774502555","3.959178163085881","3.964256422754474","3.968210999523855","3.9713777005391275","3.9739706492144737","3.9761328236955276","3.9779633392176836","3.9795330702802856","3.9808940400320982","3.9820852971284437","3.9831367231096677","3.9840715733722423","3.984908217356039","3.9856613576814945"
"61","20","1707.8734040000147","1707873.37521542","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"62","20","1193.4419480000163","1193441.9177103424","10.851098144631685","11.410960971948878","11.603991352478614","11.701739396501779","11.7607867976895","11.80031875294147","11.828637970166366","11.849922400224663","11.866503684461986","11.879785574876378","11.89066373823069","11.899736555596995","11.907419013344208","11.914007962211526","11.919721361788248","11.924722855344372","11.92913769726611","11.933063386413659","11.936576950601438","11.939740051312251"
"63","20","1332.1526280000182","1332152.5958289974","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"64","20","1162.042878400008","1162042.856049619","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"65","20","1680.1627240000128","1680162.6970967653","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"66","20","1169.5159656000071","1169515.9441150378","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"67","20","1598.495773600018","1598495.7415795058","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"68","20","1232.6257152000173","1232625.683894416","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"69","20","1453.6572504000235","1453657.2131869923","1.792600145505097","1.8934443578660416","1.9283125949528248","1.94598832464769","1.956671939194463","1.96382712373233","1.968954086503378","1.9728081468533236","1.9758109976083844","1.9782165898588282","1.9801869939793455","1.981830506153542","1.983222242510216","1.9844159422260548","1.9854510668595868","1.9863572466654487","1.987157162739408","1.9878684714062405","1.9885051226779895","1.9890782842699344"
"70","20","1392.5495992000199","1392549.5654486676","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"71","20","972.8233791999997","972823.3764908626","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"72","20","1342.7211720000198","1342721.1383239212","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"73","20","1131.7829952000095","1131782.9714197968","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"74","20","1149.156428800005","1149156.420973604","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"75","20","1325.194259200019","1325194.22638934","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"76","20","1295.6063744000123","1295606.3479106596","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
