"ID1","ID2","Dist","DistM","BC_d10000_p0.5_beta0_Lkasmira","BC_d20000_p0.5_beta0_Lkasmira","BC_d30000_p0.5_beta0_Lkasmira","BC_d40000_p0.5_beta0_Lkasmira","BC_d50000_p0.5_beta0_Lkasmira","BC_d60000_p0.5_beta0_Lkasmira","BC_d70000_p0.5_beta0_Lkasmira","BC_d80000_p0.5_beta0_Lkasmira","BC_d90000_p0.5_beta0_Lkasmira","BC_d100000_p0.5_beta0_Lkasmira","BC_d110000_p0.5_beta0_Lkasmira","BC_d120000_p0.5_beta0_Lkasmira","BC_d130000_p0.5_beta0_Lkasmira","BC_d140000_p0.5_beta0_Lkasmira","BC_d150000_p0.5_beta0_Lkasmira","BC_d160000_p0.5_beta0_Lkasmira","BC_d170000_p0.5_beta0_Lkasmira","BC_d180000_p0.5_beta0_Lkasmira","BC_d190000_p0.5_beta0_Lkasmira","BC_d200000_p0.5_beta0_Lkasmira"
"27","1","651.0538255999993","651053.8238691618","0.9558754925214187","0.9776888526118208","0.9850700363408958","0.9887814989226997","0.9910150852951962","0.9925069452355968","0.9935739342763703","0.9943749287480551","0.9949983708603228","0.9954974059711036","0.9959058935842663","0.9962464279662923","0.996534663389316","0.9967817886961872","0.9969960135329639","0.9971834980323607","0.99734895481024","0.9974960505487341","0.9976276809145742","0.997746163095155"
"28","1","762.5563495999999","762556.3491861034","0.9485162301431084","0.9739179791661658","0.9825355105961654","0.9868728282641922","0.9894844038857825","0.9912292926443232","0.992477525314743","0.9934147312498403","0.9941442810170319","0.9947283065670659","0.9952064008389344","0.9956049882580557","0.9959423792202313","0.9962316624735147","0.9964824425929748","0.9967019269821045","0.9968956298248565","0.997067841732463","0.997221951287548","0.9973606702527756"
"30","1","801.9116895999994","801911.6882454308","0.9459322946107569","0.9725905071564069","0.9816424957207408","0.9862000340480662","0.9889447073719572","0.9907787319683143","0.9920908315663057","0.9930760464577052","0.9938430010722608","0.994456991212771","0.9949596289100855","0.9953786877205651","0.9957334137997591","0.9960375653389313","0.9963012384879804","0.9965320097506678","0.9967356758427419","0.9969167473125631","0.9970787865101531","0.9972246443067735"
"33","1","800.4852816","800485.281374238","6.30926523054494","6.645109721105526","6.761235800431245","6.820105011629054","6.855687503363436","6.879518599005913","6.896594632110129","6.909431175865054","6.91943268447451","6.92744495357626","6.9340077699407825","6.93948182384461","6.9441172976773355","6.948093176370464","6.951540891995673","6.9545591324622364","6.957223440707403","6.959592624034996","6.96171314536991","6.963622200794182"
"34","1","832.2842719999996","832284.2712474613","0.9439429493664055","0.9715672644580021","0.9809538641952072","0.9856811170241633","0.9885283964940421","0.9904311506587458","0.9917925027051901","0.9928147445642431","0.9936105499429573","0.9942476535019039","0.9947692238895635","0.995204074880497","0.9955721741880804","0.9958877962427244","0.9961614162932989","0.9964008955055406","0.9966122485024257","0.9968001554689673","0.9969683127858963","0.9971196786253413"
"38","1","1094.3586856000136","1094358.656589657","6.971024502256099","7.467240980128279","7.640635611396573","7.728885825525904","7.782340121041867","7.818188084008916","7.8438980318086795","7.863237716673085","7.878313695409335","7.8903959437976665","7.900295635135592","7.908555164113109","7.915550952851857","7.921552423402091","7.926757494151603","7.931314824764541","7.935338243074","7.938916382152159","7.94211928556541","7.94500303814509"
"39","1","883.8406215999998","883840.6204335657","17.326545988854473","18.142907518362524","18.423974739599903","18.566229685582","18.652139215052983","18.70964547519489","18.75083603959684","18.7817918328343","18.80590588884685","18.825220685159515","18.84103928994738","18.85423218877867","18.86540303459251","18.874983611250066","18.88329093600175","18.89056301420793","18.896982011160382","18.902689721005657","18.907798163349263","18.912397008668687"
"42","1","1058.8132831999967","1058813.275223096","0.929237107308653","0.9639694535142973","0.9758330315849519","0.9818194607535019","0.9854289318007273","0.987842614784841","0.9895702928133805","0.9908680339750102","0.9918785647075355","0.992687731263325","0.9933502675949587","0.9939027189744684","0.994370417806044","0.9947714776838852","0.995119193754598","0.9954235450174013","0.9956921675499645","0.9959310039895011","0.9961447483120837","0.9963371574237935"
"43","1","1034.6122735999966","1034612.2650963193","33.64530948190957","35.75533272265253","36.48817508980462","36.860303371450975","37.08542966657364","37.23628980949121","37.344428818305296","37.425742508717875","37.48911088814301","37.539884103206994","37.58147780723455","37.6161750069048","37.64555960609078","37.67076497422894","37.69262350102823","37.711760286764545","37.72865388664688","37.74367687713732","37.757123653837176","37.769229915961205"
"44","1","1089.806136800003","1089806.1325481595","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
