"ID1","ID2","Dist","DistM","BC_d10000_p0.5_beta0_Cvroliki","BC_d20000_p0.5_beta0_Cvroliki","BC_d30000_p0.5_beta0_Cvroliki","BC_d40000_p0.5_beta0_Cvroliki","BC_d50000_p0.5_beta0_Cvroliki","BC_d60000_p0.5_beta0_Cvroliki","BC_d70000_p0.5_beta0_Cvroliki","BC_d80000_p0.5_beta0_Cvroliki","BC_d90000_p0.5_beta0_Cvroliki","BC_d100000_p0.5_beta0_Cvroliki","BC_d110000_p0.5_beta0_Cvroliki","BC_d120000_p0.5_beta0_Cvroliki","BC_d130000_p0.5_beta0_Cvroliki","BC_d140000_p0.5_beta0_Cvroliki","BC_d150000_p0.5_beta0_Cvroliki","BC_d160000_p0.5_beta0_Cvroliki","BC_d170000_p0.5_beta0_Cvroliki","BC_d180000_p0.5_beta0_Cvroliki","BC_d190000_p0.5_beta0_Cvroliki","BC_d200000_p0.5_beta0_Cvroliki"
"5","3","72.55634959999996","72556.34918610405","0.9949834024517419","0.9974885475291142","0.9983249967478356","0.9987434843487661","0.9989946611089601","0.9991621473754075","0.9992817976143583","0.9993715446963487","0.9994413535548764","0.999497204152648","0.9995429024177007","0.9995809859012963","0.9996132115207506","0.9996408343071818","0.9996647746728572","0.9996857229631464","0.9997042071132447","0.9997206377558064","0.999735339085949","0.9997485704679192"
"6","3","39.59798079999999","39597.97974644666","0.9972590404332243","0.998628579819957","0.9990855107754593","0.9993140546494665","0.9994512060675594","0.9995426508035858","0.9996079735946202","0.9996569684894246","0.9996950772900778","0.9997255653765984","0.9997505108662514","0.9997712992497764","0.9997888897580778","0.9998039675829559","0.9998170352151156","0.9998284695333618","0.9998385587462926","0.9998475270210342","0.9998555513350427","0.9998627732727119"
"8","3","140.14213599999997","140142.13562373095","0.9903331150074757","0.9951548196172673","0.9967672656926968","0.9975744682063927","0.9980591034515087","0.9983823244091898","0.9986132606065474","0.9987864978094131","0.9989212586330666","0.9990290803833033","0.9991173068353213","0.9991908348304591","0.9992530550527835","0.9993063897556882","0.9993526154675445","0.9993930647194892","0.9994287565955229","0.9994604837776562","0.9994888721101456","0.9995144222987997"
"9","3","178.68124319999993","178681.24086713206","19.77155039762468","20.852758085833738","21.2276328372727","21.417868327417544","21.53291611930904","21.609994951474913","21.66523835420663","21.706773539445532","21.73913964234802","21.76507099650535","21.78631303062395","21.804032257491865","21.81903790987646","21.83190899594507","21.84307073527019","21.85284243846791","21.861468547554907","21.869139363861503","21.87600525086191","21.88218658887407"
"10","3","538.7716519999989","538771.6446627537","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","3","156.32590319999986","156325.90180780453","76.71380342829089","81.2139193281539","82.77658317810432","83.57004319700634","84.0500509407148","84.37170620433942","84.60227194156087","84.775641741961","84.91074955577993","85.01900283773621","85.10768430197427","85.18166164947243","85.24431197565139","85.29805176616553","85.34465577412773","85.38545678328902","85.4214751244203","85.4535051686184","85.48217459624021","85.50798594036478"
"4","3","2.4142136","2414.213562373095","0.9998326734656354","0.9999163332327538","0.9999442213773483","0.9999581657413242","0.9999665324530487","0.9999721102997564","0.9999760944950253","0.9999790826518944","0.9999814067800771","0.9999832660865124","0.9999847873398036","0.9999860550526475","0.9999871277340013","0.9999880471760777","0.999988844026561","0.9999895412712547","0.9999901564875647","0.9999907033468246","0.9999911926422055","0.9999916330082529"
"5","4","57.04163119999994","57041.630560342615","0.9960539814890021","0.9980250405120115","0.9986829265754965","0.9990120322158345","0.9992095476553646","0.9993412463095359","0.9994353274041716","0.9995058940375662","0.9995607826415209","0.9996046956949355","0.9996406259917612","0.9996705688923406","0.9996959058933668","0.9997176238339363","0.9997364464307399","0.9997529164936535","0.9997674491274363","0.9997803672014773","0.9997919256197361","0.9998023283104194"
"6","4","45.84062159999998","45840.62043356595","0.9968276129258873","0.9984125464585706","0.9989414174403417","0.9992059579779189","0.9993647159260888","0.999470568571352","0.9995461844680454","0.9996029001448119","0.9996470145627221","0.9996823074987817","0.9997111844641741","0.9997352492391933","0.9997556121935881","0.9997730664846125","0.9997881937833235","0.9998014303574545","0.9998131098331013","0.9998234917037717","0.9998327808373295","0.9998411411313208"
"8","4","124.62741759999994","124627.41699796953","0.9913986904434268","0.9956900574191885","0.9971246370264706","0.9978427017417066","0.9982737887568438","0.998561283560739","0.9987666876822449","0.9989207685005386","0.9990406255705301","0.9991365215809318","0.9992149887996407","0.9992803828559524","0.9993357196309625","0.9993831535913765","0.9994242648449256","0.9994602385790735","0.9994919811845147","0.999520197680132","0.9995454446935287","0.9995681675508339"
"9","4","159.02438879999985","159024.38661763968","19.79850767992806","20.866968964523913","21.237275976116422","21.425165081389796","21.53878467865187","21.61490281196089","21.669455777383295","21.710470814443283","21.742430978188676","21.768036709750998","21.7890117481732","21.806508081142862","21.82132484837485","21.834033826446557","21.84505491788223","21.85470343654914","21.863220762163532","21.8707948101939","21.877574057693273","21.88367737381283"
"10","4","519.1147975999988","519114.7904132613","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","4","136.66904879999987","136669.04755831216","76.81839793979826","81.26926553946923","82.81418633860332","83.59851428644144","84.07295785722253","84.39086791927477","84.61874088488159","84.7900814218177","84.9236051608254","85.03058754531133","85.11822677425394","85.19133393256452","85.25324676460183","85.3063535551728","85.35240831881656","85.39272824793655","85.42832172561167","85.45997381328559","85.4883048297051","85.51381141018538"
"5","1","286.36248640000036","286362.48173426394","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
