"ID1","ID2","Dist","DistM","BC_d10000_p0.5_beta0_Daruanus","BC_d20000_p0.5_beta0_Daruanus","BC_d30000_p0.5_beta0_Daruanus","BC_d40000_p0.5_beta0_Daruanus","BC_d50000_p0.5_beta0_Daruanus","BC_d60000_p0.5_beta0_Daruanus","BC_d70000_p0.5_beta0_Daruanus","BC_d80000_p0.5_beta0_Daruanus","BC_d90000_p0.5_beta0_Daruanus","BC_d100000_p0.5_beta0_Daruanus","BC_d110000_p0.5_beta0_Daruanus","BC_d120000_p0.5_beta0_Daruanus","BC_d130000_p0.5_beta0_Daruanus","BC_d140000_p0.5_beta0_Daruanus","BC_d150000_p0.5_beta0_Daruanus","BC_d160000_p0.5_beta0_Daruanus","BC_d170000_p0.5_beta0_Daruanus","BC_d180000_p0.5_beta0_Daruanus","BC_d190000_p0.5_beta0_Daruanus","BC_d200000_p0.5_beta0_Daruanus"
"5","1","286.36248640000036","286362.48173426394","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"6","1","392.48737999999884","392487.3734152918","0.9731615749176609","0.9864895209365687","0.9909726097566498","0.9932217883919828","0.9945737451786508","0.9954760719156688","0.9961210921757547","0.9966051316303679","0.9969817693678089","0.9972831820394099","0.9975298601844949","0.9977354719141085","0.9979094841718036","0.9980586616906617","0.9981879669122208","0.998301122723183","0.9984009767383292","0.9984897442476858","0.9985691744985323","0.9986406671267748"
"8","1","264.7523112000003","264752.3086789976","0.9818161267400701","0.9908663516035198","0.993901593958143","0.9954226999639498","0.9963364807604943","0.996946133930085","0.9973818288605506","0.9977087250114384","0.9979630516446526","0.9981665596284491","0.998333097028058","0.9984718994193502","0.9985893626696968","0.9986900564542287","0.9987773326138892","0.9988537055101905","0.998921098209647","0.9989810066486012","0.9990346119815832","0.9990828592406383"
"9","1","183.26702960000028","183267.02730475884","1.9677238034839624","1.9837930957173149","1.9891800465003235","1.9918792698581431","1.9935006464927998","1.994582332765832","1.9953553424732555","1.995935305828699","1.9963865105971281","1.9967475513913553","1.9970429993106196","1.9972892409135077","1.997497624050829","1.9976762563067871","1.9978310844731846","1.9979665694368143","1.9980861229909228","1.9981923991119057","1.9982874932952157","1.9983730821160188"
"10","1","164.7523111999999","164752.30867899736","0.9886451979561045","0.9943063903828158","0.9962006492001617","0.9971491314657079","0.9977186542338402","0.9980985167808646","0.9983699357146075","0.9985735483507001","0.9987319424430857","0.9988586758064627","0.9989623787016662","0.9990488060054246","0.9991219426412521","0.9991846354476271","0.9992389723951844","0.9992865196482439","0.9993284749856842","0.9993657700977584","0.9993991405883639","0.9994291749826312"
"12","1","171.46803920000013","171468.0374315355","67.92961144004529","71.84266624516182","73.20052834761073","73.88981630046054","74.30674582260863","74.5861074406348","74.78634453677425","74.93690260164456","75.05422918178077","75.14823299967388","75.22523960177001","75.28947673842295","75.34387741535505","75.39054028512876","75.43100663301801","75.46643389002962","75.49770812613333","75.52551917297168","75.55041209983203","75.5728232939482"
"14","1","466.61941999999806","466619.4077712564","26.71989910451653","28.308914336341658","28.860933731375574","29.141273563457972","29.310881523335343","29.42454283497911","29.506019508817975","29.567286145983594","29.615032506659833","29.653289262963497","29.68462975455829","29.71077402676367","29.732915433608813","29.751907897742914","29.768378580589772","29.782798467247183","29.795528131169036","29.806848297193074","29.816980784985073","29.826103189170503"
"2","1","44.0","44000.00000000023","0.9969547984662518","0.9984762383082793","0.9989839007140181","0.9992378287015956","0.9993902164746955","0.99949182123418","0.9995644023867054","0.9996188417099767","0.9996611854556754","0.9996950617436776","0.9997227795604651","0.999745878328178","0.9997654238561744","0.9997821774700254","0.9997966974957913","0.9998094026913213","0.9998206132920456","0.9998305783759943","0.9998394945879266","0.9998475192466487"
"3","1","370.6051271999997","370605.1224213832","0.9746387495708306","0.9872379396937856","0.9914737596932289","0.9935984801184962","0.99487549731399","0.9957277538028299","0.9963369553905019","0.9967941011655798","0.997149803998463","0.9974344576532285","0.9976674165377988","0.9978615905038283","0.9980259210694754","0.9981667973793267","0.998288906266168","0.9983957637958906","0.9984900593502594","0.9985738850973738","0.998648893046821","0.9987164050185761"
"4","1","350.94827279999976","350948.2681718908","0.9759676090374689","0.9879107292855306","0.9919241593773536","0.9939369845646808","0.9951466396832989","0.9959538942026149","0.9965309054638285","0.9969638832799717","0.9973007738593865","0.9975703682865178","0.9977909997508712","0.9979748965793753","0.9981305280604306","0.9982639457898039","0.9983795889139335","0.9984807876368836","0.9985700891462792","0.998649474970766","0.9987205097422637","0.9987844453567135"
