"ID1","ID2","Dist","DistM","BC_d10000_p0.5_beta0_Clunulatus","BC_d20000_p0.5_beta0_Clunulatus","BC_d30000_p0.5_beta0_Clunulatus","BC_d40000_p0.5_beta0_Clunulatus","BC_d50000_p0.5_beta0_Clunulatus","BC_d60000_p0.5_beta0_Clunulatus","BC_d70000_p0.5_beta0_Clunulatus","BC_d80000_p0.5_beta0_Clunulatus","BC_d90000_p0.5_beta0_Clunulatus","BC_d100000_p0.5_beta0_Clunulatus","BC_d110000_p0.5_beta0_Clunulatus","BC_d120000_p0.5_beta0_Clunulatus","BC_d130000_p0.5_beta0_Clunulatus","BC_d140000_p0.5_beta0_Clunulatus","BC_d150000_p0.5_beta0_Clunulatus","BC_d160000_p0.5_beta0_Clunulatus","BC_d170000_p0.5_beta0_Clunulatus","BC_d180000_p0.5_beta0_Clunulatus","BC_d190000_p0.5_beta0_Clunulatus","BC_d200000_p0.5_beta0_Clunulatus"
"5","1","286.36248640000036","286362.48173426394","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"6","1","392.48737999999884","392487.3734152918","0.9731615749176609","0.9864895209365687","0.9909726097566498","0.9932217883919828","0.9945737451786508","0.9954760719156688","0.9961210921757547","0.9966051316303679","0.9969817693678089","0.9972831820394099","0.9975298601844949","0.9977354719141085","0.9979094841718036","0.9980586616906617","0.9981879669122208","0.998301122723183","0.9984009767383292","0.9984897442476858","0.9985691744985323","0.9986406671267748"
"7","1","625.9482727999978","625948.2681718918","15.486546863651856","16.224958458492903","16.479145187124995","16.607785756183503","16.68547015617347","16.737469270203967","16.77471447948728","16.802704846859307","16.82450865242737","16.841972844469993","16.856275726592266","16.86820442734942","16.878304788140106","16.886967237365226","16.89447842660948","16.901053562247416","16.90685735859934","16.91201802560033","16.91663685062968","16.920794912787336"
"8","1","264.7523112000003","264752.3086789976","0.9818161267400701","0.9908663516035198","0.993901593958143","0.9954226999639498","0.9963364807604943","0.996946133930085","0.9973818288605506","0.9977087250114384","0.9979630516446526","0.9981665596284491","0.998333097028058","0.9984718994193502","0.9985893626696968","0.9986900564542287","0.9987773326138892","0.9988537055101905","0.998921098209647","0.9989810066486012","0.9990346119815832","0.9990828592406383"
"9","1","183.26702960000028","183267.02730475884","1.9677238034839624","1.9837930957173149","1.9891800465003235","1.9918792698581431","1.9935006464927998","1.994582332765832","1.9953553424732555","1.995935305828699","1.9963865105971281","1.9967475513913553","1.9970429993106196","1.9972892409135077","1.997497624050829","1.9976762563067871","1.9978310844731846","1.9979665694368143","1.9980861229909228","1.9981923991119057","1.9982874932952157","1.9983730821160188"
"10","1","164.7523111999999","164752.30867899736","50.92913011755864","53.873317719120344","54.894698904441924","55.41312485201635","55.72668701137529","55.93678018272783","56.08736418645422","56.200586062521175","56.288816135256354","56.35950661110271","56.41741473261874","56.465719997902205","56.506628153253075","56.54171745552118","56.57214699023344","56.59878716672065","56.62230432046498","56.64321720964759","56.66193572758634","56.67878803662089"
"27","1","651.0538255999993","651053.8238691618","100.47350772643068","106.07079920513257","108.00932537356961","108.99264796885743","109.58719524086177","109.98547025848278","110.27089205805001","110.48547383242075","110.65267689018646","110.78663252709813","110.89636049886201","110.98788850877315","111.06539785357845","111.13188011924899","111.18953221680579","111.24000381779553","111.28455775799691","111.32417714569475","111.35963874961249","111.39156443433674"
"12","1","171.46803920000013","171468.0374315355","0.9881850919076017","0.9940749931004208","0.996046084458872","0.9970330952884267","0.9976257711917697","0.9980210841755158","0.9983035464935103","0.9985154456934688","0.9986802872774428","0.9988121801378724","0.9989201054341886","0.999010052089325","0.999086167123449","0.999151413196974","0.9992079632406491","0.9992574471543701","0.9993011114662781","0.9993399257897398","0.9993746556728557","0.9994059135996106"
"14","1","466.61941999999806","466619.4077712564","28.39304585582372","30.13914151560875","30.746298407936536","31.054745827329302","31.241393136167456","31.36648739909587","31.456166585727246","31.523604927378162","31.576163277392073","31.618277057671968","31.652778217805547","31.68155976835357","31.70593512653201","31.726844164589945","31.744977192171724","31.760852632025003","31.774867384323382","31.787330462751772","31.798486044541985","31.808529627674627"
"2","1","44.0","44000.00000000023","0.9969547984662518","0.9984762383082793","0.9989839007140181","0.9992378287015956","0.9993902164746955","0.99949182123418","0.9995644023867054","0.9996188417099767","0.9996611854556754","0.9996950617436776","0.9997227795604651","0.999745878328178","0.9997654238561744","0.9997821774700254","0.9997966974957913","0.9998094026913213","0.9998206132920456","0.9998305783759943","0.9998394945879266","0.9998475192466487"
